Total; tran P X,Total; tran P Y,/w_CLK X,/w_CLK Y,/w_D X,/w_D Y,/Z X,/Z Y,/A X,/A Y,/B X,/B Y,/C X,/C Y,/D X,/D Y
1.809033172220499e-07,0.00251770893709477,1.809033172220499e-07,0,1.809033172220499e-07,0,1.809033172220499e-07,1.300133234260307,1.809033172220499e-07,0.02190028324043142,1.809033172220499e-07,0.03031809079088545,1.809033172220499e-07,0.6270962191231344,1.809033172220499e-07,1.296827452725113
1.859833601701964e-07,0.002528807293188762,1.859833601701964e-07,0,1.859833601701964e-07,0,1.859833601701964e-07,1.164408718540691,1.859833601701964e-07,0.01625913510593047,1.859833601701964e-07,0.01977833277971938,1.859833601701964e-07,0.2682002370741621,1.859833601701964e-07,1.12401434040134
1.907025698621982e-07,0.002536969748400198,1.907025698621982e-07,0,1.907025698621982e-07,0,1.907025698621982e-07,0.9608354681698797,1.907025698621982e-07,0.01313540989721328,1.907025698621982e-07,0.01516817067062603,1.907025698621982e-07,0.09486238760233216,1.907025698621982e-07,0.8576576013891926
1.947887090183726e-07,0.00254069226739011,1.947887090183726e-07,0,1.947887090183726e-07,0,1.947887090183726e-07,0.7285516839714582,1.947887090183726e-07,0.01114993810420499,1.947887090183726e-07,0.01251774634688766,1.947887090183726e-07,0.05138782707347005,1.947887090183726e-07,0.5745789659272788
1.992676088407941e-07,0.002538569806015952,1.992676088407941e-07,0,1.992676088407941e-07,0,1.992676088407941e-07,0.4429677445842288,1.992676088407941e-07,0.009408858194557893,1.992676088407941e-07,0.01028177102050317,1.992676088407941e-07,0.0258906035407554,1.992676088407941e-07,0.2816906929289522
2.03580723236891e-07,0.002532056412351666,2.03580723236891e-07,0,2.03580723236891e-07,0,2.03580723236891e-07,0.2271043707858413,2.03580723236891e-07,0.008019071213820997,2.03580723236891e-07,0.008591735328878292,2.03580723236891e-07,0.02057509553155857,2.03580723236891e-07,0.1212687607784807
2.076499739023203e-07,0.002522537168631115,2.076499739023203e-07,0,2.076499739023203e-07,0,2.076499739023203e-07,0.1194154047176325,2.076499739023203e-07,0.006920827060858324,2.076499739023203e-07,0.007313557204766385,2.076499739023203e-07,0.01690308064496711,2.076499739023203e-07,0.06322302199059331
2.11837933223362e-07,0.002522873032735777,2.11837933223362e-07,0,2.11837933223362e-07,0,2.11837933223362e-07,0.05623473714769864,2.11837933223362e-07,0.005957854462616727,2.11837933223362e-07,0.006247716354537139,2.11837933223362e-07,0.01352470314657764,2.11837933223362e-07,0.03217986836372567
2.16401539752325e-07,0.002532544456017647,2.16401539752325e-07,0,2.16401539752325e-07,0,2.16401539752325e-07,0.02768501593549439,2.16401539752325e-07,0.00507511208883629,2.16401539752325e-07,0.00529380001255372,2.16401539752325e-07,0.01022056948252949,2.16401539752325e-07,0.02214698492444471
2.226882618219182e-07,0.002548712765209314,2.226882618219182e-07,0,2.226882618219182e-07,0,2.226882618219182e-07,0.01660594031764489,2.226882618219182e-07,0.004112964318461851,2.226882618219182e-07,0.004283330168273061,2.226882618219182e-07,0.006984104495019329,2.226882618219182e-07,0.01642678438559652
2.291669595341988e-07,0.002560477348494524,2.291669595341988e-07,0,2.291669595341988e-07,0,2.291669595341988e-07,0.01221743104308689,2.291669595341988e-07,0.003408458021757935,2.291669595341988e-07,0.003551448213492117,2.291669595341988e-07,0.004930619814361669,2.291669595341988e-07,0.01108546518624439
2.364079348923816e-07,0.002567864170516079,2.364079348923816e-07,0,2.364079348923816e-07,0,2.364079348923816e-07,0.007390675808994404,2.364079348923816e-07,0.0029081456031258,2.364079348923816e-07,0.00303578402539568,2.364079348923816e-07,0.003679862913202393,2.364079348923816e-07,0.007081384012205587
2.450364117336018e-07,0.002571383643640811,2.450364117336018e-07,0,2.450364117336018e-07,0,2.450364117336018e-07,0.004741414872280525,2.450364117336018e-07,0.002581229167652022,2.450364117336018e-07,0.002694753196149648,2.450364117336018e-07,0.00296883782615802,2.450364117336018e-07,0.004484942887671584
2.558828798080218e-07,0.00257149072102158,2.558828798080218e-07,0,2.558828798080218e-07,0,2.558828798080218e-07,0.002933210353633747,2.558828798080218e-07,0.002399612037833867,2.558828798080218e-07,0.002501271954540191,2.558828798080218e-07,0.002634847803296154,2.558828798080218e-07,0.003120043443837366
2.677061341078684e-07,0.002569195008780975,2.677061341078684e-07,0,2.677061341078684e-07,0,2.677061341078684e-07,0.002589852972505126,2.677061341078684e-07,0.002335614389899402,2.677061341078684e-07,0.00242535097115013,2.677061341078684e-07,0.00251456816407826,2.677061341078684e-07,0.002657935324813911
2.8e-07,0.002566349081421145,2.8e-07,0,2.8e-07,0,2.8e-07,0.002268254926943816,2.8e-07,0.002318080409097772,2.8e-07,0.002398258933122648,2.8e-07,0.002475494827897358,2.8e-07,0.002521784830909962
2.803125e-07,0.002566248475588583,2.803125e-07,0,2.803125e-07,0.1874999999999982,2.803125e-07,0.002294717077428209,2.803125e-07,0.002452466969704077,2.803125e-07,0.002396397802824023,2.803125e-07,0.002474379826205405,2.803125e-07,0.00252024054733867
2.809291728948548e-07,0.002569490100008234,2.809291728948548e-07,0,2.809291728948548e-07,0.5575037369128776,2.809291728948548e-07,0.002326113560083701,2.809291728948548e-07,0.002498073608676498,2.809291728948548e-07,0.002396014770280857,2.809291728948548e-07,0.002472529585265152,2.809291728948548e-07,0.002517022563592691
