Total; tran P (inv_wM3=5e-06) X,Total; tran P (inv_wM3=5e-06) Y,Total; tran P (inv_wM3=1e-05) X,Total; tran P (inv_wM3=1e-05) Y,Total; tran P (inv_wM3=1.5e-05) X,Total; tran P (inv_wM3=1.5e-05) Y,Total; tran P (inv_wM3=2e-05) X,Total; tran P (inv_wM3=2e-05) Y,Total; tran P (inv_wM3=2.5e-05) X,Total; tran P (inv_wM3=2.5e-05) Y,Total; tran P (inv_wM3=3e-05) X,Total; tran P (inv_wM3=3e-05) Y,Total; tran P (inv_wM3=3.5e-05) X,Total; tran P (inv_wM3=3.5e-05) Y,Total; tran P (inv_wM3=4e-05) X,Total; tran P (inv_wM3=4e-05) Y,Total; tran P (inv_wM3=4.5e-05) X,Total; tran P (inv_wM3=4.5e-05) Y,Total; tran P (inv_wM3=5e-05) X,Total; tran P (inv_wM3=5e-05) Y,/w_out (inv_wM3=5e-06) X,/w_out (inv_wM3=5e-06) Y,/w_out (inv_wM3=1e-05) X,/w_out (inv_wM3=1e-05) Y,/w_out (inv_wM3=1.5e-05) X,/w_out (inv_wM3=1.5e-05) Y,/w_out (inv_wM3=2e-05) X,/w_out (inv_wM3=2e-05) Y,/w_out (inv_wM3=2.5e-05) X,/w_out (inv_wM3=2.5e-05) Y,/w_out (inv_wM3=3e-05) X,/w_out (inv_wM3=3e-05) Y,/w_out (inv_wM3=3.5e-05) X,/w_out (inv_wM3=3.5e-05) Y,/w_out (inv_wM3=4e-05) X,/w_out (inv_wM3=4e-05) Y,/w_out (inv_wM3=4.5e-05) X,/w_out (inv_wM3=4.5e-05) Y,/w_out (inv_wM3=5e-05) X,/w_out (inv_wM3=5e-05) Y,frequency (inv_wM3=5e-06) X,frequency (inv_wM3=5e-06) Y,frequency (inv_wM3=1e-05) X,frequency (inv_wM3=1e-05) Y,frequency (inv_wM3=1.5e-05) X,frequency (inv_wM3=1.5e-05) Y,frequency (inv_wM3=2e-05) X,frequency (inv_wM3=2e-05) Y,frequency (inv_wM3=2.5e-05) X,frequency (inv_wM3=2.5e-05) Y,frequency (inv_wM3=3e-05) X,frequency (inv_wM3=3e-05) Y,frequency (inv_wM3=3.5e-05) X,frequency (inv_wM3=3.5e-05) Y,frequency (inv_wM3=4e-05) X,frequency (inv_wM3=4e-05) Y,frequency (inv_wM3=4.5e-05) X,frequency (inv_wM3=4.5e-05) Y,frequency (inv_wM3=5e-05) X,frequency (inv_wM3=5e-05) Y
0,0.001568647846171536,0,0.001842542998316646,0,0.00196105027441137,0,0.002026168601346946,0,0.002067197275518564,0,0.002095440927176272,0,0.002116089324967994,0,0.002131853785867949,0,0.002144289733106804,0,0.002154354072706495,0,0.03077890571438906,0,0.002885025887844382,0,0.0003532458813234662,0,8.953051577300676e-05,0,3.697804882710863e-05,0,2.011111627378623e-05,0,1.290495775703297e-05,0,9.211290694688893e-06,0,7.068797505726761e-06,0,5.711169294523507e-06,2.543162282842758e-07,1904342.76166687,2.969175588609345e-07,1602733.302503438,3.550150206742417e-07,1327585.931981517,4.183401146816513e-07,1106471.339929915,4.897889704215696e-07,953111.1493048944,5.450044160242922e-07,844055.5847188685,6.066615574602359e-07,759919.0210913317,6.735222748631356e-07,692677.4924919403,7.336104839593576e-07,636019.8542797756,7.878744917298736e-07,589697.7398753812
2.9296875e-12,0.001568193401095557,2.9296875e-12,0.001842293714817023,2.9296875e-12,0.00196086969960271,2.9296875e-12,0.002026028298565697,1.171875e-11,0.002066673918346056,1.171875e-11,0.002095006860902808,1.171875e-11,0.002115720981990362,1.171875e-11,0.002131535554801559,1.171875e-11,0.002144011198704281,1.171875e-11,0.002154107007457671,2.9296875e-12,0.03067874770277553,2.9296875e-12,0.002825957607711133,2.9296875e-12,0.0003149842770827695,2.9296875e-12,6.298992628472593e-05,1.171875e-11,-5.443546310468585e-05,1.171875e-11,-5.066566841732997e-05,1.171875e-11,-4.350574056934044e-05,1.171875e-11,-3.678511628729969e-05,1.171875e-11,-3.104873587494292e-05,1.171875e-11,-2.637317203563907e-05,7.794317800270201e-07,1913798.445721961,9.208516834205348e-07,1607204.485780886,1.108261929902504e-06,1329415.635022445,1.322114088676622e-06,1106393.372953888,1.538984545071286e-06,953614.3618895708,1.729760512784285e-06,843883.9961621022,  ,  ,  ,  ,  ,  ,  ,  
8.7890625e-12,0.001567613719235642,8.7890625e-12,0.001841927034740613,8.7890625e-12,0.001960610915712745,8.7890625e-12,0.002025831131433423,3.515625e-11,0.00206608440956801,3.515625e-11,0.002094519148975542,3.515625e-11,0.00211530751271715,3.515625e-11,0.002131187594246899,3.515625e-11,0.002143704421919125,3.515625e-11,0.00215383494429859,8.7890625e-12,0.03052337074681846,8.7890625e-12,0.002741265815941608,8.7890625e-12,0.0002602954451622018,8.7890625e-12,2.530711306702341e-05,3.515625e-11,-0.0002037657486466222,3.515625e-11,-0.0001665313147710363,3.515625e-11,-0.0001360823286163668,3.515625e-11,-9.826172003676232e-05,3.515625e-11,-7.308184809916994e-05,3.515625e-11,-6.153129262314934e-05,1.30195284395377e-06,1913304.635509765,1.543050046383748e-06,1606962.304511271,1.860472129373429e-06,1329431.751231195,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.05078125e-11,0.001566560549671577,2.05078125e-11,0.001841260528070036,2.05078125e-11,0.001960139461306288,2.05078125e-11,0.002025476569853128,8.203124999999998e-11,0.002064972643794776,8.203124999999998e-11,0.002093597810036746,8.203124999999998e-11,0.002114525904303406,8.203124999999998e-11,0.002130503593520652,8.203124999999998e-11,0.002143107132617405,8.203124999999998e-11,0.002153305861096685,2.05078125e-11,0.0302619538827731,2.05078125e-11,0.002566279563696431,2.05078125e-11,0.0001468297689258257,2.05078125e-11,-4.578301058765556e-05,8.203124999999998e-11,-0.0003929782542056636,8.203124999999998e-11,-0.000311000444669068,8.203124999999998e-11,-0.0002492305244530235,8.203124999999998e-11,-0.0002044698584877779,8.203124999999998e-11,-0.000170365534887597,8.203124999999998e-11,-0.000142992222102737,1.824608766821781e-06,1913177.346106803,2.165342179306014e-06,1607187.10468152,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
3.737789672897569e-11,0.00156505304996846,4.394531249999999e-11,0.001839964221736765,4.394531249999999e-11,0.001959219929226068,4.394531249999999e-11,0.002024768594662906,1.288262319024733e-10,0.002063877738917425,1.30424819442594e-10,0.002092658154988671,1.318926739563141e-10,0.002113703561398222,1.331950705650231e-10,0.002129773981643347,1.345097759340386e-10,0.0021424508044766,1.356869176352287e-10,0.002152710464678104,3.737789672897569e-11,0.02990498850469585,4.394531249999999e-11,0.002251327197737284,4.394531249999999e-11,-5.885264238870308e-05,4.394531249999999e-11,-0.0001966268840913283,1.288262319024733e-10,-0.0005671920217666291,1.30424819442594e-10,-0.000448950534614204,1.318926739563141e-10,-0.0003610231630596955,1.331950705650231e-10,-0.0002962723645407237,1.345097759340386e-10,-0.0002470486336242201,1.356869176352287e-10,-0.0002075431927050005,2.347299463549368e-06,1913246.78879914,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
7.111806518692709e-11,0.001562112085968542,9.008211865346619e-11,0.001837456954888171,9.082031249999999e-11,0.001957407163973697,9.082031249999999e-11,0.002023380589578318,2.2241619570742e-10,0.00206171959824112,2.272119583277822e-10,0.002090799251978084,2.316155218689422e-10,0.002112070960692439,2.355227116950692e-10,0.002128320608232543,2.394668278021157e-10,0.002141137909165222,2.429982529056862e-10,0.002151514250532449,7.111806518692709e-11,0.02919803858575677,9.008211865346619e-11,0.001676589195474306,9.082031249999999e-11,-0.0004358967487794205,9.082031249999999e-11,-0.0004578097183215104,2.2241619570742e-10,-0.0008737030938550151,2.272119583277822e-10,-0.0006859143876282841,2.316155218689422e-10,-0.0005496785278810386,2.355227116950692e-10,-0.0004561674676730716,2.394668278021157e-10,-0.0003793465904110374,2.429982529056862e-10,-0.000318450403772838,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.385984021028299e-10,0.0015564625586766,1.823557309603986e-10,0.001832624731768236,1.845703125e-10,0.001953882515331385,1.845703125e-10,0.002020668291082025,4.095961233173133e-10,0.002057483381434794,4.207862360981584e-10,0.002087113600627639,4.310612176941985e-10,0.002108799801155809,4.401779939551615e-10,0.0021253746403003,4.4938093153827e-10,0.002138447062844367,4.576209234466011e-10,0.002149034207587365,1.385984021028299e-10,0.02797623464219652,1.823557309603986e-10,0.0006583390085416941,1.845703125e-10,-0.001117161273446582,1.845703125e-10,-0.000926123928470722,4.095961233173133e-10,-0.001390313215934532,4.207862360981584e-10,-0.001079106040601632,4.310612176941985e-10,-0.0008595694124645253,4.401779939551615e-10,-0.0006977559297133538,4.4938093153827e-10,-0.0005759409884657506,4.576209234466011e-10,-0.0004806562843957463,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.735590759346355e-10,0.001545972758259412,3.669029555742634e-10,0.001823552982676355,3.720703124999999e-10,0.001947150805982713,3.720703124999999e-10,0.002015426638598853,7.839559785371e-10,0.002049113024143517,8.079347916389109e-10,0.00207968300004487,8.299526093447111e-10,0.002102078756473504,8.494885584753462e-10,0.002119217189915252,8.692091390105786e-10,0.002132728234029141,8.86866264528431e-10,0.002143684130628873,2.735590759346355e-10,0.02599840097886541,3.669029555742634e-10,-0.0009352288055858923,3.720703124999999e-10,-0.002199703525478133,3.720703124999999e-10,-0.00168688583302863,7.839559785371e-10,-0.002047709469464359,8.079347916389109e-10,-0.001584038959266618,8.299526093447111e-10,-0.00125965652988649,8.494885584753462e-10,-0.001013125914527761,8.692091390105786e-10,-0.0008303195681832674,8.86866264528431e-10,-0.0006894590125625787,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
5.434804235982466e-10,0.001527492944470328,7.35997404801993e-10,0.001807110167276715,7.470703124999999e-10,0.00193453088664552,7.470703124999999e-10,0.002005343177939895,1.523587186011409e-09,0.002032745872969787,1.528500105693759e-09,0.00206567702337001,1.538418170195175e-09,0.002089775788674308,1.549077861700652e-09,0.002108221129115709,1.564673099467848e-09,0.002122743481755192,1.580360125961063e-09,0.002134502163864759,5.434804235982466e-10,0.0235009336736304,7.35997404801993e-10,-0.002797906821369242,7.470703124999999e-10,-0.003545787165465052,7.470703124999999e-10,-0.00265921119407647,1.523587186011409e-09,-0.002553707439287851,1.528500105693759e-09,-0.001979558360831067,1.538418170195175e-09,-0.001571552696633838,1.549077861700652e-09,-0.001268205944452896,1.564673099467848e-09,-0.001038199262180191,1.580360125961063e-09,-0.0008620115238618372,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.083323118925469e-09,0.001496998161810625,1.474186303257452e-09,0.001778282369424166,1.4970703125e-09,0.001911222473120346,1.493796265365476e-09,0.001986068169061144,2.422386231811602e-09,0.002013547925456576,2.418748204521725e-09,0.002048772477221377,2.425909263386005e-09,0.002074609324141697,2.439875785128404e-09,0.002094386583880499,2.456820602263991e-09,0.002110054781553778,2.4809902781779e-09,0.002122689025143946,1.083323118925469e-09,0.02210857170380471,1.474186303257452e-09,-0.003508952418593652,1.4970703125e-09,-0.004323737472269953,1.493796265365476e-09,-0.003344062234652372,2.422386231811602e-09,-0.002512737215939445,2.418748204521725e-09,-0.002027655241287354,2.425909263386005e-09,-0.001656760147957934,2.439875785128404e-09,-0.001369009104551244,2.456820602263991e-09,-0.001145454906420373,2.4809902781779e-09,-0.0009659147915117526,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.772138002211612e-09,0.001465452076662659,2.369426137537035e-09,0.001747352891302796,2.43029002651001e-09,0.001884501003351615,2.390827048487836e-09,0.001964106130112971,3.616501299092093e-09,0.001989912310163076,3.610655255057976e-09,0.002027702901941908,3.626493184316094e-09,0.002055444001236378,3.653952720531932e-09,0.002076721851342849,3.701824009184856e-09,0.002093413054991743,3.74737913815756e-09,0.00210706496854783,1.772138002211612e-09,0.02361114723676008,2.369426137537035e-09,-0.002099555460187378,2.43029002651001e-09,-0.003695266012554972,2.390827048487836e-09,-0.003142648613423567,3.616501299092093e-09,-0.002125917781469346,3.610655255057976e-09,-0.001834404355668322,3.626493184316094e-09,-0.001571207611865085,3.653952720531932e-09,-0.001346247069868325,3.701824009184856e-09,-0.001158563964028646,3.74737913815756e-09,-0.001002928501337956,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.633775720158008e-09,0.001433557139540401,3.560272041209938e-09,0.001710358382933139,3.640916995424686e-09,0.001852588298239342,3.564864463721651e-09,0.001937473282132152,5.271944504514012e-09,0.001959888537032267,5.316909724420205e-09,0.00200035352579499,5.401092101408333e-09,0.002029832282916518,5.515356864818929e-09,0.002052235401810947,5.667587562103619e-09,0.002069653841271323,5.823075459783021e-09,0.00208383230065934,2.633775720158008e-09,0.02659221106161367,3.560272041209938e-09,0.0002107178552674672,3.640916995424686e-09,-0.002349133361930762,3.564864463721651e-09,-0.002434744819481047,5.271944504514012e-09,-0.001457064186563649,5.316909724420205e-09,-0.001393531382935631,5.401092101408333e-09,-0.00127526010638999,5.515356864818929e-09,-0.001145679318618619,5.667587562103619e-09,-0.001021270532777888,5.823075459783021e-09,-0.0009100835310927319,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
3.775452919005894e-09,0.001403057176761852,5.100465174630806e-09,0.001670586719445395,5.309491910403826e-09,0.001811633475589382,5.185845229267773e-09,0.001903299687827498,8.53495909916575e-09,0.001902517251805997,8.729418663144661e-09,0.0019483525414389,8.950289935592813e-09,0.00198296555499985,9.238165153392921e-09,0.002008701576484799,9.599114667941147e-09,0.002028155383289743,9.974468103033942e-09,0.002043712431579418,3.775452919005894e-09,0.03026280648553336,5.100465174630806e-09,0.002615457673368357,5.309491910403826e-09,-0.0007714744325672773,5.185845229267773e-09,-0.001414007335050016,8.53495909916575e-09,-0.0003065429534845722,8.729418663144661e-09,-0.0004988364583970905,8.950289935592813e-09,-0.0005788519430469342,9.238165153392921e-09,-0.0005965745232456818,9.599114667941147e-09,-0.0005795127415535785,9.974468103033942e-09,-0.0005506504328360573,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
5.17497790223755e-09,0.001376399058007622,7.230376804754028e-09,0.001631732447682308,7.765512180073092e-09,0.001763426977266777,8.127426550640392e-09,0.001845743185067293,9.359348916270304e-09,0.001888431236899834,1.208221520033669e-08,0.001899205653745618,1.28318548983826e-08,0.001930852492879968,1.37940619308209e-08,0.001953589798127427,1.477634374704111e-08,0.001971713126418636,1.620864861284145e-08,0.001982046816713782,5.17497790223755e-09,0.03229101308225728,7.230376804754028e-09,0.003888726614621971,7.765512180073092e-09,0.001079432145606876,8.127426550640392e-09,8.284579743423302e-05,9.359348916270304e-09,-3.477160230164153e-05,1.208221520033669e-08,0.0003163026678530985,1.28318548983826e-08,0.0001324622134261395,1.37940619308209e-08,5.012263512869029e-05,1.477634374704111e-08,1.537428119253639e-06,1.620864861284145e-08,9.192899338536625e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
6.35300387557781e-09,0.001361153077601574,8.928411623964499e-09,0.001611421031257681,1.061393246456901e-08,0.001726832099194048,1.160472667573803e-08,0.001794849059506754,1.100812855047941e-08,0.001863503195312979,1.643250041281943e-08,0.00185090761531641,1.686121901116567e-08,0.001882608895049472,1.478586942368654e-08,0.001941295769294432,1.890837519408599e-08,0.001926142490162502,2.063154884106613e-08,0.001936672487072586,6.35300387557781e-09,0.03368009212721327,8.928411623964499e-09,0.005029521203956747,1.061393246456901e-08,0.001441262641973108,1.160472667573803e-08,0.0006218427473901738,1.100812855047941e-08,0.0004920033293261674,1.643250041281943e-08,0.0004270990876607776,1.686121901116567e-08,0.0002796623101092162,1.478586942368654e-08,0.0001696182639533323,1.890837519408599e-08,0.0002895422153354027,2.063154884106613e-08,0.0002629089172737992,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
7.59980472237482e-09,0.001350456447714203,1.121775222687808e-08,0.001594921058698619,1.268353880333771e-08,0.001708458002115573,1.419883740492371e-08,0.001771422540686269,1.293077263885744e-08,0.001839293483276983,1.952284345174486e-08,0.00182958999666643,2.039338761294375e-08,0.001854715921019571,1.676948440941781e-08,0.001918817938537835,2.262219886665889e-08,0.00189438887239851,2.472480419652896e-08,0.001903536451190292,7.59980472237482e-09,0.03452404025025742,1.121775222687808e-08,0.005650348423713537,1.268353880333771e-08,0.001706789887856642,1.419883740492371e-08,0.001232564326830363,1.293077263885744e-08,0.0005352502974464576,1.952284345174486e-08,0.0005595770761009924,2.039338761294375e-08,0.0004163991827819738,1.676948440941781e-08,0.0003520683516006648,2.262219886665889e-08,0.0002603143532452194,2.472480419652896e-08,0.0002286679813370489,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
8.893920537699305e-09,0.001344947882742339,1.314471885633149e-08,0.00159125034109793,1.340971736867138e-08,0.001704278676989403,1.71167325672521e-08,0.001760886344173917,1.4752277277363e-08,0.001820824245366929,2.309967960260903e-08,0.001827035628012962,2.388393663146169e-08,0.001845102677121381,2.026094076140081e-08,0.001886271038827954,2.649760654499178e-08,0.001873330020974466,2.903329040935513e-08,0.001882172843702494,8.893920537699305e-09,0.03366389986180567,1.314471885633149e-08,0.004515618110951069,1.340971736867138e-08,0.001967842773805812,1.71167325672521e-08,0.001546489395870199,1.4752277277363e-08,0.0003723024582893181,2.309967960260903e-08,0.0008535697477024664,2.388393663146169e-08,0.0007241734893756203,2.026094076140081e-08,0.000286382692783856,2.649760654499178e-08,0.0002758109188569215,2.903329040935513e-08,0.0002275170265880609,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.012537410470153e-08,0.001342506263028923,1.488423182148465e-08,0.001592483348930984,1.486207449933873e-08,0.001700826283344297,1.983533432689898e-08,0.001764249081410649,1.767471372977237e-08,0.001801552680488083,2.612432927708671e-08,0.001835688032102797,2.771226004201796e-08,0.001854066625034507,2.300584122338796e-08,0.001867559587362532,3.058947132894291e-08,0.0018764674511121,3.334314848610203e-08,0.001887845843867377,1.012537410470153e-08,0.03272077617135066,1.488423182148465e-08,0.003849142854205644,1.486207449933873e-08,0.001932603417189715,1.983533432689898e-08,0.001024591681331521,1.767471372977237e-08,0.0009830347730526998,2.612432927708671e-08,0.0006474495350104205,2.771226004201796e-08,0.0005936719244824489,2.300584122338796e-08,0.0002396989147342021,3.058947132894291e-08,0.0004607637868465675,3.334314848610203e-08,0.0003866627986844839,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.199572836312289e-08,0.001343388999832468,1.760693094712788e-08,0.001602895345545678,1.658045181329958e-08,0.001701094185326669,2.239613099306489e-08,0.001773738227455591,1.975569938319557e-08,0.001799445396827852,2.944924408693025e-08,0.001851686884131833,3.076337696014985e-08,0.001866009626283694,2.718570502438301e-08,0.001861217023574724,3.383552896397786e-08,0.001887171455798495,3.674330761904752e-08,0.001899402986160187,1.199572836312289e-08,0.03174364740168414,1.760693094712788e-08,0.003309162860954736,1.658045181329958e-08,0.001577534983520059,2.239613099306489e-08,0.0006974130784238557,1.975569938319557e-08,0.001067559134154639,2.944924408693025e-08,0.0004617782578328596,3.076337696014985e-08,0.0004640400202132029,2.718570502438301e-08,0.0005288016618003877,3.383552896397786e-08,0.0004065285513852706,3.674330761904752e-08,0.0003474015480315233,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.390682111663913e-08,0.001349537576979611,1.831688536632982e-08,0.001607078289891869,1.935190106599863e-08,0.001708943832668517,2.326020297568267e-08,0.001778491730945844,2.23256065508881e-08,0.001804144948553932,3.345606366434752e-08,0.001885903331384697,3.188908964674538e-08,0.001871906960732627,3.040876210851073e-08,0.001870359736188877,3.762081289864885e-08,0.001903915241782374,3.774416862831191e-08,0.001902994557220396,1.390682111663913e-08,0.03118179728869357,1.831688536632982e-08,0.003223277374596185,1.935190106599863e-08,0.001074480616609896,2.326020297568267e-08,0.0006096600736060234,2.23256065508881e-08,0.0008611399243968079,3.345606366434752e-08,0.000274558546320366,3.188908964674538e-08,0.0004105291272087497,3.040876210851073e-08,0.0004978108041241075,3.762081289864885e-08,0.0003340645506065156,3.774416862831191e-08,0.0003388991285126548,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.460806380259145e-08,0.001352624066756972,1.973679420473369e-08,0.001618193270290093,2.17377482226873e-08,0.00172354478031321,2.498834694091824e-08,0.001791774434276794,2.517524237360763e-08,0.001815127529183202,3.647758451295762e-08,0.001913208911400915,3.414051501993646e-08,0.001891289317139808,3.381828352622114e-08,0.001883754511985873,4.213886434404884e-08,0.001936691983899141,3.97458906468407e-08,0.001911231019117214,1.460806380259145e-08,0.03106454188984982,1.973679420473369e-08,0.003106029989642741,2.17377482226873e-08,0.0007740557035175251,2.498834694091824e-08,0.0004693765102827896,2.517524237360763e-08,0.0006141130340388555,3.647758451295762e-08,0.0001796372939537051,3.414051501993646e-08,0.000328787991562324,3.381828352622114e-08,0.0004108766417592686,4.213886434404884e-08,0.0002276950734558294,3.97458906468407e-08,0.0003041976160570133,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.60105491744961e-08,0.00136052268443759,2.118049121240503e-08,0.001632230779472999,2.564697750523231e-08,0.001757510898534899,2.675163923516013e-08,0.001811186856084569,2.831663959742018e-08,0.001839345799610713,4.096878387704455e-08,0.001926342646806021,3.613226032039712e-08,0.001913859394887173,3.503011793855456e-08,0.00189018333971046,4.588889376774444e-08,0.001964745331263738,4.329239430215191e-08,0.001938086798519487,1.60105491744961e-08,0.03093040780828882,2.118049121240503e-08,0.003022144471429759,2.564697750523231e-08,0.0004980830390927555,2.675163923516013e-08,0.0003601972337004944,2.831663959742018e-08,0.0004016549007219702,4.096878387704455e-08,9.467321689624765e-05,3.613226032039712e-08,0.0002602995452072221,3.503011793855456e-08,0.0003686260749478521,4.588889376774444e-08,0.0001611568100418774,4.329239430215191e-08,0.0002452739280651879,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.742188572746413e-08,0.001370162096307154,2.303390106176469e-08,0.001650304900909849,2.842082553788002e-08,0.001778833624285076,2.864149711298302e-08,0.00183288853143413,3.09797121232948e-08,0.001867784146694359,4.449627225688573e-08,0.00192122844886879,3.831879121086935e-08,0.001933918160114577,3.74537867632214e-08,0.001911527762213444,5.07076488896908e-08,0.001975199484949506,4.577658523439914e-08,0.001962436338823246,1.742188572746413e-08,0.03085847396865206,2.303390106176469e-08,0.002951513098118437,2.842082553788002e-08,0.0004199822948223185,2.864149711298302e-08,0.0002643179796756387,3.09797121232948e-08,0.0002660819072942547,4.449627225688573e-08,7.212496895516815e-05,3.831879121086935e-08,0.0001935336518025971,3.74537867632214e-08,0.0003016468865629971,5.07076488896908e-08,9.543796066655056e-05,4.577658523439914e-08,0.0002005481436020452,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.952620773087683e-08,0.001384987965162267,2.4850188800929e-08,0.001663198978365767,3.279488648745324e-08,0.001787457888638535,3.05770320976336e-08,0.001847744917699167,3.386696728172526e-08,0.001891201909003048,4.809081095165042e-08,0.001916057948403439,4.05267663064308e-08,0.001944118066459098,3.965148736465099e-08,0.001935514291167605,5.530386128958981e-08,0.001969832697533644,4.863661370450094e-08,0.001978929784020563,1.952620773087683e-08,0.03080459538657668,2.4850188800929e-08,0.002917338170223698,3.279488648745324e-08,0.0003763956203473945,3.05770320976336e-08,0.0001968651407264016,3.386696728172526e-08,0.000166870382722867,4.809081095165042e-08,5.49293700017191e-05,4.05267663064308e-08,0.0001450582275221811,3.965148736465099e-08,0.0002396978069533965,5.530386128958981e-08,6.710718403219995e-05,4.863661370450094e-08,0.0001526875954803175,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.152420612961962e-08,0.001396225484039601,2.699094827443722e-08,0.001671240361553154,3.666357769602852e-08,0.001774893917531295,3.266502995035826e-08,0.001855986095044545,3.664776396897751e-08,0.001899075114574241,5.170643748112036e-08,0.001920164389626933,4.316238569747714e-08,0.001948619358375271,4.18077180448307e-08,0.001951988703381461,5.952614657736873e-08,0.001969933234703921,5.132213051489027e-08,0.001985574855619193,2.152420612961962e-08,0.0307882696748187,2.699094827443722e-08,0.002909217365499573,3.666357769602852e-08,0.0003714191559382379,3.266502995035826e-08,0.0001631192087368256,3.664776396897751e-08,0.0001175130656721191,5.170643748112036e-08,4.557162831553288e-05,4.316238569747714e-08,0.0001103140879584251,4.18077180448307e-08,0.0001845585096870031,5.952614657736873e-08,4.863186058402685e-05,5.132213051489027e-08,0.0001212679858561495,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.389465787173136e-08,0.001403099643650475,2.984153525762771e-08,0.001670873917608714,4.01691380702096e-08,0.001759191946127234,3.52275501176983e-08,0.001857671058655367,3.956400936685405e-08,0.001897271356090634,5.505807555653539e-08,0.001930599568926274,4.581796159411897e-08,0.001947177638274244,4.412568082997542e-08,0.001961029301940944,6.34555195446574e-08,0.001980915993140384,5.44132407288099e-08,0.001986455618401095,2.389465787173136e-08,0.03078588181919898,2.984153525762771e-08,0.00290301255860684,4.01691380702096e-08,0.0003650832419250857,3.52275501176983e-08,0.0001404848867462966,3.956400936685405e-08,9.26240450553781e-05,5.505807555653539e-08,3.773573010997337e-05,4.581796159411897e-08,8.576124879765677e-05,4.412568082997542e-08,0.0001425801157834531,6.34555195446574e-08,3.865267407575999e-05,5.44132407288099e-08,9.454617348647463e-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.669105448505894e-08,0.001402106282562734,3.264213116685358e-08,0.00165856967143685,4.369472751185273e-08,0.001744897490436824,3.812689531000715e-08,0.001851359047305935,4.262187795672401e-08,0.001889471995334115,5.889258041801883e-08,0.001941883870066261,4.975979578892145e-08,0.00194021331028003,4.737504331808578e-08,0.001964294309338325,6.72032871756855e-08,0.001996179155654444,5.825968353803501e-08,0.001981290324724007,2.669105448505894e-08,0.03078626165892271,3.264213116685358e-08,0.002895328727865871,4.369472751185273e-08,0.0003628374207895377,3.812689531000715e-08,0.0001230830027604566,4.262187795672401e-08,7.386515858830792e-05,5.889258041801883e-08,3.293079778189045e-05,4.975979578892145e-08,6.025222353553416e-05,4.737504331808578e-08,0.0001040423708165057,6.72032871756855e-08,2.962706280843307e-05,5.825968353803501e-08,7.008530846076708e-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
