Total; tran P (inv_wM3=5e-06) X,Total; tran P (inv_wM3=5e-06) Y,Total; tran P (inv_wM3=1e-05) X,Total; tran P (inv_wM3=1e-05) Y,Total; tran P (inv_wM3=1.5e-05) X,Total; tran P (inv_wM3=1.5e-05) Y,Total; tran P (inv_wM3=2e-05) X,Total; tran P (inv_wM3=2e-05) Y,Total; tran P (inv_wM3=2.5e-05) X,Total; tran P (inv_wM3=2.5e-05) Y,Total; tran P (inv_wM3=3e-05) X,Total; tran P (inv_wM3=3e-05) Y,Total; tran P (inv_wM3=3.5e-05) X,Total; tran P (inv_wM3=3.5e-05) Y,Total; tran P (inv_wM3=4e-05) X,Total; tran P (inv_wM3=4e-05) Y,Total; tran P (inv_wM3=4.5e-05) X,Total; tran P (inv_wM3=4.5e-05) Y,Total; tran P (inv_wM3=5e-05) X,Total; tran P (inv_wM3=5e-05) Y,/w_out (inv_wM3=5e-06) X,/w_out (inv_wM3=5e-06) Y,/w_out (inv_wM3=1e-05) X,/w_out (inv_wM3=1e-05) Y,/w_out (inv_wM3=1.5e-05) X,/w_out (inv_wM3=1.5e-05) Y,/w_out (inv_wM3=2e-05) X,/w_out (inv_wM3=2e-05) Y,/w_out (inv_wM3=2.5e-05) X,/w_out (inv_wM3=2.5e-05) Y,/w_out (inv_wM3=3e-05) X,/w_out (inv_wM3=3e-05) Y,/w_out (inv_wM3=3.5e-05) X,/w_out (inv_wM3=3.5e-05) Y,/w_out (inv_wM3=4e-05) X,/w_out (inv_wM3=4e-05) Y,/w_out (inv_wM3=4.5e-05) X,/w_out (inv_wM3=4.5e-05) Y,/w_out (inv_wM3=5e-05) X,/w_out (inv_wM3=5e-05) Y,freq (inv_wM3=5e-06) X,freq (inv_wM3=5e-06) Y,freq (inv_wM3=1e-05) X,freq (inv_wM3=1e-05) Y,freq (inv_wM3=1.5e-05) X,freq (inv_wM3=1.5e-05) Y,freq (inv_wM3=2e-05) X,freq (inv_wM3=2e-05) Y,freq (inv_wM3=2.5e-05) X,freq (inv_wM3=2.5e-05) Y,freq (inv_wM3=3e-05) X,freq (inv_wM3=3e-05) Y,freq (inv_wM3=3.5e-05) X,freq (inv_wM3=3.5e-05) Y,freq (inv_wM3=4e-05) X,freq (inv_wM3=4e-05) Y,freq (inv_wM3=4.5e-05) X,freq (inv_wM3=4.5e-05) Y,freq (inv_wM3=5e-05) X,freq (inv_wM3=5e-05) Y
0,0.00110683228566758,0,0.001147081290619763,0,0.001161553281449919,0,0.001168788041368276,0,0.001173134122798597,0,0.001176036896089542,0,0.001178114356779963,0,0.001179675370048304,0,0.001180891614740833,0,0.001181866193334546,0,2.999999097373288,0,2.999999184441832,0,2.999999185922538,0,2.999999186115674,0,2.999999186170767,0,2.999999186192332,0,2.999999186201876,0,2.999999186206016,0,2.999999186207342,0,2.999999186207042,1.949122384923494e-07,5075350.850149076,3.000402171657237e-07,3290144.851400542,4.103111761075568e-07,2411251.719452472,5.158261915362291e-07,1912403.739771038,6.194469726709041e-07,1598771.430315457,7.238073896739396e-07,1369843.334094812,8.296809305783874e-07,1198175.950340884,9.301714570750408e-07,1067705.464527455,1.030400054253133e-06,964302.8315643331,1.134409763405975e-06,876698.3087112283
2.9296875e-12,0.00110624595489304,2.9296875e-12,0.001146674083302922,2.9296875e-12,0.001161274897327722,1.171875e-11,0.001167592488481926,1.171875e-11,0.001172124252362593,1.171875e-11,0.001175186555497959,1.171875e-11,0.001177355294120711,1.171875e-11,0.001178989439415883,1.171875e-11,0.001180265848407077,1.171875e-11,0.001181290464886046,2.9296875e-12,2.998769823191887,2.9296875e-12,2.999306135339646,2.9296875e-12,2.999562092687738,1.171875e-11,2.998014544704367,1.171875e-11,2.998549008962491,1.171875e-11,2.999108480336884,1.171875e-11,2.999272366835037,1.171875e-11,2.999394222632613,1.171875e-11,2.999487658919164,1.171875e-11,2.999560566114583,3.919429521366342e-07,5074608.892344667,6.039782032316935e-07,3290645.325870467,8.250335345957332e-07,2410839.900870426,1.038728327316263e-06,1912400.02133811,1.244927251488926e-06,1597985.208036561,1.453817877085477e-06,1370123.26289255,1.664282893433257e-06,1198169.346932448,1.86675933942945e-06,1068031.760424914,  ,  ,  ,  
8.7890625e-12,0.001105513458349178,8.7890625e-12,0.001146144523536681,8.7890625e-12,0.001160837909330519,3.515625e-11,0.001166396007612661,3.515625e-11,0.001171110872224763,3.515625e-11,0.001174286952199982,3.515625e-11,0.001176562342072093,3.515625e-11,0.001178280824608893,3.515625e-11,0.001179625424574668,3.515625e-11,0.001180706616955722,8.7890625e-12,2.997318045875428,8.7890625e-12,2.998281890676169,8.7890625e-12,2.998816646337164,3.515625e-11,2.996268545164003,3.515625e-11,2.997193330552138,3.515625e-11,2.997854045203927,3.515625e-11,2.998239815783577,3.515625e-11,2.99852882925211,3.515625e-11,2.99875133557351,3.515625e-11,2.99892632952219,5.89002473611985e-07,5071853.038138754,9.078699633488286e-07,3290773.12681557,1.239826735769711e-06,2410361.143806417,1.561631479816909e-06,1912379.593493736,1.870715271910402e-06,1600431.979250021,2.183679216633015e-06,1370142.850702161,  ,  ,  ,  ,  ,  ,  ,  
2.05078125e-11,0.001104171610401863,2.05078125e-11,0.001145200230871953,2.05078125e-11,0.001160100044662556,8.203124999999998e-11,0.001164306223206212,8.203124999999998e-11,0.001169343759406494,8.203124999999998e-11,0.001172766452260334,8.203124999999998e-11,0.001175227114959511,8.203124999999998e-11,0.001177091135428816,8.203124999999998e-11,0.001178553086945401,8.203124999999998e-11,0.001179733739688365,2.05078125e-11,2.994695191778124,2.05078125e-11,2.996625558655149,2.05078125e-11,2.997663428520462,8.203124999999998e-11,2.993489060013808,8.203124999999998e-11,2.99502566756907,8.203124999999998e-11,2.996181712414197,8.203124999999998e-11,2.996893576511874,8.203124999999998e-11,2.997420811637129,8.203124999999998e-11,2.997823342105783,8.203124999999998e-11,2.998142320675466,7.861690698205722e-07,5067507.349174592,1.211749921481246e-06,3291008.90879646,1.654702325085265e-06,2411095.453818192,2.084540217915863e-06,1912330.614360051,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
3.639378010264306e-11,0.001102399815960465,3.780908842584938e-11,0.001143853105812889,4.394531249999999e-11,0.001158698126581859,1.258042982249045e-10,0.001162554041931095,1.276151037980871e-10,0.00116781830441173,1.293427316504887e-10,0.001171403602481582,1.307597780302086e-10,0.001174000612076441,1.32088293718083e-10,0.001175975698137683,1.333583232549385e-10,0.001177526036113081,1.345655940296175e-10,0.001178779696620649,3.639378010264306e-11,2.991165624392303,3.780908842584938e-11,2.994238976755536,4.394531249999999e-11,2.995488445706149,1.258042982249045e-10,2.991280659842622,1.276151037980871e-10,2.993310722584954,1.293427316504887e-10,2.994763181117955,1.307597780302086e-10,2.995731177707453,1.32088293718083e-10,2.996467663475789,1.333583232549385e-10,2.997012576074595,1.345655940296175e-10,2.997442085232142,9.835047481127571e-07,5069758.329708857,1.515608108351274e-06,3290239.549399402,2.069451562166032e-06,2412295.364306604,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
6.816571530792919e-11,0.001099060323905633,7.241164027754815e-11,0.001141333489791678,9.082031249999999e-11,0.001156135852325324,2.133503946747136e-10,0.001159420615779208,2.187828113942613e-10,0.001165101548527784,2.239656949514661e-10,0.001168993029868757,2.282168340906257e-10,0.001171836648917828,2.322023811542489e-10,0.001174005599022912,2.360124697648156e-10,0.001175717346284019,2.396342820888527e-10,0.001177102780165692,6.816571530792919e-11,2.984657933926042,7.241164027754815e-11,2.989881105143296,9.082031249999999e-11,2.991589886316996,2.133503946747136e-10,2.987706758026897,2.187828113942613e-10,2.990590920265751,2.239656949514661e-10,2.99260925742986,2.282168340906257e-10,2.993995812568367,2.322023811542489e-10,2.995018385125205,2.360124697648156e-10,2.995811181563274,2.396342820888527e-10,2.996418089514204,1.180752809058776e-06,5072434.30532323,1.819537346628936e-06,3291681.403917619,2.483994496997498e-06,2413115.441319145,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.317095857185015e-10,0.001092991564701752,1.416167439809457e-10,0.001136816632167857,1.845703125e-10,0.001151698639239593,3.884425875743317e-10,0.001153924330658605,4.011182265866097e-10,0.001160310635261561,4.13211621553421e-10,0.001164720278846521,4.231309462114601e-10,0.001167981126525055,4.324305560265808e-10,0.001170482909879477,4.413207627845698e-10,0.001172464859239854,4.49771658207323e-10,0.001174074458362145,1.317095857185015e-10,2.972963109321505,1.416167439809457e-10,2.98232769131219,1.845703125e-10,2.985339807720386,3.884425875743317e-10,2.982683498452569,4.011182265866097e-10,2.986872930557467,4.13211621553421e-10,2.989730922052683,4.231309462114601e-10,2.991717517931173,4.324305560265808e-10,2.99317340840028,4.413207627845698e-10,2.994281848849669,4.49771658207323e-10,2.995121363174317,1.377896811288742e-06,5069215.708054507,2.123333454845801e-06,3291892.602335354,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.58797326539646e-10,0.001082646895380208,2.800269513877408e-10,0.001129135966643342,3.720703124999999e-10,0.001144253575590131,6.761682920906345e-10,0.001145767445047406,6.973568223695701e-10,0.001153160593979462,7.17582701560478e-10,0.001158322950201871,7.359197418113496e-10,0.001162158578732435,7.538584014542381e-10,0.001165112558902232,7.708726467242083e-10,0.001167470163785598,7.88017608557084e-10,0.001169383578049543,2.58797326539646e-10,2.953930538354489,2.800269513877408e-10,2.97071380330492,3.720703124999999e-10,2.976725282456503,6.761682920906345e-10,2.97740289723214,6.973568223695701e-10,2.982995571072192,7.17582701560478e-10,2.986744089071665,7.359197418113496e-10,2.989336693093835,7.538584014542381e-10,2.991215744014768,7.708726467242083e-10,2.992645223256473,7.88017608557084e-10,2.993726081361245,1.575165986165458e-06,5070608.222258458,2.427110072372927e-06,3290394.350425831,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
5.129728081819351e-10,0.00106616205037843,5.329855920592195e-10,0.001117447096779438,6.40129026619967e-10,0.001134986044512105,1.031409391722933e-09,0.001136346513274146,1.067220531655393e-09,0.001144685136967704,1.102318959275489e-09,0.001150566305473181,1.13491978584466e-09,0.001154980875783071,1.165953300003993e-09,0.001158421729136349,1.197624700843529e-09,0.001161159053909063,1.22755578614725e-09,0.001163416363245975,5.129728081819351e-10,2.928072451227451,5.329855920592195e-10,2.956912677265474,6.40129026619967e-10,2.969141173021582,1.031409391722933e-09,2.972703636775123,1.067220531655393e-09,2.979299379707463,1.102318959275489e-09,2.983722282648125,1.13491978584466e-09,2.98680732818816,1.165953300003993e-09,2.989058570835851,1.197624700843529e-09,2.990765183094414,1.22755578614725e-09,2.99207392280407,1.772380986056457e-06,5069041.056602612,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
8.225664960055708e-10,0.001049970636588104,8.316788963617617e-10,0.001105453139617513,9.719518228961326e-10,0.001124484412389799,1.494523908750776e-09,0.001124857005922469,1.556708070591742e-09,0.001134088424738499,1.618438542987585e-09,0.001140670040373823,1.677264926869441e-09,0.001145656375786836,1.73741527051526e-09,0.001149522133543849,1.791958429672489e-09,0.001152704677290559,1.847468143086267e-09,0.001155302484554905,8.225664960055708e-10,2.910163875675109,8.316788963617617e-10,2.94708210460835,9.719518228961326e-10,2.962839711712918,1.494523908750776e-09,2.96752870446528,1.556708070591742e-09,2.974963351015068,1.618438542987585e-09,2.980018836894574,1.677264926869441e-09,2.983598937873085,1.73741527051526e-09,2.986234047339748,1.791958429672489e-09,2.988262616221452,1.847468143086267e-09,2.989834580125021,1.96965695775084e-06,5069805.160489074,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.194261355002837e-09,0.001033428678734343,1.205510144829551e-09,0.001091947656482592,1.394345573723116e-09,0.001112145735913008,2.148093729025638e-09,0.001110044774020099,2.269571560997966e-09,0.00111986804883852,2.392557470082202e-09,0.001126905172685673,2.512361225621868e-09,0.001132274694518892,2.635626324934118e-09,0.001136436709659665,2.75257931364643e-09,0.001139875395785405,2.876390698607745e-09,0.00114262739205795,1.194261355002837e-09,2.898671327942716,1.205510144829551e-09,2.938878860246052,1.394345573723116e-09,2.95659245920518,2.148093729025638e-09,2.96145170332138,2.269571560997966e-09,2.969565743968753,2.392557470082202e-09,2.975200429042946,2.512361225621868e-09,2.979275197861903,2.635626324934118e-09,2.982316466006652,2.75257931364643e-09,2.984696074278405,2.876390698607745e-09,2.986542113482237,2.166903196678004e-06,5070943.983220063,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.651125608572985e-09,0.001015798709532291,1.683517028630101e-09,0.001076481637556783,1.974231436904751e-09,0.001096815045453526,3.248127384708159e-09,0.001088396843627402,3.536406658638156e-09,0.001097782259176187,3.848389644310917e-09,0.001104187034174341,4.180200155331623e-09,0.001108761589882188,4.432048433771832e-09,0.001113277557419581,4.673821081594313e-09,0.001117055791723161,4.934235809650702e-09,0.00112000025799256,1.651125608572985e-09,2.891938032739752,1.683517028630101e-09,2.931521237068026,1.974231436904751e-09,2.949800299016054,3.248127384708159e-09,2.954071208933851,3.536406658638156e-09,2.962439438126719,3.848389644310917e-09,2.968362115191856,4.180200155331623e-09,2.972700115214764,4.432048433771832e-09,2.976270713751635,4.673821081594313e-09,2.97911379754869,4.934235809650702e-09,2.981353878000567,2.364105138428699e-06,5071754.87496996,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.297169419471404e-09,0.0009944469975863939,2.387285048555472e-09,0.001056695840129855,2.900208817477376e-09,0.00107565877527034,5.438827836179878e-09,0.001055019695381615,6.070076853918536e-09,0.00106362922378889,6.739465667897736e-09,0.001069301538539974,7.423369351919644e-09,0.00107337996256931,8.024892651447262e-09,0.001077225131144013,8.51630461749008e-09,0.001081193558438275,9.049926031736615e-09,0.00108420161678555,2.297169419471404e-09,2.889695245811599,2.387285048555472e-09,2.924626131379755,2.900208817477376e-09,2.942316347439182,5.438827836179878e-09,2.947612557551256,6.070076853918536e-09,2.955416866048967,6.739465667897736e-09,2.961284869006447,7.423369351919644e-09,2.965830246443493,8.024892651447262e-09,2.969530474968324,8.51630461749008e-09,2.972662524129007,9.049926031736615e-09,2.975209698769076,2.561275550771611e-06,5072886.318850764,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
3.369545728338051e-09,0.0009672164638495672,3.597272251960741e-09,0.001028945508425847,4.689704294062541e-09,0.001043519054283871,8.067517794202589e-09,0.001025612424883866,8.310967937828057e-09,0.001041310729543652,7.757474366872676e-09,0.00105971482024912,8.554324054656216e-09,0.001063764523462341,1.297028579370067e-08,0.001044442937667394,1.388407733223738e-08,0.001048207366320056,1.483724613147489e-08,0.001051027109738992,3.369545728338051e-09,2.897159706149867,3.597272251960741e-09,2.920741178532785,4.689704294062541e-09,2.937029504456596,8.067517794202589e-09,2.952316449587389,8.310967937828057e-09,2.956205764450651,7.757474366872676e-09,2.960672285284355,8.554324054656216e-09,2.965090987964365,1.297028579370067e-08,2.969762150851747,1.388407733223738e-08,2.971970412950497,1.483724613147489e-08,2.973978655448473,2.75840198671874e-06,5071913.187034798,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
4.556936697447429e-09,0.0009493676293463848,5.420734840713812e-09,0.0009979733690443637,6.606172544821748e-09,0.001017228852011497,1.004833823722531e-08,0.001008895675361254,1.077229808339981e-08,0.001021508158755292,9.793491764822555e-09,0.001043326692222015,1.081623346012936e-08,0.001047634121870158,1.685354447430211e-08,0.001024401476570968,1.853066428755945e-08,0.001026534486156207,1.620326500194205e-08,0.001045380635287688,4.556936697447429e-09,2.920408435924171,5.420734840713812e-09,2.930518723781453,6.606172544821748e-09,2.942583285929393,1.004833823722531e-08,2.960975114065782,1.077229808339981e-08,2.963540962260244,9.793491764822555e-09,2.96194100907021,1.081623346012936e-08,2.965726252237338,1.685354447430211e-08,2.975796473088084,1.853066428755945e-08,2.977817845404453,1.620326500194205e-08,2.975034025359172,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
5.765857938505587e-09,0.0009389082188908873,6.834547047025129e-09,0.0009832105031279642,8.338551515811331e-09,0.001000361942625463,1.248266780021661e-08,0.0009953738148652112,1.303443115977103e-08,0.001007196310708647,1.212928062710807e-08,0.001027291858988211,1.368138495942778e-08,0.001030516524092893,2.026223560047994e-08,0.001009999419020997,2.216486233697048e-08,0.001011938513921145,1.893530274287637e-08,0.001034540887819161,5.765857938505587e-09,2.932916044012829,6.834547047025129e-09,2.943164673852625,8.338551515811331e-09,2.953262174236074,1.248266780021661e-08,2.969093108866766,1.303443115977103e-08,2.969581551407269,1.212928062710807e-08,2.967402478778232,1.368138495942778e-08,2.970936149455958,2.026223560047994e-08,2.980348293764347,2.216486233697048e-08,2.981941994151593,1.893530274287637e-08,2.978470013092764,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
6.631651527998466e-09,0.0009423034273192956,7.286092427052956e-09,0.000978889448823768,1.057801547310133e-08,0.0009871169592138005,1.466230783911936e-08,0.001000687227524745,1.540651755095066e-08,0.0009970659787746127,1.474795683474806e-08,0.001011783594146723,1.629088101970646e-08,0.001016578526696103,2.395308067085925e-08,0.001005137688708849,2.627990413978477e-08,0.001005572854814763,2.18120074923041e-08,0.001022931653787809,6.631651527998466e-09,2.939240145640019,7.286092427052956e-09,2.946085236593214,1.057801547310133e-08,2.963757648746699,1.466230783911936e-08,2.973656256371409,1.540651755095066e-08,2.974552631904399,1.474795683474806e-08,2.973095295689158,1.629088101970646e-08,2.97577808333931,2.395308067085925e-08,2.98445494473182,2.627990413978477e-08,2.985929418431989,2.18120074923041e-08,2.981719207233314,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
7.909059001337892e-09,0.000977753788235776,8.18918318710861e-09,0.0009733437558821298,1.101488983755424e-08,0.0009872801968235183,1.637068077145048e-08,0.001028109563287627,1.78908816028058e-08,0.001012127734975648,1.730267156949128e-08,0.001001169177805438,1.922661598952406e-08,0.001005136924791844,2.696279135712302e-08,0.00103332522254352,2.961359006452496e-08,0.001033887842078684,2.488595298473299e-08,0.001012424826288841,7.909059001337892e-09,2.962298495436137,8.18918318710861e-09,2.949883234553203,1.101488983755424e-08,2.964606380299843,1.637068077145048e-08,2.98012126655341,1.78908816028058e-08,2.979794945697181,1.730267156949128e-08,2.977363385280978,1.922661598952406e-08,2.979793227306288,2.696279135712302e-08,2.987752354021822,2.961359006452496e-08,2.988936774739447,2.488595298473299e-08,2.984172538219318,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
8.910088475955175e-09,0.001017456309850052,9.221568056052396e-09,0.0009790107913398773,1.188863856646006e-08,0.0009926975354621625,1.815866281097783e-08,0.001081644941706673,1.980534204111543e-08,0.001046243535633039,2.033886818160417e-08,0.001012212425424967,2.243523966113177e-08,0.001010113035658555,2.940461265213545e-08,0.001072571217319027,3.227588775807889e-08,0.001072908058240739,2.884219278506971e-08,0.001006417747328053,8.910088475955175e-09,2.973662052626755,9.221568056052396e-09,2.956991397995735,1.188863856646006e-08,2.967470869030102,1.815866281097783e-08,2.985043102498529,1.980534204111543e-08,2.984437175209344,2.033886818160417e-08,2.982331367246777,2.243523966113177e-08,2.983770783844242,2.940461265213545e-08,2.990046551468936,3.227588775807889e-08,2.990972114435303,2.884219278506971e-08,2.987274504855166,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.95133435626535e-09,0.001045470300468074,1.024979919241315e-08,0.0009984898935591865,1.28793250361411e-08,0.001006304653368862,1.970093526315087e-08,0.001123961959179793,2.183421562926671e-08,0.001103648779684729,2.246911106351463e-08,0.001045098463010288,2.489568373313981e-08,0.0010418711331317,3.198858853613242e-08,0.00112609325523793,3.503884613754044e-08,0.001125252532893355,3.209212499517538e-08,0.001031314452875138,9.95133435626535e-09,2.980950644491483,1.024979919241315e-08,2.966686617802483,1.28793250361411e-08,2.972419207362971,1.970093526315087e-08,2.988140756842084,2.183421562926671e-08,2.988254259638107,2.246911106351463e-08,2.986170179104614,2.489568373313981e-08,2.987099089616998,3.198858853613242e-08,2.992103750909408,3.503884613754044e-08,2.992736569926357,3.209212499517538e-08,2.989712865859833,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.146455644699797e-08,0.001037842507741093,1.152096354211798e-08,0.001043995019828492,1.386044177268054e-08,0.001032110504604144,2.13012349157687e-08,0.00114126147908071,2.35834682787898e-08,0.001139906582093441,2.465754099330481e-08,0.001098785882325764,2.71121385502555e-08,0.001086656242246831,3.454915191797649e-08,0.001157970117895748,3.788306328599374e-08,0.001160138164225916,3.475307864634041e-08,0.001065393237737398,1.146455644699797e-08,2.987365006462603,1.152096354211798e-08,2.976672591142576,1.386044177268054e-08,2.977606348850396,2.13012349157687e-08,2.990310745007014,2.35834682787898e-08,2.990389429865389,2.465754099330481e-08,2.989229011967718,2.71121385502555e-08,2.989555735910268,3.454915191797649e-08,2.993468013079347,3.788306328599374e-08,2.994017039125439,3.475307864634041e-08,2.991358267409114,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.257047681878662e-08,0.001005436045617301,1.266084906913088e-08,0.00108445255698948,1.52422638383577e-08,0.001080660660023698,2.342114212150262e-08,0.001119999228381632,2.553282211445853e-08,0.001148056310841799,2.660524051797789e-08,0.001140107701547847,2.938983418378026e-08,0.001135357718644752,3.768767442037619e-08,0.001149948344871115,4.117195321869222e-08,0.001154445445552894,3.761533101882198e-08,0.001113940266432039,1.257047681878662e-08,2.990570089698728,1.266084906913088e-08,2.982136460929977,1.52422638383577e-08,2.982950836988623,2.342114212150262e-08,2.992497414145194,2.553282211445853e-08,2.992211560980464,2.660524051797789e-08,2.991212940587278,2.938983418378026e-08,2.991649857901603,3.768767442037619e-08,2.994764362963616,4.117195321869222e-08,2.995124379992181,3.761533101882198e-08,2.992947197866985,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.356026920578481e-08,0.0009782234785050811,1.388855388824447e-08,0.001105748824929335,1.639554470983546e-08,0.001113589273690048,2.454598612870904e-08,0.001102746407864925,2.745719331908991e-08,0.001126708844412837,2.874612167003674e-08,0.001154505822895449,3.173308947448684e-08,0.001157574800621972,3.946435534010108e-08,0.001134753027179365,4.302047691294779e-08,0.001140514305069752,4.099521381132507e-08,0.001159631276746679,1.356026920578481e-08,2.993310797949918,1.388855388824447e-08,2.986269932754038,1.639554470983546e-08,2.986031496345978,2.454598612870904e-08,2.993564945071949,2.745719331908991e-08,2.99356056413744,2.874612167003674e-08,2.992769760499404,3.173308947448684e-08,2.993086646518369,3.946435534010108e-08,2.995415904581166,4.302047691294779e-08,2.995697030692971,4.099521381132507e-08,2.994321348559377,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.436118770321304e-08,0.0009619196413151073,1.43389792318162e-08,0.00110559143390297,1.821311881242212e-08,0.00112813012429964,2.580620190865217e-08,0.001089950681468042,2.862800674301576e-08,0.001111115420322254,3.128238698714008e-08,0.001133531882125892,3.386868274401431e-08,0.001146579105815245,4.14660347643822e-08,0.00112052070086629,4.521217185004686e-08,0.001126010573807649,4.427118393652162e-08,0.001161546006096679,1.436118770321304e-08,2.995080288330207,1.43389792318162e-08,2.987410965877778,1.821311881242212e-08,2.98956426018111,2.580620190865217e-08,2.995029528244821,2.862800674301576e-08,2.994405132999579,3.128238698714008e-08,2.994236693930229,3.386868274401431e-08,2.994154599756435,4.14660347643822e-08,2.996224850962141,4.521217185004686e-08,2.996411390112897,4.427118393652162e-08,2.995293469502706,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.535339246891276e-08,0.0009473733524594659,1.523982991895964e-08,0.001093958977339983,1.974813161999685e-08,0.001104027222975207,2.672648171391156e-08,0.001082738743158139,2.995937784436574e-08,0.00109877693381413,3.332784712062376e-08,0.00111185026085153,3.522648328595493e-08,0.001132977261173202,4.29392102550707e-08,0.001110559898335492,4.682161611526086e-08,0.001115333049495117,4.611163923297578e-08,0.001149919433450562,1.535339246891276e-08,2.996711942177298,1.523982991895964e-08,2.989360788862048,1.974813161999685e-08,2.9915680157857,2.672648171391156e-08,2.995924271448671,2.995937784436574e-08,2.995512122889428,3.332784712062376e-08,2.995376821186033,3.522648328595493e-08,2.994767277831906,4.29392102550707e-08,2.996754975039332,4.682161611526086e-08,2.996887244800257,4.611163923297578e-08,2.995769936572146,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.561223617682876e-08,0.0009449495412957073,1.63219126709254e-08,0.001068934763554146,2.05926149398974e-08,0.001088317336719717,2.856704132443035e-08,0.00107304126476827,3.098334783706904e-08,0.001091469005530847,3.478609338296604e-08,0.001100890937603052,3.700707730478707e-08,0.001119149063019402,4.486514716062203e-08,0.00110154184014036,4.882786817058071e-08,0.001105536367035999,4.788709328508129e-08,0.001138596539695429,1.561223617682876e-08,2.99702257972484,1.63219126709254e-08,2.991243910076431,2.05926149398974e-08,2.992684078213182,2.856704132443035e-08,2.997341151839823,3.098334783706904e-08,2.996303495263513,3.478609338296604e-08,2.996330911504392,3.700707730478707e-08,2.995697615886304,4.486514716062203e-08,2.997519611819658,4.882786817058071e-08,2.997560761957416,4.788709328508129e-08,2.996260066070276,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.612992359266076e-08,0.0009425391365714593,1.73830730537249e-08,0.001048494353848843,2.166996306861327e-08,0.001075069454495141,2.978763096444812e-08,0.001067495826455841,3.303128782247562e-08,0.001082344765469996,3.606163300009732e-08,0.001094023444045747,3.826947067139832e-08,0.001109810533676868,4.692230214375583e-08,0.001096511209726858,5.080215773979932e-08,0.001100335726796837,4.968792917096045e-08,0.001126817005977878,1.612992359266076e-08,2.997277528279142,1.73830730537249e-08,2.993285397277463,2.166996306861327e-08,2.994413236584326,2.978763096444812e-08,2.997634421547519,3.303128782247562e-08,2.997545544520778,3.606163300009732e-08,2.99706812799762,3.826947067139832e-08,2.996257656102788,4.692230214375583e-08,2.998001259443321,5.080215773979932e-08,2.998021941752511,4.968792917096045e-08,2.996712540938594,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
