/out (width_pun=5e-06) X,/out (width_pun=5e-06) Y,/out (width_pun=1e-05) X,/out (width_pun=1e-05) Y,/out (width_pun=1.5e-05) X,/out (width_pun=1.5e-05) Y,/out (width_pun=2e-05) X,/out (width_pun=2e-05) Y,/out (width_pun=2.5e-05) X,/out (width_pun=2.5e-05) Y,/out (width_pun=3e-05) X,/out (width_pun=3e-05) Y,/out (width_pun=3.5e-05) X,/out (width_pun=3.5e-05) Y,/out (width_pun=4e-05) X,/out (width_pun=4e-05) Y,/out (width_pun=4.5e-05) X,/out (width_pun=4.5e-05) Y,/out (width_pun=5e-05) X,/out (width_pun=5e-05) Y,/out (width_pun=5.5e-05) X,/out (width_pun=5.5e-05) Y,/out (width_pun=6e-05) X,/out (width_pun=6e-05) Y,/out (width_pun=6.5e-05) X,/out (width_pun=6.5e-05) Y,/out (width_pun=7e-05) X,/out (width_pun=7e-05) Y,/out (width_pun=7.5e-05) X,/out (width_pun=7.5e-05) Y,/out (width_pun=8e-05) X,/out (width_pun=8e-05) Y,/out (width_pun=8.5e-05) X,/out (width_pun=8.5e-05) Y,/out (width_pun=9e-05) X,/out (width_pun=9e-05) Y,/out (width_pun=9.5e-05) X,/out (width_pun=9.5e-05) Y,/out (width_pun=0.0001) X,/out (width_pun=0.0001) Y
2.100000000000001,1.582484532795524,2.100000000000001,1.155922544805245,2.100000000000001,0.9050082379376886,2.100000000000001,0.7392667421890007,2.100000000000001,0.6228018068266684,2.100000000000001,0.537213744988162,2.100000000000001,0.4720197072189162,2.100000000000001,0.420871964143973,2.100000000000001,0.379747030174168,2.100000000000001,0.3459944050198771,2.100000000000001,0.3178082351385138,2.100000000000001,0.2939211055369942,2.100000000000001,0.2734199268840699,2.100000000000001,0.2556315157008344,2.100000000000001,0.2400493227747483,2.100000000000001,0.2262852180433224,2.100000000000001,0.2140369712807973,2.100000000000001,0.2030658232296214,2.100000000000001,0.1931806993870574,2.100000000000001,0.1842268926437234
2.160000000000001,1.507946208645787,2.160000000000001,1.086285939830216,2.160000000000001,0.8439799028179331,2.160000000000001,0.686742706344541,2.160000000000001,0.5775438838728292,2.160000000000001,0.4978606076557666,2.160000000000001,0.4374050696250126,2.160000000000001,0.3900735473121987,2.160000000000001,0.3520537754605878,2.160000000000001,0.3208597122951088,2.160000000000001,0.2948090432405359,2.160000000000001,0.2727263555593162,2.160000000000001,0.2537673083879504,2.160000000000001,0.2373105481371209,2.160000000000001,0.2228890423610529,2.160000000000001,0.2101451553706785,2.160000000000001,0.1988004747249594,2.160000000000001,0.1886350627570052,2.160000000000001,0.1794728843397315,2.160000000000001,0.1711713755338833
2.220000000000002,1.436071465153574,2.220000000000002,1.020994627662288,2.220000000000002,0.7879391268198086,2.220000000000002,0.6391372592662704,2.220000000000002,0.5368127735880064,2.220000000000002,0.4625579325980315,2.220000000000002,0.4063847686941933,2.220000000000002,0.3624680660538361,2.220000000000002,0.3272116025654646,2.220000000000002,0.2982881073583212,2.220000000000002,0.2741304832364702,2.220000000000002,0.2536472617392743,2.220000000000002,0.2360559351308528,2.220000000000002,0.2207813238848706,2.220000000000002,0.2073913777985946,2.220000000000002,0.1955553444649612,2.220000000000002,0.185015753576638,2.220000000000002,0.1755691909070749,2.220000000000002,0.1670528140111181,2.220000000000002,0.159334708602347
2.280000000000002,1.366992061274252,2.280000000000002,0.9599684647125406,2.280000000000002,0.7365443307891443,2.280000000000002,0.5959444392147218,2.280000000000002,0.5000470976687099,2.280000000000002,0.4307543295488193,2.280000000000002,0.3784462649440174,2.280000000000002,0.3375905329989132,2.280000000000002,0.3048025349809297,2.280000000000002,0.2779044846669336,2.280000000000002,0.2554351871188718,2.280000000000002,0.2363791678740629,2.280000000000002,0.2200093510988045,2.280000000000002,0.2057916907019787,2.280000000000002,0.1933251751643813,2.280000000000002,0.1823028465630796,2.280000000000002,0.1724857452896984,2.280000000000002,0.1636850532672487,2.280000000000002,0.1557495810444406,2.280000000000002,0.148556823884966
2.340000000000002,1.300799859768783,2.340000000000002,0.9030689333002045,2.340000000000002,0.6894270599373037,2.340000000000002,0.5566840416577884,2.340000000000002,0.4667488581493838,2.340000000000002,0.4019794981736461,2.340000000000002,0.3531625083114919,2.340000000000002,0.3150588907385843,2.340000000000002,0.284485930387477,2.340000000000002,0.259404509643366,2.340000000000002,0.2384500204045749,2.340000000000002,0.2206755694550955,2.340000000000002,0.2054037762461156,2.340000000000002,0.1921373212972203,2.340000000000002,0.1805028399639232,2.340000000000002,0.1702145415710619,2.340000000000002,0.1610499249555635,2.340000000000002,0.1528331501065247,2.340000000000002,0.1454233926106762,2.340000000000002,0.138706522446078
2.400000000000002,1.237549260684265,2.400000000000002,0.8501117436856083,2.400000000000002,0.6462129949191033,2.400000000000002,0.5209146306946429,2.400000000000002,0.4364839795591742,2.400000000000002,0.3758356572861281,2.400000000000002,0.3301784737972212,2.400000000000002,0.2945585974877526,2.400000000000002,0.2659828017850239,2.400000000000002,0.2425395325253732,2.400000000000002,0.2229519704934296,2.400000000000002,0.2063351036713219,2.400000000000002,0.1920561961876353,2.400000000000002,0.1796508399445444,2.400000000000002,0.168770413179361,2.400000000000002,0.1591480598598711,2.400000000000002,0.1505760020453242,2.400000000000002,0.1428900142189984,2.400000000000002,0.1359585539226117,2.400000000000002,0.1296749966809963
2.460000000000002,1.17725970727467,2.460000000000002,0.800880123999246,2.460000000000002,0.6065376972176802,2.460000000000002,0.4882394154104392,2.460000000000002,0.408878292201206,2.460000000000002,0.3519876727409604,2.460000000000002,0.3091987553210627,2.460000000000002,0.275829632680043,2.460000000000002,0.2490632125042592,2.460000000000002,0.2271048007236947,2.460000000000002,0.2087573192732947,2.460000000000002,0.1931916863443305,2.460000000000002,0.1798154050813082,2.460000000000002,0.1681936890620961,2.460000000000002,0.158000174306721,2.460000000000002,0.1489850382907025,2.460000000000002,0.1409537533465541,2.460000000000002,0.1337525531697088,2.460000000000002,0.1272582605280756,2.460000000000002,0.1213710210708445
2.520000000000002,1.119918585804799,2.520000000000002,0.7551375099212844,2.520000000000002,0.5700571606012469,2.520000000000002,0.4583072070542875,2.520000000000002,0.38361132705321,2.520000000000002,0.3301533893479873,2.520000000000002,0.2899768131686774,2.520000000000002,0.2586558670133449,2.520000000000002,0.2335362959001145,2.520000000000002,0.2129303104536074,2.520000000000002,0.1957133467194691,2.520000000000002,0.1811070171277601,2.520000000000002,0.1685552361369093,2.520000000000002,0.1576500035967492,2.520000000000002,0.1480850821972703,2.520000000000002,0.1396260576494092,2.520000000000002,0.1320903955719816,2.520000000000002,0.1253338038015473,2.520000000000002,0.1192406888002748,2.520000000000002,0.1137173391826281
2.580000000000002,1.065484651973736,2.580000000000002,0.7126386700335428,2.580000000000002,0.5364539302343532,2.580000000000002,0.4308103460276225,2.580000000000002,0.3604094201021711,2.580000000000002,0.3100948844268636,2.580000000000002,0.2723059727193719,2.580000000000002,0.2428565122609148,2.580000000000002,0.2192424117702921,2.580000000000002,0.199873718911644,2.580000000000002,0.1836919609429972,2.580000000000002,0.1699648579591408,2.580000000000002,0.1581694122289032,2.580000000000002,0.1479219612365772,2.580000000000002,0.1389345598308104,2.580000000000002,0.1309868053334778,2.580000000000002,0.1239070773091881,2.580000000000002,0.1175597119271587,2.580000000000002,0.1118360280066542,2.580000000000002,0.1066479179755996
2.640000000000002,1.013891953504821,2.640000000000002,0.673138727817871,2.640000000000002,0.5054398202672749,2.640000000000002,0.4054810040514502,2.640000000000002,0.3390389781867498,2.640000000000002,0.2916109005403793,2.640000000000002,0.2560120404017774,2.640000000000002,0.2282793052885665,2.640000000000002,0.206046997886279,2.640000000000002,0.1878148450266291,2.640000000000002,0.1725847872142533,2.640000000000002,0.159666638985256,2.640000000000002,0.1485675999981124,2.640000000000002,0.1389262232590508,2.640000000000002,0.1304712688192021,2.640000000000002,0.122995138340784,2.640000000000002,0.1163361923182162,2.640000000000002,0.1103666637255345,2.640000000000002,0.1049842025998056,2.640000000000002,0.1001058379479373
2.700000000000002,0.9650540995398172,2.700000000000002,0.6363999348743063,2.700000000000002,0.4767562459231421,2.700000000000002,0.3820868088875572,2.700000000000002,0.3193003319444542,2.700000000000002,0.2745304705311379,2.700000000000002,0.240947316237543,2.700000000000002,0.2147950960884057,2.700000000000002,0.193835747747875,2.700000000000002,0.1766513881145923,2.700000000000002,0.1622993613376816,2.700000000000002,0.1501280610045498,2.700000000000002,0.1396723624907878,2.700000000000002,0.1305911867705971,2.700000000000002,0.1226286185744657,2.700000000000002,0.1155888136507748,2.700000000000002,0.109319301285624,2.700000000000002,0.1036995739017667,2.700000000000002,0.09863310582580154,2.700000000000002,0.09404165452866882
2.760000000000002,0.9188686620479528,2.760000000000002,0.6021963387899911,2.760000000000002,0.4501730266171236,2.760000000000002,0.3604263774573528,2.760000000000002,0.3010223428718397,2.760000000000002,0.258707632957614,2.760000000000002,0.2269857685316796,2.760000000000002,0.2022935538221547,2.760000000000002,0.1825108189089704,2.760000000000002,0.1662955790887578,2.760000000000002,0.1527561608262129,2.760000000000002,0.141276449420889,2.760000000000002,0.1314167868492125,2.760000000000002,0.1228548450906086,2.760000000000002,0.1153488253649084,2.760000000000002,0.1087137178149069,2.760000000000002,0.1028055086393489,2.760000000000002,0.0975103903443056,2.760000000000002,0.09273721603028273,2.760000000000002,0.08841211243062928
2.820000000000002,0.875221480603127,2.820000000000002,0.5703166561768571,2.820000000000002,0.4254863125747956,2.820000000000002,0.340325086967335,2.820000000000002,0.2840577868194552,2.820000000000002,0.2440170930944264,2.820000000000002,0.2140191550696356,2.820000000000002,0.1906797552183432,2.820000000000002,0.1719878402049799,2.820000000000002,0.1566715467808044,2.820000000000002,0.1438862741896655,2.820000000000002,0.1330486781696245,2.820000000000002,0.1237426226634125,2.820000000000002,0.115663107508328,2.820000000000002,0.1085813864524636,2.820000000000002,0.1023224733217672,2.820000000000002,0.0967501829077301,2.820000000000002,0.09175691338823851,2.820000000000002,0.08725650226319315,2.820000000000002,0.08317912707231097
2.880000000000002,0.8339906686113169,2.880000000000002,0.540565725310921,2.880000000000002,0.4025160950284816,2.880000000000002,0.3216312455786495,2.880000000000002,0.2682794629090788,2.880000000000002,0.2303506789769214,2.880000000000002,0.2019539056738761,2.880000000000002,0.1798714664564376,2.880000000000002,0.1621935385402519,2.880000000000002,0.1477132343871109,2.880000000000002,0.1356295587008604,2.880000000000002,0.1253895286686056,2.880000000000002,0.1165988094298743,2.880000000000002,0.1089684687911191,2.880000000000002,0.1022818702041833,2.880000000000002,0.09637333185151806,2.880000000000002,0.091113938816441,2.880000000000002,0.08640185496334747,2.880000000000002,0.08215555068765945,2.880000000000002,0.07830897006228883
2.940000000000002,0.7950501706995918,2.940000000000002,0.5127649059482136,2.940000000000002,0.3811036030290722,2.940000000000002,0.3042127209805659,2.940000000000002,0.2535769454739901,2.940000000000002,0.2176144536228312,2.940000000000002,0.1907086130338889,2.940000000000002,0.1697969695162117,2.940000000000002,0.1530638472215957,2.940000000000002,0.1393627409375384,2.940000000000002,0.1279331742205456,2.940000000000002,0.1182503830112432,2.940000000000002,0.1099403026851024,2.940000000000002,0.1027289470891059,2.940000000000002,0.09641094873595615,2.940000000000002,0.09082928786589146,2.940000000000002,0.08586182057163042,2.940000000000002,0.08141208231792553,2.940000000000002,0.07740286107811208,2.940000000000002,0.0737716120717086
3,0.758272781785458,3,0.4867517477131983,3,0.3611087726900519,3,0.2879540261245574,3,0.2398538884035361,3,0.2057263627989188,3,0.1802120079628357,3,0.1603933164023247,3,0.144542389841511,3,0.1315689927668136,3,0.1207504082841719,3,0.1115881757145945,3,0.1037271310874121,3,0.09690722940907928,3,0.09093361822774777,3,0.08565736283702206,3,0.08096264111372593,3,0.07675800500521042,3,0.07297027550655676,3,0.06954018818967138
