Total; tran P (inv_lM0=8e-07) X,Total; tran P (inv_lM0=8e-07) Y,Total; tran P (inv_lM0=1.6e-06) X,Total; tran P (inv_lM0=1.6e-06) Y,Total; tran P (inv_lM0=2.4e-06) X,Total; tran P (inv_lM0=2.4e-06) Y,Total; tran P (inv_lM0=3.2e-06) X,Total; tran P (inv_lM0=3.2e-06) Y,Total; tran P (inv_lM0=4e-06) X,Total; tran P (inv_lM0=4e-06) Y,Total; tran P (inv_lM0=4.8e-06) X,Total; tran P (inv_lM0=4.8e-06) Y,Total; tran P (inv_lM0=5.6e-06) X,Total; tran P (inv_lM0=5.6e-06) Y,Total; tran P (inv_lM0=6.4e-06) X,Total; tran P (inv_lM0=6.4e-06) Y,Total; tran P (inv_lM0=7.2e-06) X,Total; tran P (inv_lM0=7.2e-06) Y,Total; tran P (inv_lM0=8e-06) X,Total; tran P (inv_lM0=8e-06) Y,/w_out (inv_lM0=8e-07) X,/w_out (inv_lM0=8e-07) Y,/w_out (inv_lM0=1.6e-06) X,/w_out (inv_lM0=1.6e-06) Y,/w_out (inv_lM0=2.4e-06) X,/w_out (inv_lM0=2.4e-06) Y,/w_out (inv_lM0=3.2e-06) X,/w_out (inv_lM0=3.2e-06) Y,/w_out (inv_lM0=4e-06) X,/w_out (inv_lM0=4e-06) Y,/w_out (inv_lM0=4.8e-06) X,/w_out (inv_lM0=4.8e-06) Y,/w_out (inv_lM0=5.6e-06) X,/w_out (inv_lM0=5.6e-06) Y,/w_out (inv_lM0=6.4e-06) X,/w_out (inv_lM0=6.4e-06) Y,/w_out (inv_lM0=7.2e-06) X,/w_out (inv_lM0=7.2e-06) Y,/w_out (inv_lM0=8e-06) X,/w_out (inv_lM0=8e-06) Y,frequency (inv_lM0=8e-07) X,frequency (inv_lM0=8e-07) Y,frequency (inv_lM0=1.6e-06) X,frequency (inv_lM0=1.6e-06) Y,frequency (inv_lM0=2.4e-06) X,frequency (inv_lM0=2.4e-06) Y,frequency (inv_lM0=3.2e-06) X,frequency (inv_lM0=3.2e-06) Y,frequency (inv_lM0=4e-06) X,frequency (inv_lM0=4e-06) Y,frequency (inv_lM0=4.8e-06) X,frequency (inv_lM0=4.8e-06) Y,frequency (inv_lM0=5.6e-06) X,frequency (inv_lM0=5.6e-06) Y,frequency (inv_lM0=6.4e-06) X,frequency (inv_lM0=6.4e-06) Y,frequency (inv_lM0=7.2e-06) X,frequency (inv_lM0=7.2e-06) Y,frequency (inv_lM0=8e-06) X,frequency (inv_lM0=8e-06) Y
1.05704017485625e-06,0.00355864856220433,1.148031163292019e-06,0.002952121683378972,1.303468872945136e-06,0.002569360428716182,1.531084113107572e-06,0.002289264010310222,1.881008165363409e-06,0.001992462518933489,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.05704017485625e-06,0.4982318395411519,1.148031163292019e-06,0.4275937925162944,1.303468872945136e-06,2.742440363563328,1.531084113107572e-06,0.1600414256743298,1.881008165363409e-06,3.003517245901109,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.058506789874178e-06,0.003571454859344438,1.149253693979486e-06,0.00293372579634374,1.30499498153129e-06,0.002542255284605464,1.532901733257075e-06,0.002273526804458771,1.883269360793852e-06,0.002015872267200566,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.058506789874178e-06,0.4964725332751058,1.149253693979486e-06,0.3919629224953967,1.30499498153129e-06,2.801686959396668,1.532901733257075e-06,0.2612844741159732,1.883269360793852e-06,3.003367975189368,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.059827919655129e-06,0.003582155699183164,1.150592274957234e-06,0.00293188547861319,1.306499866831223e-06,0.002520902683439418,1.534801893905932e-06,0.002243378220470145,1.885653080850405e-06,0.00204931070409486,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.059827919655129e-06,0.4953186493467682,1.150592274957234e-06,0.3654408980018181,1.306499866831223e-06,2.847955712398207,1.534801893905932e-06,0.4711183607536742,1.885653080850405e-06,3.003212430442168,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.061328102888959e-06,0.003576062936027618,1.15216723939001e-06,0.002960258320076662,1.308129587931578e-06,0.002522885705444129,1.536624809039846e-06,0.002221829891490812,1.887914307585411e-06,0.002059066553215112,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.061328102888959e-06,0.4943610391854829,1.15216723939001e-06,0.3437236265305946,1.308129587931578e-06,2.887130249337123,1.536624809039846e-06,0.7564866705993377,1.887914307585411e-06,3.003069519217809,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.062553133095838e-06,0.003563497649419043,1.15356203104406e-06,0.002982471332911738,1.309918569732018e-06,0.002556882853003324,1.53859459772589e-06,0.002227889088571045,1.891133472732978e-06,0.002031292570118983,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.062553133095838e-06,0.4937895142678423,1.15356203104406e-06,0.3298389723013533,1.309918569732018e-06,2.919613119037475,1.53859459772589e-06,1.125353551491035,1.891133472732978e-06,3.002876445377185,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.06367273392364e-06,0.003558288269844049,1.155010417365491e-06,0.00297838328234683,1.311585305717149e-06,0.002581458324777155,1.5405469635016e-06,0.002260537230588316,1.893413756767075e-06,0.002001752141829892,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.06367273392364e-06,0.4933905697984741,1.155010417365491e-06,0.3184009396668588,1.311585305717149e-06,2.941851641919821,1.5405469635016e-06,1.490578348634344,1.893413756767075e-06,3.002747876472824,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.065051717604209e-06,0.003567972199088273,1.156649878808024e-06,0.002952118606027608,1.313226179257125e-06,0.002578674687122261,1.542492585123726e-06,0.002286251046130992,1.895726425634221e-06,0.00199246267382184,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.065051717604209e-06,0.4930195532880001,1.156649878808024e-06,0.3090209440132021,1.313226179257125e-06,2.958323107343473,1.542492585123726e-06,1.773092406590646,1.895726425634221e-06,3.002624652060314,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.066384679930332e-06,0.003581069197894973,1.15787237591996e-06,0.002933724465219308,1.315037362717245e-06,0.002550338767252715,1.544484955309553e-06,0.002284044227212131,1.897987612746531e-06,0.002015872889552483,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.066384679930332e-06,0.4927583871468914,1.15787237591996e-06,0.3039628283774978,1.315037362717245e-06,2.971670757594107,1.544484955309553e-06,1.987064459956173,1.897987612746531e-06,3.002511068351043,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.06783131053751e-06,0.003578965906706786,1.159210932016371e-06,0.002931885222879914,1.316562218387922e-06,0.002525599169543683,1.546662840630528e-06,0.002254307616494248,1.900371325871575e-06,0.002049311098170257,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.06783131053751e-06,0.4925524376710822,1.159210932016371e-06,0.2993116803725573,1.316562218387922e-06,2.979820379666615,1.546662840630528e-06,2.154759914556158,1.900371325871575e-06,3.002398181527877,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.069211379378047e-06,0.003565379217932814,1.160786019937596e-06,0.002960260787757679,1.318142488718645e-06,0.002518332199780609,1.548534191431929e-06,0.002227561006122645,1.902632530938524e-06,0.002059066577670863,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.069211379378047e-06,0.4924131257627628,1.160786019937596e-06,0.2952027093019113,1.318142488718645e-06,2.986233563090304,1.548534191431929e-06,2.266382682947098,1.902632530938524e-06,3.002297215920021,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
