Total; tran P (inv_wM3=5e-06) X,Total; tran P (inv_wM3=5e-06) Y,Total; tran P (inv_wM3=1e-05) X,Total; tran P (inv_wM3=1e-05) Y,Total; tran P (inv_wM3=1.5e-05) X,Total; tran P (inv_wM3=1.5e-05) Y,Total; tran P (inv_wM3=2e-05) X,Total; tran P (inv_wM3=2e-05) Y,Total; tran P (inv_wM3=2.5e-05) X,Total; tran P (inv_wM3=2.5e-05) Y,Total; tran P (inv_wM3=3e-05) X,Total; tran P (inv_wM3=3e-05) Y,Total; tran P (inv_wM3=3.5e-05) X,Total; tran P (inv_wM3=3.5e-05) Y,Total; tran P (inv_wM3=4e-05) X,Total; tran P (inv_wM3=4e-05) Y,Total; tran P (inv_wM3=4.5e-05) X,Total; tran P (inv_wM3=4.5e-05) Y,Total; tran P (inv_wM3=5e-05) X,Total; tran P (inv_wM3=5e-05) Y,frequency (inv_wM3=5e-06) X,frequency (inv_wM3=5e-06) Y,frequency (inv_wM3=1e-05) X,frequency (inv_wM3=1e-05) Y,frequency (inv_wM3=1.5e-05) X,frequency (inv_wM3=1.5e-05) Y,frequency (inv_wM3=2e-05) X,frequency (inv_wM3=2e-05) Y,frequency (inv_wM3=2.5e-05) X,frequency (inv_wM3=2.5e-05) Y,frequency (inv_wM3=3e-05) X,frequency (inv_wM3=3e-05) Y,frequency (inv_wM3=3.5e-05) X,frequency (inv_wM3=3.5e-05) Y,frequency (inv_wM3=4e-05) X,frequency (inv_wM3=4e-05) Y,frequency (inv_wM3=4.5e-05) X,frequency (inv_wM3=4.5e-05) Y,frequency (inv_wM3=5e-05) X,frequency (inv_wM3=5e-05) Y,/w_out (inv_wM3=5e-06) X,/w_out (inv_wM3=5e-06) Y,/w_out (inv_wM3=1e-05) X,/w_out (inv_wM3=1e-05) Y,/w_out (inv_wM3=1.5e-05) X,/w_out (inv_wM3=1.5e-05) Y,/w_out (inv_wM3=2e-05) X,/w_out (inv_wM3=2e-05) Y,/w_out (inv_wM3=2.5e-05) X,/w_out (inv_wM3=2.5e-05) Y,/w_out (inv_wM3=3e-05) X,/w_out (inv_wM3=3e-05) Y,/w_out (inv_wM3=3.5e-05) X,/w_out (inv_wM3=3.5e-05) Y,/w_out (inv_wM3=4e-05) X,/w_out (inv_wM3=4e-05) Y,/w_out (inv_wM3=4.5e-05) X,/w_out (inv_wM3=4.5e-05) Y,/w_out (inv_wM3=5e-05) X,/w_out (inv_wM3=5e-05) Y
5.419063599858063e-07,0.003565379225988991,5.127140853412359e-07,0.005322157019011117,4.742165539375557e-07,0.006823738937950479,4.962785841975828e-07,0.008132706115879336,5.453813264445175e-07,0.009152961990059728,6.056803290177857e-07,0.01018548545568533,6.540197426141674e-07,0.01111039753860947,7.360273621374992e-07,0.01177562278171911,7.815090545909712e-07,0.01216092427262099,8.439288781387048e-07,0.01286306544406453,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.419063599858063e-07,0.4938671918580082,5.127140853412359e-07,0.3314694597142264,4.742165539375557e-07,0.1816951896817867,4.962785841975828e-07,2.132831797095036,5.453813264445175e-07,3.000554630769617,6.056803290177857e-07,3.000614810002462,6.540197426141674e-07,2.997271264947457,7.360273621374992e-07,2.997157059762289,7.815090545909712e-07,2.928194539912509,8.439288781387048e-07,2.747269337980213
5.430040474321319e-07,0.003558382178270376,5.136763457105798e-07,0.005317445350885176,4.7516035629527e-07,0.006820580549263076,4.980343759472503e-07,0.008101610478690563,5.469319965988989e-07,0.009130528577825316,6.067809085705801e-07,0.01021686125533462,6.562822370297985e-07,0.01111976693666394,7.382720388533949e-07,0.01185156189967927,7.823096704426141e-07,0.01214805021578208,8.460587694485348e-07,0.01296806896949265,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.430040474321319e-07,0.4934577918195192,5.136763457105798e-07,0.3238371776160608,4.7516035629527e-07,0.1816888588589438,4.980343759472503e-07,1.797015542606969,5.469319965988989e-07,3.000542427596518,6.067809085705801e-07,3.000613590883531,6.562822370297985e-07,2.998005082641615,7.382720388533949e-07,2.997833876622484,7.823096704426141e-07,2.932685735828603,8.460587694485348e-07,2.781652775864527
5.442888397996102e-07,0.003564656770348889,5.14716453578422e-07,0.005307425448397698,4.764395418059925e-07,0.006805996965579537,4.99641647316118e-07,0.008061462146353116,5.484779380452059e-07,0.009151386914567159,6.089820676761689e-07,0.01026427471421797,6.583097845412348e-07,0.01107048325863066,7.409261158138983e-07,0.0118663345657421,7.839109021459001e-07,0.01215276969918313,8.488732072982781e-07,0.01306858450857088,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.442888397996102e-07,0.4930923681279681,5.14716453578422e-07,0.3168699693022375,4.764395418059925e-07,0.1816782266899681,4.99641647316118e-07,1.469016782415049,5.484779380452059e-07,3.000531078912302,6.089820676761689e-07,3.000609549312772,6.583097845412348e-07,2.998530951184019,7.409261158138983e-07,2.998471553922836,7.839109021459001e-07,2.940880930695474,8.488732072982781e-07,2.8212704017002
5.456570459494742e-07,0.003579371033754438,5.15671246102987e-07,0.005295732355354943,4.783230694324164e-07,0.006771101087233993,5.001396222096553e-07,0.00804978256787392,5.499257707643702e-07,0.009188816109390333,6.110637406560782e-07,0.01024992341487248,6.607034334308009e-07,0.01097071945782679,7.429759055685972e-07,0.0118165121434007,7.854990624708956e-07,0.01218411933629716,8.513697821102608e-07,0.0130922263957214,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.456570459494742e-07,0.4928047482181134,5.15671246102987e-07,0.3117732119248341,4.783230694324164e-07,0.1816669520577651,5.001396222096553e-07,1.365195969923322,5.499257707643702e-07,3.000520262040557,6.110637406560782e-07,3.000601006803144,6.607034334308009e-07,2.999027471221807,7.429759055685972e-07,2.998864778312724,7.854990624708956e-07,2.948053131097613,8.513697821102608e-07,2.850818708981008
5.47052139975843e-07,0.003581030585676398,5.170247703134635e-07,0.0052777238624591,4.786947879990601e-07,0.006764752457624534,5.011355719967298e-07,0.008035784708446103,5.514484535784703e-07,0.009209720493586237,6.132632609316226e-07,0.0101791454906175,6.614891400946887e-07,0.01093845342884998,7.460150794304961e-07,0.01168279774929594,7.874707078734097e-07,0.0122136304835742,8.542196996126599e-07,0.01303356415238366,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.47052139975843e-07,0.4925931452296295,5.170247703134635e-07,0.3060718242134107,4.786947879990601e-07,0.181664513937716,5.011355719967298e-07,1.164406439107246,5.514484535784703e-07,3.000510409117577,6.132632609316226e-07,3.00059111762732,6.614891400946887e-07,2.999163133911338,7.460150794304961e-07,2.999324904378144,7.874707078734097e-07,2.955778210715542,8.542196996126599e-07,2.878959614372238
5.480918950045301e-07,0.003571993379295736,5.18640910265795e-07,0.005276841998739052,4.794382251323475e-07,0.006758369483107304,5.025537274882973e-07,0.008050216689362785,5.525464835150483e-07,0.009223180837904708,6.152580946177167e-07,0.0101047216030734,6.630605534224643e-07,0.0108862466062953,7.468344849757426e-07,0.01164602820598983,7.880506201353156e-07,0.01221924827524951,8.551833039045006e-07,0.01299516791205751,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.480918950045301e-07,0.492474895645285,5.18640910265795e-07,0.3006857337436167,4.794382251323475e-07,0.1816591623387714,5.025537274882973e-07,0.9065082982211532,5.525464835150483e-07,3.000502323613159,6.152580946177167e-07,3.000579387461013,6.630605534224643e-07,2.999405978301088,7.468344849757426e-07,2.99942602863434,7.880506201353156e-07,2.957819380933639,8.551833039045006e-07,2.887235231670595
5.491905156827453e-07,0.003561339147703167,5.200813090469101e-07,0.00530504008997134,4.806928093361613e-07,0.006772498964756358,5.03756111056481e-07,0.008083546910191019,5.536796836798793e-07,0.009244509047599629,6.158936416169716e-07,0.0100858251939904,6.647331760462026e-07,0.01086451592867356,7.484732960662356e-07,0.01158632721895746,7.892104446591274e-07,0.01224055553932009,8.571105124881821e-07,0.01290113341263166,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.491905156827453e-07,0.4923782411080408,5.200813090469101e-07,0.2969798377890631,4.806928093361613e-07,0.1816525083539826,5.03756111056481e-07,0.731708124967048,5.536796836798793e-07,3.000491511060498,6.158936416169716e-07,3.000575905813648,6.647331760462026e-07,2.999621912556263,7.484732960662356e-07,2.999607196864197,7.892104446591274e-07,2.961672702081716,8.571105124881821e-07,2.902209092025086
5.503064954596003e-07,0.003558802658876094,5.214132040887868e-07,0.005321650278930551,4.817848374694126e-07,0.006800582985697052,5.051542976656627e-07,0.008108881904550976,5.547752165975503e-07,0.009264362708999869,6.171647356154815e-07,0.01006507263013755,6.667648023246585e-07,0.01090118917638867,7.502268876686283e-07,0.01155398295234194,7.903574344518683e-07,0.01227712871471246,8.604189564383731e-07,0.01274046340181571,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.503064954596003e-07,0.4923043494499434,5.214132040887868e-07,0.2943485269272236,4.817848374694126e-07,0.1816463395209823,5.051542976656627e-07,0.5622150936656796,5.547752165975503e-07,3.000481049269168,6.171647356154815e-07,3.000568246465083,6.667648023246585e-07,2.999837140484689,7.502268876686283e-07,2.999770873628778,7.903574344518683e-07,2.965152768631766,8.604189564383731e-07,2.923600876961473
5.518342400760319e-07,0.003572542439956291,5.228551049460167e-07,0.005315229780974796,4.831521722230874e-07,0.006822877491802082,5.061995168532013e-07,0.008115751306296114,5.569662824328921e-07,0.009271907132780921,6.19013995631861e-07,0.01008619968031947,6.684669280194575e-07,0.01093557630697663,7.524935994522088e-07,0.01158197573582292,7.919270749241867e-07,0.01234272664167043,8.611525471137288e-07,0.01271399267345327,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.518342400760319e-07,0.4922292504752899,5.228551049460167e-07,0.2921332168101943,4.831521722230874e-07,0.181640048941252,5.061995168532013e-07,0.4420736619762993,5.569662824328921e-07,3.000449724428228,6.19013995631861e-07,3.000556312695715,6.684669280194575e-07,2.999982354310979,7.524935994522088e-07,2.999943239466151,7.919270749241867e-07,2.969423352909445,8.611525471137288e-07,2.927671422252944
5.531539783726038e-07,0.003582352099665913,5.239394857379412e-07,0.005303767842988368,4.84147993514382e-07,0.006824683968484776,5.073801712699206e-07,0.008126547321908414,5.590281863209694e-07,0.009221875456613569,6.2045881391942e-07,0.01012214361020668,6.705368491666036e-07,0.01096363704873048,7.543464580812419e-07,0.01161795102322383,7.942468177058543e-07,0.01244634039469464,8.626197284644402e-07,0.01267505962153823,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.531539783726038e-07,0.4921865036050163,5.239394857379412e-07,0.2908321575949581,4.84147993514382e-07,0.1816342563633277,5.073801712699206e-07,0.3357711036564555,5.590281863209694e-07,3.000409202746221,6.2045881391942e-07,3.000546651000644,6.705368491666036e-07,3.00012650990656,7.543464580812419e-07,3.000056489738988,7.942468177058543e-07,2.974832579236844,8.626197284644402e-07,2.935195892678226
5.546845388462899e-07,0.003574944597278021,5.249575763009097e-07,0.005290281954675784,4.852703150118019e-07,0.006823758635511177,5.083654979470224e-07,0.008134985948606864,5.611194474064517e-07,0.009157581350142507,6.221509043247263e-07,0.0101465395860977,6.72093678778079e-07,0.01100945987835387,7.565452279915732e-07,0.01164938645416089,7.970750506989945e-07,0.01251624115264582,8.645587272267524e-07,0.01266419801405651,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.546845388462899e-07,0.4921499803805352,5.249575763009097e-07,0.2898358594881303,4.852703150118019e-07,0.1816292164028145,5.083654979470224e-07,0.2843961099399124,5.611194474064517e-07,3.000309965992084,6.221509043247263e-07,3.000535924181748,6.72093678778079e-07,3.000212274609918,7.565452279915732e-07,3.000165962397083,7.970750506989945e-07,2.980196082165959,8.645587272267524e-07,2.943997350677836
5.558840638999331e-07,0.003562658528104914,5.263558256361605e-07,0.005273801137936565,4.86213576457603e-07,0.006820607294502309,5.096979328131702e-07,0.008132706411815514,5.616152679110322e-07,0.009145662754026991,6.233111907401868e-07,0.01016481527399638,6.73352487567932e-07,0.01105670303073989,7.582700701751521e-07,0.01170482909127867,7.998193436500158e-07,0.01249451729524819,8.668620911628222e-07,0.01269794057354492,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.558840638999331e-07,0.4921326834030275,5.263558256361605e-07,0.2887337290389159,4.86213576457603e-07,0.1816266593260319,5.096979328131702e-07,0.2421470371317838,5.616152679110322e-07,3.000280025838665,6.233111907401868e-07,3.000527948573816,6.73352487567932e-07,3.000271497719014,7.582700701751521e-07,3.000233837659699,7.998193436500158e-07,2.984349996841163,8.668620911628222e-07,2.952962692666644
5.570149669971387e-07,0.003558394938631078,5.277906276746598e-07,0.005281836036208499,4.874875814237036e-07,0.006806128122699723,5.114537456578364e-07,0.008101610590933291,5.626069089201932e-07,0.009131095865182768,6.236155597677663e-07,0.0101717632866368,6.75119618845261e-07,0.01110974410089154,7.596341551435466e-07,0.01176462614914292,8.023575212636942e-07,0.01240157803658413,8.689295188397598e-07,0.01272429946062863,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.570149669971387e-07,0.492119288660872,5.277906276746598e-07,0.2878656157683603,4.874875814237036e-07,0.1816300810311098,5.114537456578364e-07,0.2087229895583051,5.626069089201932e-07,3.000247526793921,6.236155597677663e-07,3.000525929693293,6.75119618845261e-07,3.000340246638729,7.596341551435466e-07,3.000279446587387,8.023575212636942e-07,2.987450951825765,8.689295188397598e-07,2.959796928732577
5.584489830292922e-07,0.003569770821658754,5.291697161062898e-07,0.005310198847870462,4.893827483277518e-07,0.006771068527330766,5.130610230409933e-07,0.008061462211391219,5.642800848008706e-07,0.009147821887272437,6.242242978229253e-07,0.01018789842310396,6.773431229118256e-07,0.01112160761461504,7.613385429375794e-07,0.01183043371772565,8.062151173984384e-07,0.01222103281328734,8.696170419300664e-07,0.01273311962921047,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5.584489830292922e-07,0.4921110380158364,5.291697161062898e-07,0.2872298343337754,4.893827483277518e-07,0.181646808626226,5.130610230409933e-07,0.1884919568538685,5.642800848008706e-07,3.000179361658139,6.242242978229253e-07,3.000521821414924,6.773431229118256e-07,3.000406936215129,7.613385429375794e-07,3.000326944809383,8.062151173984384e-07,2.991109602710637,8.696170419300664e-07,2.961840184148515
