Total; tran P (inv_wM3=5e-06) X,Total; tran P (inv_wM3=5e-06) Y,Total; tran P (inv_wM3=1e-05) X,Total; tran P (inv_wM3=1e-05) Y,Total; tran P (inv_wM3=1.5e-05) X,Total; tran P (inv_wM3=1.5e-05) Y,Total; tran P (inv_wM3=2e-05) X,Total; tran P (inv_wM3=2e-05) Y,Total; tran P (inv_wM3=2.5e-05) X,Total; tran P (inv_wM3=2.5e-05) Y,Total; tran P (inv_wM3=3e-05) X,Total; tran P (inv_wM3=3e-05) Y,Total; tran P (inv_wM3=3.5e-05) X,Total; tran P (inv_wM3=3.5e-05) Y,Total; tran P (inv_wM3=4e-05) X,Total; tran P (inv_wM3=4e-05) Y,Total; tran P (inv_wM3=4.5e-05) X,Total; tran P (inv_wM3=4.5e-05) Y,Total; tran P (inv_wM3=5e-05) X,Total; tran P (inv_wM3=5e-05) Y,/w_out (inv_wM3=5e-06) X,/w_out (inv_wM3=5e-06) Y,/w_out (inv_wM3=1e-05) X,/w_out (inv_wM3=1e-05) Y,/w_out (inv_wM3=1.5e-05) X,/w_out (inv_wM3=1.5e-05) Y,/w_out (inv_wM3=2e-05) X,/w_out (inv_wM3=2e-05) Y,/w_out (inv_wM3=2.5e-05) X,/w_out (inv_wM3=2.5e-05) Y,/w_out (inv_wM3=3e-05) X,/w_out (inv_wM3=3e-05) Y,/w_out (inv_wM3=3.5e-05) X,/w_out (inv_wM3=3.5e-05) Y,/w_out (inv_wM3=4e-05) X,/w_out (inv_wM3=4e-05) Y,/w_out (inv_wM3=4.5e-05) X,/w_out (inv_wM3=4.5e-05) Y,/w_out (inv_wM3=5e-05) X,/w_out (inv_wM3=5e-05) Y,frequency (inv_wM3=5e-06) X,frequency (inv_wM3=5e-06) Y,frequency (inv_wM3=1e-05) X,frequency (inv_wM3=1e-05) Y,frequency (inv_wM3=1.5e-05) X,frequency (inv_wM3=1.5e-05) Y,frequency (inv_wM3=2e-05) X,frequency (inv_wM3=2e-05) Y,frequency (inv_wM3=2.5e-05) X,frequency (inv_wM3=2.5e-05) Y,frequency (inv_wM3=3e-05) X,frequency (inv_wM3=3e-05) Y,frequency (inv_wM3=3.5e-05) X,frequency (inv_wM3=3.5e-05) Y,frequency (inv_wM3=4e-05) X,frequency (inv_wM3=4e-05) Y,frequency (inv_wM3=4.5e-05) X,frequency (inv_wM3=4.5e-05) Y
1.513840782541552e-07,0.001399608019090398,1.636806792233706e-07,0.001678214273406111,1.539572816904613e-07,0.001764403314504698,1.796462332311829e-07,0.001809332325202593,2.121838881568895e-07,0.001811796524886323,2.008554629008472e-07,0.001928969988840755,2.274474267362141e-07,0.001957542233056806,2.298166083215985e-07,0.001886003090209894,2.575043903307969e-07,0.001974363037158688,2.383359370044703e-07,0.002006602724928564,1.513840782541552e-07,0.01642844856881493,1.636806792233706e-07,0.001467642101307661,1.539572816904613e-07,0.0001772188106487886,1.796462332311829e-07,4.482145259054426e-05,2.121838881568895e-07,1.851596116455284e-05,2.008554629008472e-07,1.013431021324929e-05,2.274474267362141e-07,6.478251072832748e-06,2.298166083215985e-07,4.643123299710218e-06,2.575043903307969e-07,3.555637774341318e-06,2.383359370044703e-07,2.916486774223784e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.556438389174071e-07,0.001370406928595807,1.661929868466459e-07,0.001679909319023447,1.573764914315445e-07,0.001734776604579465,1.8348057114546e-07,0.001787411936966797,2.162811217708823e-07,0.001798274779104077,2.035735906229436e-07,0.001938498989481714,2.314222765588735e-07,0.00195123625945829,2.31738093470162e-07,0.001896770990814336,2.62585330599032e-07,0.001985737947665679,2.436418925495646e-07,0.001963429585007245,1.556438389174071e-07,0.01642845366410236,1.661929868466459e-07,0.001467614958301779,1.573764914315445e-07,0.0001772123163740644,1.8348057114546e-07,4.481794561746508e-05,2.162811217708823e-07,1.851361289163164e-05,2.035735906229436e-07,1.013130878006503e-05,2.314222765588735e-07,6.476003881092764e-06,2.31738093470162e-07,4.641397622693049e-06,2.62585330599032e-07,3.553286627595912e-06,2.436418925495646e-07,2.91068811854626e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.59659798964204e-07,0.001344178467408374,1.6886165641139e-07,0.00166823251093147,1.60941569419187e-07,0.001708590198444855,1.876778221107754e-07,0.001763565147511165,2.203486717009177e-07,0.001810083889753262,2.060382148483065e-07,0.001939126799421216,2.358320684635686e-07,0.001954242115910982,2.34412229870472e-07,0.001921854969560376,2.67613460241798e-07,0.001981100153383525,2.487082494994562e-07,0.001919377715216872,1.59659798964204e-07,0.01642834289404211,1.6886165641139e-07,0.001467617757334026,1.60941569419187e-07,0.0001772070607617815,1.876778221107754e-07,4.481472372487682e-05,2.203486717009177e-07,1.851384109514611e-05,2.060382148483065e-07,1.012885879839187e-05,2.358320684635686e-07,6.47368967149339e-06,2.34412229870472e-07,4.639386695583603e-06,2.67613460241798e-07,3.551403165701277e-06,2.487082494994562e-07,2.905969503717746e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.635947074950164e-07,0.001340500527283445,1.725649530932919e-07,0.0016348709115789,1.643322078267167e-07,0.001690677635415999,1.91253005274542e-07,0.001756310468548114,2.211249476527342e-07,0.00181357373822509,2.097505014413446e-07,0.001931766398141697,2.395668482760405e-07,0.001964377518363839,2.368225009509418e-07,0.0019484616688102,2.71904634229757e-07,0.001984136830987954,2.546693414223176e-07,0.00188571375175263,1.635947074950164e-07,0.01642862577048184,1.725649530932919e-07,0.001467642946286185,1.643322078267167e-07,0.0001772025462103548,1.91253005274542e-07,4.481142220118148e-05,2.211249476527342e-07,1.851533323051295e-05,2.097505014413446e-07,1.012575668761926e-05,2.395668482760405e-07,6.472155870844227e-06,2.368225009509418e-07,4.637668378161331e-06,2.71904634229757e-07,3.549896341369191e-06,2.546693414223176e-07,2.901377436791892e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.644367378950406e-07,0.001343696617257413,1.761012808873107e-07,0.001599415298477246,1.676759448014607e-07,0.00168477742804314,1.951215451325056e-07,0.001769879757085203,2.226774995563673e-07,0.001822095197109393,2.13768993094524e-07,0.001926636428817022,2.432050287866646e-07,0.001971066655556583,2.392420054452462e-07,0.001965102935561671,2.75839416828153e-07,0.001996797928831965,2.591683355542269e-07,0.00188958521303195,1.644367378950406e-07,0.01642873205512526,1.761012808873107e-07,0.001467622434018767,1.676759448014607e-07,0.0001771968298113221,1.951215451325056e-07,4.481374861993663e-05,2.226774995563673e-07,1.851007611152011e-05,2.13768993094524e-07,1.012269986739051e-05,2.432050287866646e-07,6.470684785953977e-06,2.392420054452462e-07,4.63614946005663e-06,2.75839416828153e-07,3.548774571693905e-06,2.591683355542269e-07,2.898245872383404e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.661207986950889e-07,0.001352658866619044,1.797301190407182e-07,0.00157203379229632,1.713270686946672e-07,0.00169845261850569,1.980573995960837e-07,0.00178982272045889,2.234537755081838e-07,0.00182732018027754,2.174192781296671e-07,0.001930227296530047,2.482566117529491e-07,0.001960827978774028,2.417057681098222e-07,0.001973609631586847,2.796342168749223e-07,0.002011108622967286,2.63223921151389e-07,0.00190505567746612,1.661207986950889e-07,0.01642868616931679,1.797301190407182e-07,0.00146760663245694,1.713270686946672e-07,0.0001772018628850922,1.980573995960837e-07,4.4807581134959e-05,2.234537755081838e-07,1.851293567935612e-05,2.174192781296671e-07,1.012044812038042e-05,2.482566117529491e-07,6.469048270190954e-06,2.417057681098222e-07,4.634668695181164e-06,2.796342168749223e-07,3.547711065929003e-06,2.63223921151389e-07,2.895867183299471e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.66841864865061e-07,0.0013574084604125,1.830675208587677e-07,0.001566547425541177,1.720196898192414e-07,0.001702473177933808,1.988570013964422e-07,0.001797593897515145,2.250063274118168e-07,0.001841805014443036,2.209593585477868e-07,0.001935422571399843,2.535845771740913e-07,0.001920655504912316,2.445334817133591e-07,0.001975533645561703,2.842277631846635e-07,0.002020682389805179,2.641481823157084e-07,0.001908699805070222,1.66841864865061e-07,0.01642922288435898,1.830675208587677e-07,0.001467239278349394,1.720196898192414e-07,0.0001772023067424268,1.988570013964422e-07,4.480837259695373e-05,2.250063274118168e-07,1.8510321333772e-05,2.209593585477868e-07,1.01185286443185e-05,2.535845771740913e-07,6.467526777004238e-06,2.445334817133591e-07,4.633130891762801e-06,2.842277631846635e-07,3.546641405279575e-06,2.641481823157084e-07,2.895425418125797e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.682839972050052e-07,0.001368412175205548,1.862536585582252e-07,0.001578668791978549,1.734049320683896e-07,0.001711937845503912,2.004562049971591e-07,0.001816671482491839,2.265801296035591e-07,0.001860704924592716,2.250375334510081e-07,0.001930445827483058,2.576089856837272e-07,0.001884534786510538,2.481809313028368e-07,0.001970154177218545,2.881311468113558e-07,0.002018358775175284,2.659967046443472e-07,0.001916950931987218,1.682839972050052e-07,0.01642822208660362,1.862536585582252e-07,0.001468241628722891,1.734049320683896e-07,0.0001771885946327363,2.004562049971591e-07,4.480286803258103e-05,2.265801296035591e-07,1.850932081315702e-05,2.250375334510081e-07,1.011658357970453e-05,2.576089856837272e-07,6.465708114689201e-06,2.481809313028368e-07,4.631377316142997e-06,2.881311468113558e-07,3.545772236567946e-06,2.659967046443472e-07,2.893663500154213e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.705654478715083e-07,0.001386988318904099,1.86981102271535e-07,0.001583482708172626,1.740975531929638e-07,0.001717364511603211,2.028085666617124e-07,0.001844471760800329,2.285815844759486e-07,0.001884139849316641,2.301901476665992e-07,0.00189612311984852,2.621823653527685e-07,0.001853442385095693,2.529771586157089e-07,0.001968384914726594,2.925359389555434e-07,0.002003150783272625,2.694058512192606e-07,0.001943723331838501,1.705654478715083e-07,0.01642766639721847,1.86981102271535e-07,0.001467921715426163,1.740975531929638e-07,0.0001771913078996051,2.028085666617124e-07,4.480944310621535e-05,2.285815844759486e-07,1.851095696109619e-05,2.301901476665992e-07,1.011456549052789e-05,2.621823653527685e-07,6.465753258403623e-06,2.529771586157089e-07,4.629316435141728e-06,2.925359389555434e-07,3.544937992109804e-06,2.694058512192606e-07,2.893691850485714e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.724665928543701e-07,0.001400438746810574,1.884359896981547e-07,0.001594808275886838,1.75482795442112e-07,0.00173095984457344,2.045302570415643e-07,0.001857820459822645,2.30494009974245e-07,0.001898936355416068,2.346269151185612e-07,0.001857131969665615,2.66085735529411e-07,0.001848333784599459,2.566813712235115e-07,0.00197728216831803,2.965648723230011e-07,0.001974599887376726,2.718050409596796e-07,0.001968114373811289,1.724665928543701e-07,0.01642879285668041,1.884359896981547e-07,0.001467438942000328,1.75482795442112e-07,0.0001771943951842945,2.045302570415643e-07,4.481043933609589e-05,2.30494009974245e-07,1.851136908302519e-05,2.346269151185612e-07,1.011305534776377e-05,2.66085735529411e-07,6.464861411498013e-06,2.566813712235115e-07,4.627925945758408e-06,2.965648723230011e-07,3.544219506265824e-06,2.718050409596796e-07,2.891351825516008e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1.748984676382537e-07,0.001411107200106323,1.891634334114645e-07,0.001601336542146439,1.768518461305465e-07,0.001747262289243515,2.067799774854566e-07,0.001867689887181756,2.328818453539831e-07,0.001909039277029755,2.38681900719075e-07,0.001830552184558464,2.699255772107842e-07,0.001860938156210884,2.60459697235724e-07,0.001990391902571652,3.012481777819626e-07,0.001932484921209719,2.745807797102885e-07,0.001986476308443055,1.748984676382537e-07,0.01642849334467896,1.891634334114645e-07,0.001467938914507409,1.768518461305465e-07,0.0001771832785401274,2.067799774854566e-07,4.480968671488911e-05,2.328818453539831e-07,1.851250335495244e-05,2.38681900719075e-07,1.011178765155669e-05,2.699255772107842e-07,6.464765558976079e-06,2.60459697235724e-07,4.626682288279504e-06,3.012481777819626e-07,3.543466805157694e-06,2.745807797102885e-07,2.890528827906019e-06,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
