Total; tran P X,Total; tran P Y
0,0.003040069035528371
4.8828125e-12,0.003040051378829715
1.46484375e-11,0.003040042069992594
3.417968750000001e-11,0.003040030717300313
7.324218750000002e-11,0.003039999862073966
1.513671875000001e-10,0.00303993710870307
3.076171875000001e-10,0.003039794264287885
6.201171875000003e-10,0.003039389866761794
1.2451171875e-09,0.003037945634817422
2.370520618457269e-09,0.003033512512187488
3.762675629791279e-09,0.003029075261276533
5e-09,0.003024557301385344
5.312104813140681e-09,0.003019870875684671
5.790447549747255e-09,0.003013043992646093
6.213004378238778e-09,0.003007413160079091
7.058118035221823e-09,0.00299715663712982
8.748345349187912e-09,0.002983024907934812
1.10309543183254e-08,0.00297730657862615
1.43125906893529e-08,0.002981820727082842
1.667209752568918e-08,0.002994678282081843
2.031043777227188e-08,0.003025738380107588
2.425354769848745e-08,0.003064892608642043
2.897138083970092e-08,0.003102816471855942
3.33791249799185e-08,0.003115463706299512
3.857745404767277e-08,0.003099247687014355
4.321535506867442e-08,0.003073836778127735
4.729415877728619e-08,0.003056449671831928
5.097972623495242e-08,0.003047289835753536
5.747843506565854e-08,0.003040153824834287
6.446544073457927e-08,0.003039448049979976
6.960835110657064e-08,0.003040619547544957
7.565845139593954e-08,0.003041545711958844
8.331424248771488e-08,0.003042844699551844
9.278660903186073e-08,0.003046704701235669
1.021539639092627e-07,0.003048781173667287
1.08953928961979e-07,0.00304744159791993
1.167239662994269e-07,0.00304972588612886
1.242675315147085e-07,0.00305178742003348
1.353251167865221e-07,0.003053252892544724
1.42662558393261e-07,0.003053423517839785
1.5e-07,0.003054736407231901
1.505427691393699e-07,0.003046443431325911
1.514338113471136e-07,0.003032471297628049
1.526178194326523e-07,0.002991076448688253
1.538089097163261e-07,0.002955523950442798
1.55e-07,0.00292290517468229
1.553065423640933e-07,0.002894180988648183
1.557655345537494e-07,0.002855855056417715
1.561783847219285e-07,0.00282633783142684
1.570040850582869e-07,0.002776497250282259
1.584360199742694e-07,0.002708766225098257
1.60260803763264e-07,0.002652613841808697
1.624441545970562e-07,0.002613697487281252
1.653708173520655e-07,0.002577608106798963
1.678798974928129e-07,0.002552804490661012
1.716086935783583e-07,0.002529067080970524
1.755389876522214e-07,0.002516368736501056
1.809033172220499e-07,0.00251770893709477
1.859833601701964e-07,0.002528807293188762
1.907025698621982e-07,0.002536969748400198
1.947887090183726e-07,0.00254069226739011
1.992676088407941e-07,0.002538569806015952
2.02133804420397e-07,0.002535065537898692
2.05e-07,0.002527614214637461
2.053460750877798e-07,0.002526662586141638
2.060061629353079e-07,0.002529656290348822
2.066746362511539e-07,0.002551693936153593
2.080115828828459e-07,0.002681597187051633
2.090057914414229e-07,0.002837667341851711
2.1e-07,0.002996108812778277
2.102749460369619e-07,0.002973181026262661
2.106850661813239e-07,0.002941130333597638
2.110563450848059e-07,0.002914201902348676
2.117989028917698e-07,0.00286552662395243
2.130909555676914e-07,0.00279533797561913
2.147885170501859e-07,0.002728725779644598
2.153708597316783e-07,0.002712034005008138
2.16535545094663e-07,0.002686787130755606
2.180300206646796e-07,0.002667109459766386
2.194328170546298e-07,0.002658864014030736
2.222384098345303e-07,0.002654786328708775
2.242975011504974e-07,0.002656087115354666
2.266104212620492e-07,0.002659394559136523
2.292020320364367e-07,0.002663251612539125
2.330689054102512e-07,0.002668008059551307
2.374810354414948e-07,0.002671649025506461
2.431893587122753e-07,0.002674242301764703
2.505036795797086e-07,0.002675220729197958
2.613048891874138e-07,0.002674092608297924
2.749889680623816e-07,0.002671103557086196
2.914143725491366e-07,0.002667576993076064
3.115728522848759e-07,0.002664261207477648
3.406439389801292e-07,0.002661006315738333
3.703219694900646e-07,0.002658809726009762
4e-07,0.00265728524376518
4.0125e-07,0.002652796161737531
4.028039183222543e-07,0.002647217425954591
4.05e-07,0.002636062439252108
4.053732824781658e-07,0.002630815888525996
4.060069251677222e-07,0.002622482928761347
4.065894074076907e-07,0.002615515510281703
4.077543718876277e-07,0.002603423373992273
4.100843008475016e-07,0.002589698512661992
4.121253104332382e-07,0.002581836484348376
4.143313187950177e-07,0.00257340049345652
4.169288049442614e-07,0.002564904784208463
4.213735255836136e-07,0.002555869642525071
4.258576742094606e-07,0.002551489299054091
4.33330853518755e-07,0.002549532756297722
4.413522929327114e-07,0.00255030562954311
4.481761464663557e-07,0.002551304941915039
4.55e-07,0.002552216006635332
4.553125e-07,0.002550070114504327
4.559291728948548e-07,0.0025648503851889
4.570285264517043e-07,0.002818282883676452
4.582593503831478e-07,0.003578260309622791
4.591296751915739e-07,0.004343533337059078
4.6e-07,0.005128789705411334
4.602683707068931e-07,0.005027029866958001
4.606485182245836e-07,0.004890246674582676
4.609948255514099e-07,0.004770596216456766
4.616874402050624e-07,0.004542478500278757
4.626014256159368e-07,0.004264011268803257
4.639332173505843e-07,0.003910313725933427
4.657968888436895e-07,0.003532240550830006
4.664741510831126e-07,0.003429609761924982
4.678286755619588e-07,0.003278151588967489
4.683289450285384e-07,0.003237498044556922
4.693294839616977e-07,0.003173772957480836
4.706650626262275e-07,0.003120451661889047
4.729806187843716e-07,0.0030879285040212
4.746372904593645e-07,0.00307894539692971
4.768516163928107e-07,0.003074012092258487
4.790258260672444e-07,0.003072261465621634
4.823080339060573e-07,0.003071541797127009
4.863889235525584e-07,0.003071334507888772
4.917418132650923e-07,0.003071166395854055
4.986187052725486e-07,0.003070890737815425
5.084479433370408e-07,0.003070504693369608
5.234626089087065e-07,0.00307000456885485
5.507925316006846e-07,0.003069354250732485
5.778962658003423e-07,0.003068906694833594
6.049999999999999e-07,0.003068579570108606
6.053125e-07,0.003068577995155418
6.059291728948549e-07,0.003071956746231863
6.071625186845647e-07,0.003131432641735051
6.084640871995219e-07,0.00329534479266208
6.092320435997609e-07,0.003422161791515515
6.099999999999999e-07,0.003541394279219528
6.102604976500879e-07,0.003519081462381139
6.106145099357546e-07,0.00349033712020739
6.109389252381711e-07,0.003465500338967033
6.11587755843004e-07,0.003419528643646831
6.128445210759883e-07,0.003342546212574677
6.144399294427472e-07,0.003265105733847091
6.165699547925184e-07,0.003190787159505487
6.190740574471969e-07,0.003140638614164724
6.210428077441191e-07,0.003120475741002021
6.241921450562682e-07,0.003099707689369805
6.273537436734748e-07,0.003088428872280971
6.298858802304678e-07,0.003083143478340896
6.335169714964178e-07,0.00307837317385719
6.380257112966347e-07,0.003075052521613947
6.439966684817093e-07,0.003072911230273047
6.517933514787214e-07,0.003071774724470728
6.620168886849794e-07,0.003071299627727576
6.743839601806479e-07,0.003071109311194835
6.885884660874632e-07,0.003070525443702924
7.017574063896485e-07,0.003069889725282489
7.149938259156045e-07,0.003069420995023859
7.341139165421974e-07,0.003068930328712199
7.5e-07,0.003068636896925759
7.507667239554623e-07,0.003058955951902574
7.518885207649647e-07,0.003039813969355281
7.534442603824823e-07,0.002985326411072931
7.55e-07,0.002928478887713633
7.553413878143178e-07,0.00289631012954272
7.558812053217738e-07,0.00285141325278523
7.563618257791028e-07,0.002817615084479342
7.573230666937608e-07,0.002760036913998222
7.588548634927612e-07,0.00269097167157399
7.608678068017305e-07,0.002645221880509555
7.63179079153499e-07,0.002615921849641464
7.654736507809334e-07,0.002592611859223231
7.682434606920495e-07,0.002576668358851301
7.72001098030857e-07,0.00257921927681008
7.76289041666877e-07,0.002598844416308357
7.838578389799564e-07,0.002621803167751231
7.895928011527793e-07,0.002604074766236908
7.951659303278675e-07,0.002578434304654525
7.975829651639337e-07,0.002575702444144335
8e-07,0.002582290953502499
8.003230467228997e-07,0.002583913727679025
8.009535176605016e-07,0.002587559596087749
8.015588256050723e-07,0.002590569511661052
8.027694414942137e-07,0.002595784118208299
8.040636973871264e-07,0.002603198448333125
8.049999999999999e-07,0.002608655428676403
8.052842082355468e-07,0.002608695561219921
8.057034854835524e-07,0.002609474160957428
8.06067063796353e-07,0.002610840260451891
8.067942204219543e-07,0.002614791335703846
8.082253575724945e-07,0.002625090107354169
8.09986907763702e-07,0.00263930372543793
8.121847636526766e-07,0.002655783062168142
8.149280365163109e-07,0.002670043975387476
8.189230779713321e-07,0.00267276723699804
8.243298321772459e-07,0.002650261084118226
8.287570627465834e-07,0.002629613251792806
8.327600436470733e-07,0.002620422948909224
8.37682469235282e-07,0.002617679586542498
8.425809427126582e-07,0.002616241860447169
8.487216816148781e-07,0.002617123132793824
8.530848726448384e-07,0.002617754187408016
8.607300054259689e-07,0.002618383010740611
8.686408096630425e-07,0.002618146391785854
8.795770960182048e-07,0.002617222308171067
8.924449060595343e-07,0.002615923072761849
9.102516239588465e-07,0.002614418028983831
9.354989034956436e-07,0.002612878655153672
9.702494517478216e-07,0.002611493198822546
1.005e-06,0.002610585419002269
1.0053125e-06,0.00260999302199198
1.005929172894855e-06,0.002609075288773846
1.007162518684565e-06,0.00261126773817671
1.008431883610444e-06,0.002618204708368378
1.01e-06,0.002627230198520292
1.010350206584793e-06,0.002626962738359218
1.010877785405558e-06,0.002627345790597008
1.011360779432624e-06,0.002627883648263474
1.012326767486756e-06,0.00262891671368981
1.013449771768815e-06,0.002629881567212335
1.015032071050883e-06,0.002630907581101794
1.017119657467383e-06,0.002631674190952734
1.020185144775682e-06,0.002632077638488842
1.023980542005133e-06,0.002632151999049589
1.029237824980571e-06,0.002632109018025732
1.037470020493148e-06,0.002631989500438112
1.046235010246574e-06,0.002631861204441178
1.055e-06,0.00263174073846395
1.0553125e-06,0.0026292575512896
1.055929172894855e-06,0.002643222928838111
1.057162518684565e-06,0.002957012517826768
1.058416429164505e-06,0.003793306778239223
1.059208214582252e-06,0.004505742203373751
1.06e-06,0.005216453587597385
1.060263170262896e-06,0.005114992279499932
1.06062350123107e-06,0.004983642734929471
1.060953248383429e-06,0.004868823072931064
1.061612742688145e-06,0.004650790295866483
1.062512846747196e-06,0.004375920091527359
1.063812452751413e-06,0.004028414982397029
1.065490882311502e-06,0.003674250968194061
1.067815016154782e-06,0.003360024052891438
1.070417354510053e-06,0.003188343757703019
1.072706202140646e-06,0.003134813052866702
1.075580704997054e-06,0.003104074611292464
1.078706683891267e-06,0.003088683190508269
1.081174678758792e-06,0.003082523970336968
1.084756407636186e-06,0.003077577386407987
1.089356259638729e-06,0.003074320341048837
1.095533867449625e-06,0.003072356156488101
1.103498943125193e-06,0.003071327542427746
1.11345914529601e-06,0.003070948746603265
1.125831745712664e-06,0.00307076825031493
1.140029200346616e-06,0.00307018633598078
1.152965968972544e-06,0.003069579185671662
1.166297331433566e-06,0.003069128965648787
1.186090252973539e-06,0.00306864547270865
1.2e-06,0.00306840373295891
1.200721156006859e-06,0.00306652321467882
1.201798053408336e-06,0.003063629069092443
1.203565245181746e-06,0.003056762429984607
1.205e-06,0.003050619521339637
1.205339718314314e-06,0.003045670206350962
1.205872129466891e-06,0.003038340727557612
1.206333645286009e-06,0.003032468097672083
1.207256676924245e-06,0.003021936936225055
1.209102740200717e-06,0.003009172765742957
1.211151164054496e-06,0.003004755316278343
1.213538860955663e-06,0.003006076084321171
1.215867567717163e-06,0.003014948429400443
1.219461795206189e-06,0.003040564667852436
1.223128323762505e-06,0.003072275415425992
1.229581468466236e-06,0.003114241646465914
1.23554387132104e-06,0.003115074001561927
1.24186313956374e-06,0.003092662725803648
1.246434279685771e-06,0.003079558172874394
1.250611871110863e-06,0.003071964717854003
1.255711958535728e-06,0.003067303017226253
1.26093440624445e-06,0.003066668688398964
1.26596809726224e-06,0.003067458891068936
1.272791836379154e-06,0.003068675141495392
1.280245247988964e-06,0.003069432943801243
1.289469547421368e-06,0.003069690570745919
1.300886874160971e-06,0.003069499029743271
1.316435996072126e-06,0.003069094174029808
1.333217998036063e-06,0.003068703144537734
1.35e-06,0.003068422293835631
1.3503125e-06,0.003067922406794182
1.350929172894855e-06,0.003066137499820238
1.352162518684565e-06,0.003035003243692823
1.353581259342282e-06,0.002985037788852562
1.355e-06,0.002934845827415176
1.355336270703196e-06,0.002902605269599078
1.355847684554283e-06,0.002859219975639043
1.356304802867453e-06,0.002826323786366337
1.357219039493793e-06,0.002770154333098982
1.358721882577027e-06,0.002699611287148463
1.360676056565357e-06,0.002653994334063213
1.362894679799136e-06,0.002629344684599743
1.365197988797146e-06,0.002614583293323132
1.367841049496257e-06,0.002614491410966004
1.371871113970585e-06,0.002649693647087
1.375935236150717e-06,0.002703551443011425
1.381176434977965e-06,0.002757880201800194
1.387009188967643e-06,0.002752206377021825
1.392801683279827e-06,0.002676034581710913
1.397446597005844e-06,0.002616107340526789
1.40154966165338e-06,0.002600627815420073
1.405e-06,0.002612660680441017
1.405373908281053e-06,0.002614608089098097
1.405547663654142e-06,0.002615749106678007
1.405895174400321e-06,0.002620415396484907
1.406590195892679e-06,0.002645402549635406
1.407962813643747e-06,0.002784216739629655
1.409166619977969e-06,0.002983317811329838
1.41e-06,0.003120732256458773
1.410198018960151e-06,0.003105437527198997
1.41057914581609e-06,0.003077690549512736
1.410906207156189e-06,0.003055544613645678
1.411560329836389e-06,0.003015156342109825
1.412767999228168e-06,0.002952194604966714
1.41435729682052e-06,0.002889563873433867
1.416474942258712e-06,0.002836701586782908
1.41721465303674e-06,0.002824305522417581
1.418694074592797e-06,0.002806365289224979
1.420340461019226e-06,0.002792959050347391
1.422024382983108e-06,0.002780682639304877
1.42485478530455e-06,0.002761729130731672
1.426953552955115e-06,0.002749173318000177
1.430119258737147e-06,0.002734808860277396
1.433451655980261e-06,0.0027267051692781
1.438204910360919e-06,0.002723923833431838
1.443548566538115e-06,0.002722566967990437
1.447812990472665e-06,0.002723189720169297
1.452022348990203e-06,0.0027238711863393
1.458964395403168e-06,0.002724550238624746
1.466749031274235e-06,0.002724325202376998
1.476520500332901e-06,0.002723280448425248
1.488419517659506e-06,0.002721726017410419
1.504560640381648e-06,0.002719877243060073
1.5266101694334e-06,0.002718017524768958
1.563416503542866e-06,0.002716024451117678
1.6e-06,0.002714814730275841
1.60125e-06,0.002710346245129001
1.602803918322254e-06,0.002704791982531188
1.605e-06,0.002693670836971101
1.605373278868118e-06,0.002688429915725926
1.606006921075987e-06,0.002680107282502435
1.606589402795119e-06,0.00267315016986029
1.607754366233382e-06,0.002661078022541495
1.610084293109909e-06,0.002647389738955479
1.612125337354495e-06,0.002639557279091556
1.6143313433034e-06,0.002631153078960012
1.616928849992158e-06,0.002622694192464609
1.621373495328215e-06,0.002613720347038512
1.625857702650878e-06,0.002609399462935003
1.633330818026588e-06,0.002607537265980981
1.641352294482969e-06,0.002608404120823059
1.648176147241484e-06,0.002609477645704063
1.655e-06,0.002610458082754103
1.6553125e-06,0.0026080364623977
1.655929172894855e-06,0.002622130124027819
1.657028526375266e-06,0.002877251147632265
1.658261047221298e-06,0.003645341979680782
1.659130523610649e-06,0.004413014036668463
1.66e-06,0.005195409441010927
1.660268332997359e-06,0.005091782682391429
1.660648272472655e-06,0.004953328549511998
1.660994406786419e-06,0.004832994272111307
1.661686675413945e-06,0.004604772448858269
1.662601032749617e-06,0.004326691869893521
1.663932229650336e-06,0.003973135881840499
1.665647805445969e-06,0.003614646061818813
1.668025649241823e-06,0.003293059750942787
1.670567017498828e-06,0.00312381538394922
1.672789033818938e-06,0.003071990683638848
1.675836355621043e-06,0.003048100258244535
1.678769301309752e-06,0.003053248328995376
1.681246815646178e-06,0.003068584805843463
1.684751957935367e-06,0.003095093000705911
1.689528444619112e-06,0.003122697267449406
1.694950631569506e-06,0.003125253761602207
1.700938370885979e-06,0.003103549265055079
1.705458591354658e-06,0.003087302669334675
1.709358707784733e-06,0.003078858210177059
1.71501755330106e-06,0.003072754621255905
1.720066895987663e-06,0.003071103245287426
1.725393185606449e-06,0.003071818850870789
1.730747387012275e-06,0.003072505708801472
1.738488715131948e-06,0.003073123235154521
1.746782667193917e-06,0.003073006181219716
1.758135491593385e-06,0.003072405091263056
1.772015119694151e-06,0.003071525270082179
1.791233155472277e-06,0.0030705706053656
1.805e-06,0.003070041264208242
1.8053125e-06,0.003070033992250306
1.805929172894855e-06,0.003073400452809555
1.807162518684565e-06,0.003132841374865624
1.808464031857192e-06,0.003296687556774616
1.809232015928596e-06,0.003423461354056744
1.81e-06,0.00354263685744492
1.810260498764182e-06,0.003520314370876159
1.810614518061171e-06,0.003491556813201671
1.810938939190291e-06,0.003466708719878497
