Total; tran P X,Total; tran P Y,/w_CLK X,/w_CLK Y,/w_D X,/w_D Y,/A X,/A Y,/B X,/B Y,/C X,/C Y,/D X,/D Y,/Z X,/Z Y
8.469609774208694e-07,0.003565746486873195,8.469609774208694e-07,3,8.469609774208694e-07,3,8.469609774208694e-07,3.008590941673121,8.469609774208694e-07,0.05628384763283666,8.469609774208694e-07,0.05675444508615363,8.469609774208694e-07,0.05617087300656074,8.469609774208694e-07,0.05528917751161552
8.494231021182632e-07,0.003495602891096079,8.494231021182632e-07,3,8.494231021182632e-07,3,8.494231021182632e-07,2.995404114134769,8.494231021182632e-07,0.05842701560182025,8.494231021182632e-07,0.05878049972279287,8.494231021182632e-07,0.05829442298666249,8.494231021182632e-07,0.05942242301416389
8.517129138433585e-07,0.003457393660901923,8.517129138433585e-07,3,8.517129138433585e-07,3,8.517129138433585e-07,2.988688530678696,8.517129138433585e-07,0.05728949447055746,8.517129138433585e-07,0.05757798221668557,8.517129138433585e-07,0.05734182916375669,8.517129138433585e-07,0.06008359995499168
8.54110680555414e-07,0.003430763454468346,8.54110680555414e-07,3,8.54110680555414e-07,3,8.54110680555414e-07,2.985684398733786,8.54110680555414e-07,0.05513469374536188,8.54110680555414e-07,0.05540754364950289,8.54110680555414e-07,0.05548503543447642,8.54110680555414e-07,0.06068182997871156
8.567482565484335e-07,0.003407755393579419,8.567482565484335e-07,3,8.567482565484335e-07,3,8.567482565484335e-07,2.984219384171065,8.567482565484335e-07,0.05240952922838823,8.567482565484335e-07,0.05257738493927654,8.567482565484335e-07,0.05296792279773278,8.567482565484335e-07,0.06032816402155066
8.60178976313014e-07,0.003381129363830526,8.60178976313014e-07,3,8.60178976313014e-07,3,8.60178976313014e-07,2.985680199692029,8.60178976313014e-07,0.04948427890035675,8.60178976313014e-07,0.04932156402009147,8.60178976313014e-07,0.04995757568910877,8.60178976313014e-07,0.05947294683064007
8.629406079879791e-07,0.003362565851158335,8.629406079879791e-07,3,8.629406079879791e-07,3,8.629406079879791e-07,2.988979496790965,8.629406079879791e-07,0.04741550998096702,8.629406079879791e-07,0.04710158475600332,8.629406079879791e-07,0.04781220847033672,8.629406079879791e-07,0.05845399218924701
8.652496684771241e-07,0.003350891366042854,8.652496684771241e-07,3,8.652496684771241e-07,3,8.652496684771241e-07,2.991648659254561,8.652496684771241e-07,0.04584892360809808,8.652496684771241e-07,0.04559303567310743,8.652496684771241e-07,0.04627975086157543,8.652496684771241e-07,0.05763630470524443
8.684286746101976e-07,0.003341091341043289,8.684286746101976e-07,3,8.684286746101976e-07,3,8.684286746101976e-07,2.993842798858926,8.684286746101976e-07,0.04412879528581019,8.684286746101976e-07,0.04385877703159292,8.684286746101976e-07,0.04447647926726656,8.684286746101976e-07,0.05634247385858326
8.711532527744663e-07,0.003337457836687643,8.711532527744663e-07,3,8.711532527744663e-07,3,8.711532527744663e-07,2.99520463952841,8.711532527744663e-07,0.04296998167949714,8.711532527744663e-07,0.04267744564794414,8.711532527744663e-07,0.04322258501146532,8.711532527744663e-07,0.0552140865873921
8.744155241260418e-07,0.003341519378791384,8.744155241260418e-07,3,8.744155241260418e-07,3,8.744155241260418e-07,2.996561501397495,8.744155241260418e-07,0.04167840207109707,8.744155241260418e-07,0.0415601475843167,8.744155241260418e-07,0.04200215285066284,8.744155241260418e-07,0.05391398343460368
8.771675718916552e-07,0.003352549158586578,8.771675718916552e-07,3,8.771675718916552e-07,3,8.771675718916552e-07,2.997543176186466,8.771675718916552e-07,0.04052555985087485,8.771675718916552e-07,0.0408027904946906,8.771675718916552e-07,0.04114679404693131,8.771675718916552e-07,0.05287238140732847
8.79663153931996e-07,0.003364990097212959,8.79663153931996e-07,3,8.79663153931996e-07,3,8.79663153931996e-07,2.998034168115143,8.79663153931996e-07,0.03943479552278836,8.79663153931996e-07,0.04020338108705816,8.79663153931996e-07,0.04046359093059584,8.79663153931996e-07,0.05194154925098523
8.830056841864351e-07,0.00337989789089682,8.830056841864351e-07,3,8.830056841864351e-07,3,8.830056841864351e-07,2.998489141840446,8.830056841864351e-07,0.03838415984191199,8.830056841864351e-07,0.03947025386097204,8.830056841864351e-07,0.0396307555581886,8.830056841864351e-07,0.05068403347036
8.859633789374198e-07,0.003388861962376844,8.859633789374198e-07,3,8.859633789374198e-07,3,8.859633789374198e-07,2.998803408860521,8.859633789374198e-07,0.03784217955682044,8.859633789374198e-07,0.03884000071832078,8.859633789374198e-07,0.03892888918290741,8.859633789374198e-07,0.04951241523827886
8.907032346395005e-07,0.00339398327146355,8.907032346395005e-07,3,8.907032346395005e-07,3,8.907032346395005e-07,2.999047051778368,8.907032346395005e-07,0.03749106148526931,8.907032346395005e-07,0.03779499300502124,8.907032346395005e-07,0.03781054096424267,8.907032346395005e-07,0.04749359987339876
8.945911760844108e-07,0.003390088016151201,8.945911760844108e-07,3,8.945911760844108e-07,3,8.945911760844108e-07,2.999039420663885,8.945911760844108e-07,0.03728836711327748,8.945911760844108e-07,0.03698399475126948,8.945911760844108e-07,0.03701327842349224,8.945911760844108e-07,0.04589345390789016
8.983929506840466e-07,0.003384109531352614,8.983929506840466e-07,3,8.983929506840466e-07,3,8.983929506840466e-07,2.999374641013639,8.983929506840466e-07,0.03609416461775392,8.983929506840466e-07,0.03633798576514136,8.983929506840466e-07,0.03638010122435596,8.983929506840466e-07,0.04453640448746875
9.022515799752666e-07,0.003379660095772517,9.022515799752666e-07,3,9.022515799752666e-07,3,9.022515799752666e-07,3.000160890424209,9.022515799752666e-07,0.03502548373331987,9.022515799752666e-07,0.03575793165371357,9.022515799752666e-07,0.03579942049266056,9.022515799752666e-07,0.04318350567250354
9.057322709100206e-07,0.003378459346891246,9.057322709100206e-07,3,9.057322709100206e-07,3,9.057322709100206e-07,3.000744370205127,9.057322709100206e-07,0.0346357643416891,9.057322709100206e-07,0.03515564056669583,9.057322709100206e-07,0.03517789144339974,9.057322709100206e-07,0.04177357477556348
9.104454312691153e-07,0.00338077829965677,9.104454312691153e-07,3,9.104454312691153e-07,3,9.104454312691153e-07,3.001209433959012,9.104454312691153e-07,0.0345145673303134,9.104454312691153e-07,0.03415710059703259,9.104454312691153e-07,0.03417270497589214,9.104454312691153e-07,0.03960707436690718
9.168945968475711e-07,0.003388098753508868,9.168945968475711e-07,3,9.168945968475711e-07,3,9.168945968475711e-07,3.001487851552799,9.168945968475711e-07,0.03405572015049871,9.168945968475711e-07,0.03270853704791505,9.168945968475711e-07,0.03276263857291484,9.168945968475711e-07,0.03671282441963432
9.233118425765106e-07,0.003396185724828934,9.233118425765106e-07,3,9.233118425765106e-07,3,9.233118425765106e-07,3.001477328869588,9.233118425765106e-07,0.0329830183134537,9.233118425765106e-07,0.03160179183595285,9.233118425765106e-07,0.03174222009728032,9.233118425765106e-07,0.03455746189067223
9.298487509390571e-07,0.0034030548893795,9.298487509390571e-07,3,9.298487509390571e-07,3,9.298487509390571e-07,3.001383809301033,9.298487509390571e-07,0.03191669166046304,9.298487509390571e-07,0.03098695785505862,9.298487509390571e-07,0.03119462126280319,9.298487509390571e-07,0.03319239597168196
9.370825332043344e-07,0.003408515177362112,9.370825332043344e-07,3,9.370825332043344e-07,3,9.370825332043344e-07,3.001265626102915,9.370825332043344e-07,0.03124349879442312,9.370825332043344e-07,0.03068699324186707,9.370825332043344e-07,0.03094134178646561,9.370825332043344e-07,0.03232272402758005
9.451962099309424e-07,0.003412544549181276,9.451962099309424e-07,3,9.451962099309424e-07,3,9.451962099309424e-07,3.001170560592717,9.451962099309424e-07,0.03091895649797786,9.451962099309424e-07,0.03057702156219037,9.451962099309424e-07,0.03085125568862292,9.451962099309424e-07,0.03179136091973134
9.553567454099221e-07,0.003415650804401952,9.553567454099221e-07,3,9.553567454099221e-07,3,9.553567454099221e-07,3.001065824561177,9.553567454099221e-07,0.03080520654979484,9.553567454099221e-07,0.03054485594264535,9.553567454099221e-07,0.03082351645348661,9.553567454099221e-07,0.03142426779740574
9.681707799448482e-07,0.003417696957343239,9.681707799448482e-07,3,9.681707799448482e-07,3,9.681707799448482e-07,3.000972794778991,9.681707799448482e-07,0.03079690825757505,9.681707799448482e-07,0.03054400871007317,9.681707799448482e-07,0.0308108729079141,9.681707799448482e-07,0.03116441943961263
9.847105626904952e-07,0.003418661488833513,9.847105626904952e-07,3,9.847105626904952e-07,3,9.847105626904952e-07,3.000863777869165,9.847105626904952e-07,0.03078850506265639,9.847105626904952e-07,0.03054641111869226,9.847105626904952e-07,0.03079742507451206,9.847105626904952e-07,0.03098528982929016
1.006023594984226e-06,0.003418573436276129,1.006023594984226e-06,3,1.006023594984226e-06,3,1.006023594984226e-06,3.000758676483783,1.006023594984226e-06,0.03077503922000796,1.006023594984226e-06,0.03054962965735781,1.006023594984226e-06,0.03078022111173407,1.006023594984226e-06,0.0308647821441078
1.031950784597352e-06,0.003417911935764664,1.031950784597352e-06,3,1.031950784597352e-06,3,1.031950784597352e-06,3.000646560331329,1.031950784597352e-06,0.03075898950583706,1.031950784597352e-06,0.0305521174566398,1.031950784597352e-06,0.03076293434301137,1.031950784597352e-06,0.03078462004380366
1.05e-06,0.003417398140611295,1.05e-06,3,1.05e-06,3,1.05e-06,3.000588614096948,1.05e-06,0.03074977302548486,1.05e-06,0.03055303575048451,1.05e-06,0.03075259815085026,1.05e-06,0.03074978908919564
1.050826406573089e-06,0.003414838138958052,1.050826406573089e-06,2.504156056146874,1.050826406573089e-06,3,1.050826406573089e-06,2.974195825296912,1.050826406573089e-06,-0.006257566866238014,1.050826406573089e-06,-0.007050454392188738,1.050826406573089e-06,-0.00635085314418009,1.050826406573089e-06,0.03000354597077346
1.052017953486427e-06,0.003402237277887523,1.052017953486427e-06,1.789227908143712,1.052017953486427e-06,3,1.052017953486427e-06,2.952013817369824,1.052017953486427e-06,-0.04680901876468765,1.052017953486427e-06,-0.04735189102297195,1.052017953486427e-06,-0.04691803447493136,1.052017953486427e-06,0.0298793195664306
1.053508976743214e-06,0.00331198825357814,1.053508976743214e-06,0.8946139540719025,1.053508976743214e-06,3,1.053508976743214e-06,2.944355393496012,1.053508976743214e-06,-0.07357829344390343,1.053508976743214e-06,-0.07292115430894623,1.053508976743214e-06,-0.07357170053590958,1.053508976743214e-06,0.03075031401476967
1.054254488371607e-06,0.003276270304355841,1.054254488371607e-06,0.4473069770359337,1.054254488371607e-06,3,1.054254488371607e-06,2.940156259032602,1.054254488371607e-06,-0.08193663956307294,1.054254488371607e-06,-0.08118239252155146,1.054254488371607e-06,-0.08193261467540949,1.054254488371607e-06,0.03099800364901229
1.054440866278705e-06,0.003270554606608541,1.054440866278705e-06,0.3354802327770052,1.054440866278705e-06,3,1.054440866278705e-06,2.940586693136347,1.054440866278705e-06,-0.08372127269706384,1.054440866278705e-06,-0.08300290254191191,1.054440866278705e-06,-0.08371361554029903,1.054440866278705e-06,0.03116330845243214
1.054720433139352e-06,0.003263015913271339,1.054720433139352e-06,0.1677401163886123,1.054720433139352e-06,3,1.054720433139352e-06,2.945603545291205,1.054720433139352e-06,-0.08618995286817099,1.054720433139352e-06,-0.08551168011647392,1.054720433139352e-06,-0.08613777006182349,1.054720433139352e-06,0.03161660375414082
1.055e-06,0.003256147641470806,1.055e-06,9.237055564881302e-14,1.055e-06,3,1.055e-06,2.951885711812956,1.055e-06,-0.08800558018857912,1.055e-06,-0.0872108634897195,1.055e-06,-0.08789874672312528,1.055e-06,0.0320041770379615
1.055150413831573e-06,0.003227368447145346,1.055150413831573e-06,0,1.055150413831573e-06,3,1.055150413831573e-06,2.961497651540224,1.055150413831573e-06,-0.07948123530550148,1.055150413831573e-06,-0.07812258353032663,1.055150413831573e-06,-0.07931485473201128,1.055150413831573e-06,0.03236846851487922
1.055346655905282e-06,0.003194160755923696,1.055346655905282e-06,0,1.055346655905282e-06,3,1.055346655905282e-06,2.971612809183769,1.055346655905282e-06,-0.06912582549713325,1.055346655905282e-06,-0.06720251554685869,1.055346655905282e-06,-0.06888527372136857,1.055346655905282e-06,0.03278088855372951
1.05553489416812e-06,0.00316565373935394,1.05553489416812e-06,0,1.05553489416812e-06,3,1.05553489416812e-06,2.977617820907825,1.05553489416812e-06,-0.06050818275583397,1.05553489416812e-06,-0.0583285104951126,1.05553489416812e-06,-0.06021085433964452,1.05553489416812e-06,0.03306272973589401
1.055911370693797e-06,0.003113956686213826,1.055911370693797e-06,0,1.055911370693797e-06,3,1.055911370693797e-06,2.984436188420978,1.055911370693797e-06,-0.04603101648006722,1.055911370693797e-06,-0.04381799149184727,1.055911370693797e-06,-0.04566866164824904,1.055911370693797e-06,0.03336371925649671
1.056343060620176e-06,0.003060807851172009,1.056343060620176e-06,0,1.056343060620176e-06,3,1.056343060620176e-06,2.987980861723896,1.056343060620176e-06,-0.03284322312641415,1.056343060620176e-06,-0.03103341281789159,1.056343060620176e-06,-0.03247322001526771,1.056343060620176e-06,0.03341016618479311
1.056979255426879e-06,0.002991329861396566,1.056979255426879e-06,0,1.056979255426879e-06,3,1.056979255426879e-06,2.990446932431034,1.056979255426879e-06,-0.01801651401266714,1.056979255426879e-06,-0.01707484423035388,1.056979255426879e-06,-0.01769799342564202,1.056979255426879e-06,0.03318522972298286
1.057795800212331e-06,0.002913405684802321,1.057795800212331e-06,0,1.057795800212331e-06,3,1.057795800212331e-06,2.991964297508766,1.057795800212331e-06,-0.004595435353393141,1.057795800212331e-06,-0.00473870418853042,1.057795800212331e-06,-0.004372262197621031,1.057795800212331e-06,0.03270350783492863
1.059027436304764e-06,0.002814908821267385,1.059027436304764e-06,0,1.059027436304764e-06,3,1.059027436304764e-06,2.993266245957332,1.059027436304764e-06,0.008195770317773025,1.059027436304764e-06,0.006960157538160996,1.059027436304764e-06,0.008296365721973203,1.059027436304764e-06,0.03190111595749617
1.060878846526026e-06,0.002714880784847827,1.060878846526026e-06,0,1.060878846526026e-06,3,1.060878846526026e-06,2.9943131786547,1.060878846526026e-06,0.01781783077378768,1.060878846526026e-06,0.01617352440087503,1.060878846526026e-06,0.01790390373825893,1.060878846526026e-06,0.03047989406124914
1.062948321003804e-06,0.002652141838534536,1.062948321003804e-06,0,1.062948321003804e-06,3,1.062948321003804e-06,2.994895229130529,1.062948321003804e-06,0.02198055922173252,1.062948321003804e-06,0.02116788293135339,1.062948321003804e-06,0.02256492049002059,1.062948321003804e-06,0.02957234929643547
1.065435746440937e-06,0.002608262223601393,1.065435746440937e-06,0,1.065435746440937e-06,3,1.065435746440937e-06,2.99542848202643,1.065435746440937e-06,0.02409031578588392,1.065435746440937e-06,0.02444097824687357,1.065435746440937e-06,0.0252724633353233,1.065435746440937e-06,0.0295023534026994
1.067561660333805e-06,0.002586424813983625,1.067561660333805e-06,0,1.067561660333805e-06,3,1.067561660333805e-06,2.995848716910381,1.067561660333805e-06,0.02484574783800514,1.067561660333805e-06,0.02565885515323099,1.067561660333805e-06,0.02609997159610301,1.067561660333805e-06,0.02914617412789863
1.068282613497987e-06,0.002582814939799204,1.068282613497987e-06,0,1.068282613497987e-06,3,1.068282613497987e-06,2.996007717719904,1.068282613497987e-06,0.02493955567652968,1.068282613497987e-06,0.02559916845582472,1.068282613497987e-06,0.02594902701395132,1.068282613497987e-06,0.02857714086465525
1.069724519826351e-06,0.002581125845750903,1.069724519826351e-06,0,1.069724519826351e-06,3,1.069724519826351e-06,2.996350489616154,1.069724519826351e-06,0.02501918693769574,1.069724519826351e-06,0.02484092007242204,1.069724519826351e-06,0.02509556955742067,1.069724519826351e-06,0.02684197699677073
1.071291894405507e-06,0.002586489965351426,1.071291894405507e-06,0,1.071291894405507e-06,3,1.071291894405507e-06,2.996744212687714,1.071291894405507e-06,0.02508187426805572,1.071291894405507e-06,0.02374679766476979,1.071291894405507e-06,0.02383769523275002,1.071291894405507e-06,0.02503606623356578
1.073248447633529e-06,0.002609510225322122,1.073248447633529e-06,0,1.073248447633529e-06,3,1.073248447633529e-06,2.997216715972131,1.073248447633529e-06,0.02524769642136176,1.073248447633529e-06,0.02087155886013627,1.073248447633529e-06,0.02060055635334738,1.073248447633529e-06,0.02105272895844649
1.07528536606871e-06,0.00264959099226164,1.07528536606871e-06,0,1.07528536606871e-06,3,1.07528536606871e-06,2.997642175241284,1.07528536606871e-06,0.02536684226593399,1.07528536606871e-06,0.01535495985890693,1.07528536606871e-06,0.0147916638579111,1.07528536606871e-06,0.01397643046429012
1.077588295231356e-06,0.002694926392005503,1.077588295231356e-06,0,1.077588295231356e-06,3,1.077588295231356e-06,2.99803342288828,1.077588295231356e-06,0.02507463268752055,1.077588295231356e-06,0.00853859727746728,1.077588295231356e-06,0.007872242105891861,1.077588295231356e-06,0.006159974528393086
1.080440188775737e-06,0.002735759770211591,1.080440188775737e-06,0,1.080440188775737e-06,3,1.080440188775737e-06,2.998433009848269,1.080440188775737e-06,0.02425812484595996,1.080440188775737e-06,0.001938397094497523,1.080440188775737e-06,0.001317696912910145,1.080440188775737e-06,-0.0003333542140385857
1.083106208547612e-06,0.002752209834109468,1.083106208547612e-06,0,1.083106208547612e-06,3,1.083106208547612e-06,2.998747754804783,1.083106208547612e-06,0.0235982428951687,1.083106208547612e-06,-0.002260273984847266,1.083106208547612e-06,-0.002746044762881482,1.083106208547612e-06,-0.003899214132220968
1.086197679376666e-06,0.002745044992805278,1.086197679376666e-06,0,1.086197679376666e-06,3,1.086197679376666e-06,2.999040450876753,1.086197679376666e-06,0.02374857833670314,1.086197679376666e-06,-0.00432266252031036,1.086197679376666e-06,-0.004679167162927781,1.086197679376666e-06,-0.004915629119642779
1.09027555773878e-06,0.00270659116726735,1.09027555773878e-06,0,1.09027555773878e-06,3,1.09027555773878e-06,2.99930834957021,1.09027555773878e-06,0.0294677441436685,1.09027555773878e-06,-0.001165588422272813,1.09027555773878e-06,-0.001599592729600119,1.09027555773878e-06,-9.765035919534613e-05
1.094128143778128e-06,0.002662015105961518,1.094128143778128e-06,0,1.094128143778128e-06,3,1.094128143778128e-06,2.999426093628574,1.094128143778128e-06,0.05187310764007846,1.094128143778128e-06,0.006184435721824515,1.094128143778128e-06,0.005845954758748165,1.094128143778128e-06,0.008735817624583853
1.097064071889064e-06,0.002633733546764821,1.097064071889064e-06,0,1.097064071889064e-06,3,1.097064071889064e-06,2.999441567543941,1.097064071889064e-06,0.09213086812554358,1.097064071889064e-06,0.01237569691156928,1.097064071889064e-06,0.01236782478648518,1.097064071889064e-06,0.01558066560703835
1.1e-06,0.002615239915916745,1.1e-06,0,1.1e-06,3,1.1e-06,2.99943167517609,1.1e-06,0.1641470723381432,1.1e-06,0.01784054797450935,1.1e-06,0.01812236592540976,1.1e-06,0.02111369269122372
1.10035498135202e-06,0.002613279194927739,1.10035498135202e-06,0,1.10035498135202e-06,2.787011188788254,1.10035498135202e-06,2.999441370009396,1.10035498135202e-06,0.1755925658317172,1.10035498135202e-06,0.01841159417563133,1.10035498135202e-06,0.01872273904119444,1.10035498135202e-06,0.02166169181145152
1.101033329010441e-06,0.002611332353158162,1.101033329010441e-06,0,1.101033329010441e-06,2.380002593735329,1.101033329010441e-06,2.999453365157908,1.101033329010441e-06,0.1985962608081273,1.101033329010441e-06,0.01947157480989599,1.101033329010441e-06,0.01983221160056896,1.101033329010441e-06,0.02266264226567984
1.101719855069001e-06,0.002606314745980848,1.101719855069001e-06,0,1.101719855069001e-06,1.968086958599246,1.101719855069001e-06,2.999462209927309,1.101719855069001e-06,0.2240645328113327,1.101719855069001e-06,0.0204707758699758,1.101719855069001e-06,0.02087352852019552,1.101719855069001e-06,0.02358689170962535
1.102521019567017e-06,0.002598914809873772,1.102521019567017e-06,0,1.102521019567017e-06,1.48738825978988,1.102521019567017e-06,2.999464994049381,1.102521019567017e-06,0.2565880363562522,1.102521019567017e-06,0.02155341879987379,1.102521019567017e-06,0.02199062507443927,1.102521019567017e-06,0.02456319824346746
1.103298506771406e-06,0.002592061140635067,1.103298506771406e-06,0,1.103298506771406e-06,1.020895937156433,1.103298506771406e-06,2.999459148386988,1.103298506771406e-06,0.2910900150584463,1.103298506771406e-06,0.0225096776913264,1.103298506771406e-06,0.02297653108905932,1.103298506771406e-06,0.02541068823165664
1.104149253385703e-06,0.002588376541204688,1.104149253385703e-06,0,1.104149253385703e-06,0.510447968578231,1.104149253385703e-06,2.999438383456233,1.104149253385703e-06,0.3320302362933228,1.104149253385703e-06,0.02345702558239163,1.104149253385703e-06,0.02394811602861416,1.104149253385703e-06,0.02623064017619348
1.105e-06,0.002591445813412795,1.105e-06,0,1.105e-06,2.886579864025407e-14,1.105e-06,2.999403349276265,1.105e-06,0.3754307988524784,1.105e-06,0.02430415503361381,1.105e-06,0.0248117447479188,1.105e-06,0.02694444081408295
1.105252860530944e-06,0.002586196336789266,1.105252860530944e-06,0,1.105252860530944e-06,0,1.105252860530944e-06,2.999389576319081,1.105252860530944e-06,0.3886926361388165,1.105252860530944e-06,0.02453702536915245,1.105252860530944e-06,0.02504327509121948,1.105252860530944e-06,0.02713207395505706
1.105629495983998e-06,0.002579154210861607,1.105629495983998e-06,0,1.105629495983998e-06,0,1.105629495983998e-06,2.999364912667236,1.105629495983998e-06,0.4082577372597702,1.105629495983998e-06,0.02486789333904367,1.105629495983998e-06,0.02537730899006158,1.105629495983998e-06,0.02740172468901867
1.105972814930621e-06,0.002573555572201691,1.105972814930621e-06,0,1.105972814930621e-06,0,1.105972814930621e-06,2.999338197239851,1.105972814930621e-06,0.4259160262454679,1.105972814930621e-06,0.02515373722280355,1.105972814930621e-06,0.02566669623096089,1.105972814930621e-06,0.02763272716744584
1.106659452823868e-06,0.002564362144377864,1.106659452823868e-06,0,1.106659452823868e-06,0,1.106659452823868e-06,2.999277750019031,1.106659452823868e-06,0.4600320064568986,1.106659452823868e-06,0.02568298138848096,1.106659452823868e-06,0.0261998888527588,1.106659452823868e-06,0.02805237420733106
1.108032728610362e-06,0.002552006663425582,1.108032728610362e-06,0,1.108032728610362e-06,0,1.108032728610362e-06,2.999132593979539,1.108032728610362e-06,0.5207559448464101,1.108032728610362e-06,0.02658521463437895,1.108032728610362e-06,0.02709954644847869,1.108032728610362e-06,0.02873950946796475
1.110371447102166e-06,0.002540324904095713,1.110371447102166e-06,0,1.110371447102166e-06,0,1.110371447102166e-06,2.998847874942041,1.110371447102166e-06,0.6043819169428899,1.110371447102166e-06,0.02771913093814094,1.110371447102166e-06,0.02820480915382904,1.110371447102166e-06,0.02953592365603699
1.113460345836771e-06,0.002532714891126457,1.113460345836771e-06,0,1.113460345836771e-06,0,1.113460345836771e-06,2.998478356998755,1.113460345836771e-06,0.701203882400755,1.113460345836771e-06,0.02864263129964714,1.113460345836771e-06,0.02905956107033265,1.113460345836771e-06,0.03007397624472318
1.116882485503462e-06,0.002530436380043822,1.116882485503462e-06,0,1.116882485503462e-06,0,1.116882485503462e-06,2.998160648054847,1.116882485503462e-06,0.8092257034084734,1.116882485503462e-06,0.02919076622393499,1.116882485503462e-06,0.02952331562097873,1.116882485503462e-06,0.03028574968236698
1.117949751379454e-06,0.002530919204825915,1.117949751379454e-06,0,1.117949751379454e-06,0,1.117949751379454e-06,2.998092816613994,1.117949751379454e-06,0.8440398854224122,1.117949751379454e-06,0.02930121849167532,1.117949751379454e-06,0.02960900418787614,1.117949751379454e-06,0.03030521451756949
1.120084283131439e-06,0.002533907292377737,1.120084283131439e-06,0,1.120084283131439e-06,0,1.120084283131439e-06,2.998013098897208,1.120084283131439e-06,0.9147474577759321,1.120084283131439e-06,0.02948500362976876,1.120084283131439e-06,0.02974076995107517,1.120084283131439e-06,0.03032160264129968
1.122466157591065e-06,0.00253910279087185,1.122466157591065e-06,0,1.122466157591065e-06,0,1.122466157591065e-06,2.997994563790022,1.122466157591065e-06,0.9918656641047235,1.122466157591065e-06,0.0296431511698104,1.122466157591065e-06,0.0298529901679556,1.122466157591065e-06,0.03032440771255671
1.126184742825014e-06,0.002551876418580485,1.126184742825014e-06,0,1.126184742825014e-06,0,1.126184742825014e-06,2.998062543127784,1.126184742825014e-06,1.106563294866624,1.126184742825014e-06,0.02983574021279979,1.126184742825014e-06,0.02999222900492718,1.126184742825014e-06,0.03031849759879415
1.129157757402268e-06,0.002568594308106285,1.129157757402268e-06,0,1.129157757402268e-06,0,1.129157757402268e-06,2.998172300813827,1.129157757402268e-06,1.204926382155438,1.129157757402268e-06,0.0299573671565599,1.129157757402268e-06,0.03008476608953168,1.129157757402268e-06,0.03031564237399487
1.132170999273481e-06,0.002589031648644497,1.132170999273481e-06,0,1.132170999273481e-06,0,1.132170999273481e-06,2.998305023764239,1.132170999273481e-06,1.31452287299398,1.132170999273481e-06,0.030057921204476,1.132170999273481e-06,0.03016308392294588,1.132170999273481e-06,0.03031836781387882
1.136305322447289e-06,0.002616167940174662,1.136305322447289e-06,0,1.136305322447289e-06,0,1.136305322447289e-06,2.998498055656244,1.136305322447289e-06,1.457011251410864,1.136305322447289e-06,0.03017085006638154,1.136305322447289e-06,0.03025587245669656,1.136305322447289e-06,0.03033409027697997
1.139590374031785e-06,0.002633352096670169,1.139590374031785e-06,0,1.139590374031785e-06,0,1.139590374031785e-06,2.99864788212336,1.139590374031785e-06,1.557368166428845,1.139590374031785e-06,0.03024314812515904,1.139590374031785e-06,0.03031553001071074,1.139590374031785e-06,0.03035248527512566
1.143801876150647e-06,0.002646972627907745,1.143801876150647e-06,0,1.143801876150647e-06,0,1.143801876150647e-06,2.99882818780012,1.143801876150647e-06,1.671118413161005,1.143801876150647e-06,0.03031737541471547,1.143801876150647e-06,0.03037833919156262,1.143801876150647e-06,0.03037824260329064
1.148041010978706e-06,0.00265235614250333,1.148041010978706e-06,0,1.148041010978706e-06,0,1.148041010978706e-06,2.998991271831549,1.148041010978706e-06,1.775687670447765,1.148041010978706e-06,0.03037602521620155,1.148041010978706e-06,0.03042648431879003,1.148041010978706e-06,0.0304060055417661
1.153292007612362e-06,0.002654162062607181,1.153292007612362e-06,0,1.153292007612362e-06,0,1.153292007612362e-06,2.999164157580709,1.153292007612362e-06,1.897188895056223,1.153292007612362e-06,0.03043012873200244,1.153292007612362e-06,0.0304734844300819,1.153292007612362e-06,0.03043682491322165
1.157062856176344e-06,0.002656054333985278,1.157062856176344e-06,0,1.157062856176344e-06,0,1.157062856176344e-06,2.99927179871601,1.157062856176344e-06,1.979848372928785,1.157062856176344e-06,0.03045879172821558,1.157062856176344e-06,0.03049773663990394,1.157062856176344e-06,0.03045645238879869
1.160881794618738e-06,0.002659728719426264,1.160881794618738e-06,0,1.160881794618738e-06,0,1.160881794618738e-06,2.99936683942206,1.160881794618738e-06,2.062717042127498,1.160881794618738e-06,0.03048113901850532,1.160881794618738e-06,0.03051672714188773,1.160881794618738e-06,0.03047275160824661
1.16575612905664e-06,0.002666389128646393,1.16575612905664e-06,0,1.16575612905664e-06,0,1.16575612905664e-06,2.999470075526015,1.16575612905664e-06,2.168066973201747,1.16575612905664e-06,0.03050306003994462,1.16575612905664e-06,0.03053573072655406,1.16575612905664e-06,0.03048992681126975
1.17230327806056e-06,0.002676570514562181,1.17230327806056e-06,0,1.17230327806056e-06,0,1.17230327806056e-06,2.999583919065025,1.17230327806056e-06,2.306153472088399,1.17230327806056e-06,0.03052335405152821,1.17230327806056e-06,0.03055224760536894,1.17230327806056e-06,0.03050688780987953
1.178695337696477e-06,0.002685586602490837,1.178695337696477e-06,0,1.178695337696477e-06,0,1.178695337696477e-06,2.999671050593825,1.178695337696477e-06,2.432207287710937,1.178695337696477e-06,0.03053603408166362,1.178695337696477e-06,0.03056282695961222,1.178695337696477e-06,0.03051800702214396
