/out X,/out Y
3,0.03076299992974292
2.94,0.03484433117527863
2.88,0.03954406669907626
2.82,0.0449884257731377
2.76,0.05130773058740327
2.7,0.05865553040447474
2.64,0.06721247627697621
2.58,0.07719073034342457
2.52,0.08883898033559007
2.46,0.1024481703986152
2.399999999999999,0.118358132220471
2.339999999999999,0.1369654104065892
2.279999999999999,0.1587327074076394
2.219999999999999,0.1842004601540714
2.159999999999999,0.2140009372188784
2.099999999999999,0.2488745789598827
2.039999999999999,0.2896865366700096
1.979999999999999,0.3374377833340195
1.919999999999999,0.3932593717517505
1.859999999999999,0.4583717379588156
1.799999999999999,0.5339888856875542
1.739999999999999,0.6211603632529719
1.679999999999999,0.7205796524283883
1.619999999999999,0.832430637819886
1.559999999999999,0.9563503818465631
1.499999999999999,1.091529309210041
1.439999999999999,1.236890632184098
1.379999999999999,1.391259452366405
1.319999999999999,1.553459808933128
1.259999999999998,1.722318290267491
1.199999999999998,1.896564219351844
1.139999999999998,2.074582341361065
1.079999999999998,2.253870775406353
1.019999999999998,2.429832607244933
0.9599999999999982,2.593413008235522
0.8999999999999981,2.729759570728815
0.8399999999999981,2.827465243027844
0.779999999999998,2.890669617779388
0.719999999999998,2.930872240258232
0.6599999999999979,2.956841239661815
0.5999999999999979,2.973844255389533
0.5399999999999978,2.985051760047754
0.4799999999999978,2.992321931739034
0.4199999999999978,2.996647800583624
0.3599999999999978,2.998778588344127
0.2999999999999978,2.999608127791173
0.2399999999999978,2.999882018109556
0.1799999999999978,2.9999655667864
0.1199999999999978,2.999990104685075
0.05999999999999783,2.999997126016616
0,2.999999126144165
