/w_out X,/w_out Y,/net1 X,/net1 Y
9.299999999999955e-08,2.537050209872649,9.299999999999955e-08,-0.05411056429738741
9.309999999999954e-08,2.512053991746715,9.309999999999954e-08,-0.05623730905886983
9.319999999999954e-08,2.487057773620781,9.319999999999954e-08,-0.05836405382035226
9.329999999999953e-08,2.462061555494847,9.329999999999953e-08,-0.06049079858183468
9.339999999999953e-08,2.432983099034435,9.339999999999953e-08,-0.06261324279127539
9.349999999999952e-08,2.395282906676985,9.349999999999952e-08,-0.06472660418367385
9.359999999999951e-08,2.357582714319536,9.359999999999951e-08,-0.0668399655760723
9.369999999999951e-08,2.319882521962086,9.369999999999951e-08,-0.06895332696847076
9.37999999999995e-08,2.282182329604637,9.37999999999995e-08,-0.07106668836086921
9.38999999999995e-08,2.244482137247187,9.38999999999995e-08,-0.07318004975326767
9.399999999999949e-08,2.206781944889737,9.399999999999949e-08,-0.07529341114566612
9.409999999999949e-08,2.169081752532288,9.409999999999949e-08,-0.07740677253806456
9.419999999999948e-08,2.131381560174838,9.419999999999948e-08,-0.07952013393046302
9.429999999999947e-08,2.093681367817389,9.429999999999947e-08,-0.08163349532286147
9.439999999999947e-08,2.055981175459939,9.439999999999947e-08,-0.08374685671525993
9.449999999999946e-08,2.01828098310249,9.449999999999946e-08,-0.08586021810765838
9.459999999999946e-08,1.98058079074504,9.459999999999946e-08,-0.08797357950005684
9.469999999999945e-08,1.942880598387591,9.469999999999945e-08,-0.09008694089245529
9.479999999999945e-08,1.905180406030141,9.479999999999945e-08,-0.09220030228485374
9.489999999999944e-08,1.865214403932141,9.489999999999944e-08,-0.09309175274094565
9.499999999999943e-08,1.821374625994795,9.499999999999943e-08,-0.09189414471247771
9.509999999999943e-08,1.777534848057449,9.509999999999943e-08,-0.09069653668400977
9.519999999999942e-08,1.733695070120103,9.519999999999942e-08,-0.08949892865554183
9.529999999999942e-08,1.689855292182757,9.529999999999942e-08,-0.0883013206270739
9.539999999999941e-08,1.646015514245411,9.539999999999941e-08,-0.08710371259860596
9.549999999999941e-08,1.602175736308065,9.549999999999941e-08,-0.08590610457013802
9.55999999999994e-08,1.558335958370719,9.55999999999994e-08,-0.08470849654167008
9.569999999999939e-08,1.514496180433373,9.569999999999939e-08,-0.08351088851320214
9.579999999999939e-08,1.470656402496027,9.579999999999939e-08,-0.0823132804847342
9.589999999999938e-08,1.426816624558681,9.589999999999938e-08,-0.08111567245626626
9.599999999999938e-08,1.38492333964601,9.599999999999938e-08,-0.0770517041530378
9.609999999999937e-08,1.346937343643512,9.609999999999937e-08,-0.06723395324069595
9.619999999999937e-08,1.308951347641014,9.619999999999937e-08,-0.05741620232835409
9.629999999999936e-08,1.270965351638515,9.629999999999936e-08,-0.04759845141601223
9.639999999999935e-08,1.232979355636017,9.639999999999935e-08,-0.03778070050367038
9.649999999999935e-08,1.194993359633519,9.649999999999935e-08,-0.02796294959132853
9.659999999999934e-08,1.157007363631021,9.659999999999934e-08,-0.01814519867898667
9.669999999999934e-08,1.119021367628522,9.669999999999934e-08,-0.008327447766644819
9.679999999999933e-08,1.081035371626024,9.679999999999933e-08,0.001490303145697036
9.689999999999933e-08,1.044157008213888,9.689999999999933e-08,0.01263591353878827
9.699999999999932e-08,1.017311184189233,9.699999999999932e-08,0.03580879963464175
9.709999999999931e-08,0.9904653601645774,9.709999999999931e-08,0.05898168573049524
9.719999999999931e-08,0.9636195361399219,9.719999999999931e-08,0.08215457182634872
9.72999999999993e-08,0.9367737121152664,9.72999999999993e-08,0.1053274579222022
9.73999999999993e-08,0.9099278880906109,9.73999999999993e-08,0.1285003440180557
9.749999999999929e-08,0.8830820640659554,9.749999999999929e-08,0.1516732301139092
9.759999999999929e-08,0.8562362400412998,9.759999999999929e-08,0.1748461162097627
9.769999999999928e-08,0.8293904160166443,9.769999999999928e-08,0.1980190023056162
9.779999999999927e-08,0.8041318064799461,9.779999999999927e-08,0.2229153420658103
9.789999999999927e-08,0.7849151096246848,9.789999999999927e-08,0.2543722044456345
9.799999999999926e-08,0.7656984127694234,9.799999999999926e-08,0.2858290668254587
9.809999999999926e-08,0.7464817159141621,9.809999999999926e-08,0.317285929205283
9.819999999999925e-08,0.7272650190589008,9.819999999999925e-08,0.3487427915851072
9.829999999999925e-08,0.7080483222036396,9.829999999999925e-08,0.3801996539649314
9.839999999999924e-08,0.6888316253483783,9.839999999999924e-08,0.4116565163447556
9.849999999999923e-08,0.669614928493117,9.849999999999923e-08,0.4431133787245798
9.859999999999923e-08,0.6503982316378556,9.859999999999923e-08,0.4745702411044041
9.869999999999922e-08,0.6311815347825944,9.869999999999922e-08,0.5060271034842283
9.879999999999922e-08,0.611964837927333,9.879999999999922e-08,0.5374839658640526
9.889999999999921e-08,0.5930128267870943,9.889999999999921e-08,0.5695642024256836
9.899999999999921e-08,0.5748353686762756,9.899999999999921e-08,0.6034686264427641
9.90999999999992e-08,0.556657910565457,9.90999999999992e-08,0.6373730504598447
9.919999999999919e-08,0.5384804524546383,9.919999999999919e-08,0.6712774744769252
9.929999999999919e-08,0.5203029943438195,9.929999999999919e-08,0.7051818984940058
9.939999999999918e-08,0.5021255362330009,9.939999999999918e-08,0.7390863225110863
9.949999999999918e-08,0.4839480781221823,9.949999999999918e-08,0.7729907465281669
9.959999999999917e-08,0.4657706200113636,9.959999999999917e-08,0.8068951705452474
9.969999999999917e-08,0.4475931619005449,9.969999999999917e-08,0.8407995945623279
9.979999999999916e-08,0.4308012059586233,9.979999999999916e-08,0.8757897302719625
9.989999999999915e-08,0.4158478508806291,9.989999999999915e-08,0.9122206363396075
9.999999999999915e-08,0.4008944958026348,9.999999999999915e-08,0.9486515424072524
1.000999999999991e-07,0.3859411407246405,1.000999999999991e-07,0.9850824484748972
1.001999999999991e-07,0.3709877856466463,1.001999999999991e-07,1.021513354542542
1.002999999999991e-07,0.356034430568652,1.002999999999991e-07,1.057944260610187
1.003999999999991e-07,0.3410810754906577,1.003999999999991e-07,1.094375166677832
1.004999999999991e-07,0.3261277204126635,1.004999999999991e-07,1.130806072745477
1.005999999999991e-07,0.3111743653346692,1.005999999999991e-07,1.167236978813122
1.006999999999991e-07,0.296221010256675,1.006999999999991e-07,1.203667884880767
1.007999999999991e-07,0.2812676551786807,1.007999999999991e-07,1.240098790948412
1.008999999999991e-07,0.2729823089837108,1.008999999999991e-07,1.274909285111757
1.009999999999991e-07,0.2649749154337623,1.009999999999991e-07,1.309652233208095
1.010999999999991e-07,0.2569675218838138,1.010999999999991e-07,1.344395181304432
1.011999999999991e-07,0.2489601283338653,1.011999999999991e-07,1.379138129400769
1.012999999999991e-07,0.2409527347839168,1.012999999999991e-07,1.413881077497107
1.013999999999991e-07,0.2329453412339684,1.013999999999991e-07,1.448624025593444
1.014999999999991e-07,0.2249379476840199,1.014999999999991e-07,1.483366973689781
1.015999999999991e-07,0.2169305541340714,1.015999999999991e-07,1.518109921786119
1.016999999999991e-07,0.2089231605841229,1.016999999999991e-07,1.552852869882456
1.01799999999999e-07,0.2009157670341744,1.01799999999999e-07,1.587595817978794
1.01899999999999e-07,0.1940764131694233,1.01899999999999e-07,1.619997748866702
1.01999999999999e-07,0.1890049077675296,1.01999999999999e-07,1.648856509324792
1.02099999999999e-07,0.1839334023656359,1.02099999999999e-07,1.677715269782883
1.02199999999999e-07,0.1788618969637422,1.02199999999999e-07,1.706574030240974
1.02299999999999e-07,0.1737903915618484,1.02299999999999e-07,1.735432790699065
1.02399999999999e-07,0.1687188861599547,1.02399999999999e-07,1.764291551157156
1.02499999999999e-07,0.163647380758061,1.02499999999999e-07,1.793150311615247
1.02599999999999e-07,0.1585758753561672,1.02599999999999e-07,1.822009072073337
1.02699999999999e-07,0.1535043699542735,1.02699999999999e-07,1.850867832531428
1.02799999999999e-07,0.1484328645523798,1.02799999999999e-07,1.879726592989519
1.02899999999999e-07,0.1437838409649791,1.02899999999999e-07,1.906522412241647
1.02999999999999e-07,0.1402961487917911,1.02999999999999e-07,1.92764755326344
1.03099999999999e-07,0.1368084566186031,1.03099999999999e-07,1.948772694285232
1.03199999999999e-07,0.1333207644454151,1.03199999999999e-07,1.969897835307025
1.03299999999999e-07,0.1298330722722271,1.03299999999999e-07,1.991022976328818
1.03399999999999e-07,0.1263453800990391,1.03399999999999e-07,2.01214811735061
1.034999999999989e-07,0.1228576879258511,1.034999999999989e-07,2.033273258372403
1.035999999999989e-07,0.1193699957526631,1.035999999999989e-07,2.054398399394196
1.036999999999989e-07,0.1158823035794751,1.036999999999989e-07,2.075523540415989
1.037999999999989e-07,0.1123946114062871,1.037999999999989e-07,2.096648681437781
1.038999999999989e-07,0.1089069192330991,1.038999999999989e-07,2.117773822459574
1.039999999999989e-07,0.1054192270599111,1.039999999999989e-07,2.138898963481367
1.040999999999989e-07,0.1019315348867231,1.040999999999989e-07,2.16002410450316
1.041999999999989e-07,0.09864345274182462,1.041999999999989e-07,2.179738536063155
1.042999999999989e-07,0.09627524047852885,1.042999999999989e-07,2.192951945822196
1.043999999999989e-07,0.0939070282152331,1.043999999999989e-07,2.206165355581238
1.044999999999989e-07,0.09153881595193734,1.044999999999989e-07,2.21937876534028
1.045999999999989e-07,0.08917060368864158,1.045999999999989e-07,2.232592175099322
1.046999999999989e-07,0.08680239142534582,1.046999999999989e-07,2.245805584858363
1.047999999999989e-07,0.08443417916205007,1.047999999999989e-07,2.259018994617405
1.048999999999989e-07,0.0820659668987543,1.048999999999989e-07,2.272232404376447
1.049999999999989e-07,0.07969775463545854,1.049999999999989e-07,2.285445814135489
1.050999999999989e-07,0.07732954237216277,1.050999999999989e-07,2.29865922389453
1.051999999999989e-07,0.07496133010886702,1.051999999999989e-07,2.311872633653572
1.052999999999988e-07,0.07259311784557126,1.052999999999988e-07,2.325086043412613
1.053999999999988e-07,0.07022490558227551,1.053999999999988e-07,2.338299453171655
1.054999999999988e-07,0.06785669331897974,1.054999999999988e-07,2.351512862930697
1.055999999999988e-07,0.06625888226927068,1.055999999999988e-07,2.361480644047485
1.056999999999988e-07,0.06481600535465791,1.056999999999988e-07,2.370795702066669
1.057999999999988e-07,0.06337312844004515,1.057999999999988e-07,2.380110760085852
1.058999999999988e-07,0.06193025152543238,1.058999999999988e-07,2.389425818105035
1.059999999999988e-07,0.06048737461081961,1.059999999999988e-07,2.398740876124219
1.060999999999988e-07,0.05904449769620685,1.060999999999988e-07,2.408055934143402
1.061999999999988e-07,0.05760162078159409,1.061999999999988e-07,2.417370992162586
1.062999999999988e-07,0.05615874386698132,1.062999999999988e-07,2.426686050181769
1.063999999999988e-07,0.05471586695236855,1.063999999999988e-07,2.436001108200952
1.064999999999988e-07,0.05327299003775578,1.064999999999988e-07,2.445316166220136
1.065999999999988e-07,0.05205657243474293,1.065999999999988e-07,2.454434164143244
1.066999999999988e-07,0.05124526966279069,1.066999999999988e-07,2.463199639721537
1.067999999999988e-07,0.05043396689083846,1.067999999999988e-07,2.471965115299831
1.068999999999988e-07,0.04962266411888622,1.068999999999988e-07,2.480730590878125
1.069999999999987e-07,0.04881136134693398,1.069999999999987e-07,2.489496066456418
1.070999999999987e-07,0.04800005857498174,1.070999999999987e-07,2.498261542034712
1.071999999999987e-07,0.0471887558030295,1.071999999999987e-07,2.507027017613005
1.072999999999987e-07,0.04637745303107726,1.072999999999987e-07,2.515792493191299
1.073999999999987e-07,0.04556615025912502,1.073999999999987e-07,2.524557968769592
1.074999999999987e-07,0.04504742292188053,1.074999999999987e-07,2.533785153855576
1.075999999999987e-07,0.0446224780898407,1.075999999999987e-07,2.543160335899512
1.076999999999987e-07,0.04419753325780088,1.076999999999987e-07,2.552535517943447
1.077999999999987e-07,0.04377258842576105,1.077999999999987e-07,2.561910699987383
1.078999999999987e-07,0.04334764359372123,1.078999999999987e-07,2.571285882031319
1.079999999999987e-07,0.0429226987616814,1.079999999999987e-07,2.580661064075255
1.080999999999987e-07,0.04249775392964158,1.080999999999987e-07,2.59003624611919
1.081999999999987e-07,0.04207280909760176,1.081999999999987e-07,2.599411428163126
1.082999999999987e-07,0.04164786426556193,1.082999999999987e-07,2.608786610207061
1.083999999999987e-07,0.04122702341375813,1.083999999999987e-07,2.618176340656392
1.084999999999987e-07,0.04100349606478502,1.084999999999987e-07,2.628265537639201
1.085999999999987e-07,0.04077996871581192,1.085999999999987e-07,2.638354734622011
1.086999999999987e-07,0.04053338224429751,1.086999999999987e-07,2.648319814065212
1.087999999999986e-07,0.04017792809528129,1.087999999999986e-07,2.657698904676875
1.088999999999986e-07,0.03982247394626507,1.088999999999986e-07,2.667077995288537
1.089999999999986e-07,0.03946701979724885,1.089999999999986e-07,2.676457085900199
1.090999999999986e-07,0.03911156564823263,1.090999999999986e-07,2.685836176511861
1.091999999999986e-07,0.03875611149921641,1.091999999999986e-07,2.695215267123523
1.092999999999986e-07,0.03832321328906773,1.092999999999986e-07,2.703899566751404
1.093999999999986e-07,0.0378076219665317,1.093999999999986e-07,2.711841983424447
1.094999999999986e-07,0.03729203064399568,1.094999999999986e-07,2.71978440009749
1.095999999999986e-07,0.03677643932145966,1.095999999999986e-07,2.727726816770534
1.096999999999986e-07,0.03626084799892363,1.096999999999986e-07,2.735669233443577
1.097999999999986e-07,0.03574525667638761,1.097999999999986e-07,2.74361165011662
1.098999999999986e-07,0.03524415094256936,1.098999999999986e-07,2.751179820845764
1.099999999999986e-07,0.03477278481923371,1.099999999999986e-07,2.757979646648577
1.100999999999986e-07,0.03430141869589806,1.100999999999986e-07,2.764779472451389
1.101999999999986e-07,0.03383005257256241,1.101999999999986e-07,2.771579298254202
1.102999999999986e-07,0.03335868644922675,1.102999999999986e-07,2.778379124057015
1.103999999999986e-07,0.0328873203258911,1.103999999999986e-07,2.785178949859827
1.104999999999985e-07,0.03241595420255545,1.104999999999985e-07,2.79197877566264
1.105999999999985e-07,0.03194458807921979,1.105999999999985e-07,2.798778601465452
1.106999999999985e-07,0.03147322195588415,1.106999999999985e-07,2.805578427268265
1.107999999999985e-07,0.03100185583254849,1.107999999999985e-07,2.812378253071077
1.108999999999985e-07,0.03058966367359332,1.108999999999985e-07,2.818871828347933
1.109999999999985e-07,0.03024628375168383,1.109999999999985e-07,2.825009270923386
1.110999999999985e-07,0.02990290382977433,1.110999999999985e-07,2.831146713498839
1.111999999999985e-07,0.02955952390786484,1.111999999999985e-07,2.837284156074292
1.112999999999985e-07,0.02921614398595535,1.112999999999985e-07,2.843421598649744
1.113999999999985e-07,0.02887276406404585,1.113999999999985e-07,2.849559041225197
1.114999999999985e-07,0.02852938414213636,1.114999999999985e-07,2.85569648380065
1.115999999999985e-07,0.02818600422022687,1.115999999999985e-07,2.861833926376103
1.116999999999985e-07,0.02784262429831737,1.116999999999985e-07,2.867971368951556
1.117999999999985e-07,0.02746289909359116,1.117999999999985e-07,2.873368230574112
1.118999999999985e-07,0.02704091667294238,1.118999999999985e-07,2.877904048154379
1.119999999999985e-07,0.02661893425229359,1.119999999999985e-07,2.882439865734646
1.120999999999985e-07,0.02619695183164481,1.120999999999985e-07,2.886975683314913
1.121999999999985e-07,0.02577496941099603,1.121999999999985e-07,2.89151150089518
1.122999999999984e-07,0.02535298699034725,1.122999999999984e-07,2.896047318475447
1.123999999999984e-07,0.02493100456969846,1.123999999999984e-07,2.900583136055713
1.124999999999984e-07,0.02450902214904968,1.124999999999984e-07,2.90511895363598
1.125999999999984e-07,0.0240870397284009,1.125999999999984e-07,2.909654771216247
1.126999999999984e-07,0.02366505730775212,1.126999999999984e-07,2.914190588796514
1.127999999999984e-07,0.0232642690974764,1.127999999999984e-07,2.917823972188536
1.128999999999984e-07,0.02287695580171989,1.128999999999984e-07,2.920883603441095
1.129999999999984e-07,0.02248964250596338,1.129999999999984e-07,2.923943234693653
1.130999999999984e-07,0.02210232921020687,1.130999999999984e-07,2.927002865946211
1.131999999999984e-07,0.02171501591445035,1.131999999999984e-07,2.930062497198769
1.132999999999984e-07,0.02132770261869384,1.132999999999984e-07,2.933122128451327
1.133999999999984e-07,0.02094038932293733,1.133999999999984e-07,2.936181759703886
1.134999999999984e-07,0.02055307602718082,1.134999999999984e-07,2.939241390956444
1.135999999999984e-07,0.02016576273142431,1.135999999999984e-07,2.942301022209002
1.136999999999984e-07,0.0197784494356678,1.136999999999984e-07,2.94536065346156
1.137999999999984e-07,0.01939113613991129,1.137999999999984e-07,2.948420284714118
1.138999999999984e-07,0.01908037697375215,1.138999999999984e-07,2.950393123021146
1.139999999999983e-07,0.01877054344398343,1.139999999999983e-07,2.952352820624929
1.140999999999983e-07,0.01846070991421471,1.140999999999983e-07,2.954312518228712
1.141999999999983e-07,0.018150876384446,1.141999999999983e-07,2.956272215832495
1.142999999999983e-07,0.01784104285467728,1.142999999999983e-07,2.958231913436278
1.143999999999983e-07,0.01753120932490856,1.143999999999983e-07,2.96019161104006
1.144999999999983e-07,0.01722137579513984,1.144999999999983e-07,2.962151308643843
1.145999999999983e-07,0.01691154226537113,1.145999999999983e-07,2.964111006247626
1.146999999999983e-07,0.01660170873560241,1.146999999999983e-07,2.966070703851409
1.147999999999983e-07,0.01629187520583369,1.147999999999983e-07,2.968030401455192
1.148999999999983e-07,0.01600692339523227,1.148999999999983e-07,2.969777396341488
1.149999999999983e-07,0.01578180965784265,1.149999999999983e-07,2.971012862233515
1.150999999999983e-07,0.01555669592045303,1.150999999999983e-07,2.972248328125542
1.151999999999983e-07,0.01533158218306341,1.151999999999983e-07,2.973483794017569
1.152999999999983e-07,0.01510646844567379,1.152999999999983e-07,2.974719259909597
1.153999999999983e-07,0.01488135470828417,1.153999999999983e-07,2.975954725801624
1.154999999999983e-07,0.01465624097089455,1.154999999999983e-07,2.977190191693651
1.155999999999983e-07,0.01443112723350493,1.155999999999983e-07,2.978425657585678
1.156999999999983e-07,0.01420601349611532,1.156999999999983e-07,2.979661123477705
1.157999999999982e-07,0.01398089975872569,1.157999999999982e-07,2.980896589369733
1.158999999999982e-07,0.01375578602133608,1.158999999999982e-07,2.98213205526176
1.159999999999982e-07,0.01353067228394646,1.159999999999982e-07,2.983367521153787
1.160999999999982e-07,0.01334478452466058,1.160999999999982e-07,2.984367933366072
1.161999999999982e-07,0.01318822936761197,1.161999999999982e-07,2.985192575937278
1.162999999999982e-07,0.01303167421056336,1.162999999999982e-07,2.986017218508484
1.163999999999982e-07,0.01287511905351475,1.163999999999982e-07,2.98684186107969
1.164999999999982e-07,0.01271856389646614,1.164999999999982e-07,2.987666503650896
1.165999999999982e-07,0.01256200873941752,1.165999999999982e-07,2.988491146222103
1.166999999999982e-07,0.01240545358236891,1.166999999999982e-07,2.989315788793309
1.167999999999982e-07,0.0122488984253203,1.167999999999982e-07,2.990140431364515
1.168999999999982e-07,0.01209234326827169,1.168999999999982e-07,2.990965073935721
1.169999999999982e-07,0.01193578811122308,1.169999999999982e-07,2.991789716506927
1.170999999999982e-07,0.01180782258390977,1.170999999999982e-07,2.992410438118412
1.171999999999982e-07,0.01168593835941277,1.171999999999982e-07,2.992987783683472
1.172999999999982e-07,0.01156405413491577,1.172999999999982e-07,2.993565129248532
1.173999999999982e-07,0.01144216991041877,1.173999999999982e-07,2.994142474813592
1.174999999999981e-07,0.01132028568592178,1.174999999999981e-07,2.994719820378652
1.175999999999981e-07,0.01119840146142478,1.175999999999981e-07,2.995297165943712
1.176999999999981e-07,0.01107651723692778,1.176999999999981e-07,2.995874511508772
1.177999999999981e-07,0.01095463301243078,1.177999999999981e-07,2.996451857073832
1.178999999999981e-07,0.01084740905629605,1.178999999999981e-07,2.99691892168086
1.179999999999981e-07,0.01075022717164716,1.179999999999981e-07,2.997310445428969
1.180999999999981e-07,0.01065304528699826,1.180999999999981e-07,2.997701969177078
1.181999999999981e-07,0.01055586340234937,1.181999999999981e-07,2.998093492925186
1.182999999999981e-07,0.01045868151770047,1.182999999999981e-07,2.998485016673295
1.183999999999981e-07,0.01036149963305158,1.183999999999981e-07,2.998876540421404
1.184999999999981e-07,0.01026431774840268,1.184999999999981e-07,2.999268064169512
1.185999999999981e-07,0.01016713586375379,1.185999999999981e-07,2.999659587917621
1.186999999999981e-07,0.01006995397910489,1.186999999999981e-07,3.00005111166573
1.187999999999981e-07,0.009972772094456,1.187999999999981e-07,3.000442635413838
1.188999999999981e-07,0.009888748458591209,1.188999999999981e-07,3.000742552669772
1.189999999999981e-07,0.009806712223183916,1.189999999999981e-07,3.001028633830384
1.190999999999981e-07,0.009724675987776625,1.190999999999981e-07,3.001314714990996
1.19199999999998e-07,0.009642577697355192,1.19199999999998e-07,3.001493847825705
1.192999999999981e-07,0.009560479379707252,1.192999999999981e-07,3.001672933737078
1.193999999999981e-07,0.009478381062059314,1.193999999999981e-07,3.001852019648453
1.194999999999981e-07,0.009396282744411373,1.194999999999981e-07,3.002031105559826
1.195999999999981e-07,0.009314184426763435,1.195999999999981e-07,3.0022101914712
1.196999999999981e-07,0.00923456939898791,1.196999999999981e-07,3.002364215630429
1.197999999999981e-07,0.009161981127555044,1.197999999999981e-07,3.002447324658967
1.198999999999981e-07,0.009089392856122177,1.198999999999981e-07,3.002530433687505
1.199999999999981e-07,0.009016804584689311,1.199999999999981e-07,3.002613542716043
