Total; tran P (inv_lM0=4e-06) X,Total; tran P (inv_lM0=4e-06) Y,Total; tran P (inv_lM0=8e-06) X,Total; tran P (inv_lM0=8e-06) Y,frequency (inv_lM0=4e-06) X,frequency (inv_lM0=4e-06) Y,frequency (inv_lM0=8e-06) X,frequency (inv_lM0=8e-06) Y,/w_out (inv_lM0=4e-06) X,/w_out (inv_lM0=4e-06) Y,/w_out (inv_lM0=8e-06) X,/w_out (inv_lM0=8e-06) Y,/net1 (inv_lM0=4e-06) X,/net1 (inv_lM0=4e-06) Y,/net1 (inv_lM0=8e-06) X,/net1 (inv_lM0=8e-06) Y
2.339256652358183e-07,0.001970431357545093,2.374250108484967e-07,0.001387987240250324,  ,  ,  ,  ,2.339256652358183e-07,3.001600219350517,2.374250108484967e-07,0.1109014308054749,2.339256652358183e-07,0.1425315073111412,2.374250108484967e-07,3.003158372314608
2.360605296483954e-07,0.001975099498727458,2.416169243809941e-07,0.001358419223298094,  ,  ,  ,  ,2.360605296483954e-07,3.001543640432039,2.416169243809941e-07,0.2861099735363939,2.360605296483954e-07,0.1425570233397056,2.416169243809941e-07,3.009054444410433
2.381955113293859e-07,0.002002276518583061,2.455190568141882e-07,0.001333090329337723,  ,  ,  ,  ,2.381955113293859e-07,3.001999747850841,2.455190568141882e-07,0.5847929309896338,2.381955113293859e-07,0.142587430253009,2.455190568141882e-07,3.008171393867836
2.403569616409095e-07,0.002025805227993595,2.492447095164616e-07,0.001329378967175861,  ,  ,  ,  ,2.403569616409095e-07,3.003704455617306,2.492447095164616e-07,0.931448842695938,2.403569616409095e-07,0.142553941168097,2.492447095164616e-07,2.96970349996587
2.42675869286072e-07,0.002025787872705175,2.500828572647583e-07,0.001332220558139614,  ,  ,  ,  ,2.42675869286072e-07,3.00766307482161,2.500828572647583e-07,1.014172011330262,2.42675869286072e-07,0.1422694237404165,2.500828572647583e-07,2.952468832473012
2.453016575571662e-07,0.001997200429772959,2.517591527613517e-07,0.001340663656746318,  ,  ,  ,  ,2.453016575571662e-07,3.01483035097999,2.517591527613517e-07,1.170388511655718,2.453016575571662e-07,0.1413978014592865,2.517591527613517e-07,2.907900054962345
2.474341607068826e-07,0.001973419553241816,2.525019209895805e-07,0.001345415875233005,  ,  ,  ,  ,2.474341607068826e-07,3.012228209444704,2.525019209895805e-07,1.236916306646065,2.474341607068826e-07,0.139645915935533,2.525019209895805e-07,2.886812413361683
2.495460394664404e-07,0.001970839220652753,2.539874574460382e-07,0.001356657233106094,  ,  ,  ,  ,2.495460394664404e-07,2.975086507420931,2.539874574460382e-07,1.365105677189524,2.495460394664404e-07,0.138008644869813,2.539874574460382e-07,2.84191765563176
2.516961101985415e-07,0.001995432424766415,2.5617293860839e-07,0.001374512481386598,  ,  ,  ,  ,2.516961101985415e-07,2.857493230420958,2.5617293860839e-07,1.534165203076882,2.516961101985415e-07,0.1410683767743125,2.5617293860839e-07,2.756487442605322
2.538813547427029e-07,0.002022408508269285,2.580522092617378e-07,0.001387883983130739,  ,  ,  ,  ,2.538813547427029e-07,2.629062128633111,2.580522092617378e-07,1.658533266948618,2.538813547427029e-07,0.1627166269529616,2.580522092617378e-07,2.660747734627955
