Total; tran P X,Total; tran P Y,/w_out X,/w_out Y,/net1 X,/net1 Y,freq X,freq Y
1.270142144916017e-07,0.0009965520001053248,1.270142144916017e-07,0.006883029627599864,1.270142144916017e-07,3.002862780585664,  ,  
1.275178540557419e-07,0.0009830345394533546,1.275178540557419e-07,0.00681320463070429,1.275178540557419e-07,3.002790015285195,  ,  
1.282082368230694e-07,0.0009676816821124982,1.282082368230694e-07,0.006720886485102105,1.282082368230694e-07,3.00266984824102,  ,  
1.289852330314451e-07,0.0009546735090686814,1.289852330314451e-07,0.006626247082846135,1.289852330314451e-07,3.002529451204467,  ,  
1.292624097801728e-07,0.0009506747931483934,1.292624097801728e-07,0.006594905566228645,1.292624097801728e-07,3.002480392674407,  ,  
1.298167632776284e-07,0.0009449404030002033,1.298167632776284e-07,0.006533382996751894,1.298167632776284e-07,3.002372358910765,  ,  
1.305086480392407e-07,0.000942612966374753,1.305086480392407e-07,0.006462070518245469,1.305086480392407e-07,3.002234024284231,  ,  
1.31351254629506e-07,0.0009492561629632222,1.31351254629506e-07,0.006386229093855209,1.31351254629506e-07,3.002088854274136,  ,  
1.32275569156831e-07,0.0009749728237918591,1.32275569156831e-07,0.006310485382950641,1.32275569156831e-07,3.001943212125608,  ,  
1.332709842211896e-07,0.00101250307807856,1.332709842211896e-07,0.006233133688396905,1.332709842211896e-07,3.001771524938502,  ,  
1.342769275437808e-07,0.001041430972059448,1.342769275437808e-07,0.006166182912630028,1.342769275437808e-07,3.001617309469786,  ,  
1.357635479891556e-07,0.001041247167882896,1.357635479891556e-07,0.006079968745649925,1.357635479891556e-07,3.001408365121082,  ,  
1.36941937199995e-07,0.001009457121025634,1.36941937199995e-07,0.006019189573644985,1.36941937199995e-07,3.001254139760095,  ,  
1.371983031114293e-07,0.001001535611946886,1.371983031114293e-07,0.006007038533183063,1.371983031114293e-07,3.001222471846948,  ,  
1.377110349342979e-07,0.0009871543225974954,1.377110349342979e-07,0.005983708705121637,1.377110349342979e-07,3.001160836590715,  ,  
1.38379121721638e-07,0.0009714107660598455,1.38379121721638e-07,0.005955211106778668,1.38379121721638e-07,3.0010841514887,  ,  
1.393193748952335e-07,0.0009550235310947472,1.393193748952335e-07,0.005918651242083578,1.393193748952335e-07,3.000984548736135,  ,  
1.39594566058352e-07,0.0009510207006614421,1.39594566058352e-07,0.00590868144390338,1.39594566058352e-07,3.00095729091387,  ,  
1.401449483845891e-07,0.0009451115411363125,1.401449483845891e-07,0.005889502208307509,1.401449483845891e-07,3.000904581245943,  ,  
1.408901431425484e-07,0.0009425954255078031,1.408901431425484e-07,0.005865277612556097,1.408901431425484e-07,3.000837788029469,  ,  
1.417067405729609e-07,0.0009493081623451384,1.417067405729609e-07,0.005840918929482302,1.417067405729609e-07,3.000770938621733,  ,  
1.426872549872993e-07,0.0009769707776105686,1.426872549872993e-07,0.00581409104504638,1.426872549872993e-07,3.000697084432422,  ,  
1.436853646879519e-07,0.001014519610762154,1.436853646879519e-07,0.005789373910968769,1.436853646879519e-07,3.0006282485378,  ,  
1.447164092462365e-07,0.001042782518358793,1.447164092462365e-07,0.005766589425732148,1.447164092462365e-07,3.00056521793953,  ,  
