/out (vbias=5) X,/out (vbias=5) Y,/out (vbias=6) X,/out (vbias=6) Y,/out (vbias=7) X,/out (vbias=7) Y,/out (vbias=8) X,/out (vbias=8) Y,/out (vbias=9) X,/out (vbias=9) Y,/out (vbias=10) X,/out (vbias=10) Y,/out (vbias=11) X,/out (vbias=11) Y,/out (vbias=12) X,/out (vbias=12) Y
2.400000000000001,1.232566880077774,2.400000000000001,1.974369788237786,2.400000000000001,2.747408334045811,2.400000000000001,3.505010496992758,2.400000000000001,4.152622337051853,2.400000000000001,4.529396773820543,2.400000000000001,4.695733706697675,2.400000000000001,4.779995513764948
2.500000000000001,1.141964380392129,2.500000000000001,1.86230377602451,2.500000000000001,2.621948968630555,2.500000000000001,3.373530288918839,2.500000000000001,4.036279841075316,2.500000000000001,4.45690131518108,2.500000000000001,4.651618917155086,2.500000000000001,4.749550713831499
2.600000000000001,1.057744010671834,2.600000000000001,1.755478855039297,2.600000000000001,2.500793335655743,2.600000000000001,3.2451038850431,2.600000000000001,3.917802371880007,2.600000000000001,4.377881363382484,2.600000000000001,4.603309152672344,2.600000000000001,4.71645785144277
2.700000000000001,0.9797289842371867,2.700000000000001,1.653933629227577,2.700000000000001,2.383994900487211,2.700000000000001,3.119935360420345,2.700000000000001,3.798523639728141,2.700000000000001,4.292841658855692,2.700000000000001,4.550645942492531,2.700000000000001,4.680612950207353
2.800000000000001,0.9076702159595115,2.800000000000001,1.557673785446551,2.800000000000001,2.271598754848991,2.800000000000001,2.998175843337107,2.800000000000001,3.679464880521468,2.800000000000001,4.202539227341014,2.800000000000001,4.493523841684095,2.800000000000001,4.641916802510054
2.900000000000001,0.8412614115092567,2.900000000000001,1.466667204167923,2.900000000000001,2.163638712944295,2.900000000000001,2.87993977264405,2.900000000000001,3.561392538355916,2.900000000000001,4.107903064374455,2.900000000000001,4.431912649513865,2.900000000000001,4.600278387148906
3.000000000000001,0.7801568484047749,3.000000000000001,1.380841446692855,3.000000000000001,2.060134213999334,3.000000000000001,2.765314614814667,3.000000000000001,3.444878001011329,3.000000000000001,4.009934951805603,3.000000000000001,4.36587797214885,3.000000000000001,4.555619543411255
3.100000000000001,0.7239890589765472,3.100000000000001,1.300083921392985,3.100000000000001,1.961087374187476,3.100000000000001,2.654366526142633,3.100000000000001,3.330347653566919,3.100000000000001,3.909619944196959,3.100000000000001,4.295595450105344,3.100000000000001,4.507880889131362
3.200000000000002,0.6723843643833001,3.200000000000002,1.224244652949437,3.200000000000002,1.866480505020591,3.200000000000002,2.547143482421119,3.200000000000002,3.218121074885866,3.200000000000002,3.807863613052103,3.200000000000002,4.221354389173825,3.200000000000002,4.457028748086244
3.300000000000002,0.6249751670447169,3.300000000000002,1.153141223927364,3.300000000000002,1.776274366698293,3.300000000000002,2.443676846504629,3.300000000000002,3.108438848846362,3.300000000000002,3.705458998296455,3.300000000000002,4.143548635138404,3.300000000000002,4.403062575402187
3.400000000000002,0.5814087523711986,3.400000000000002,1.086565210626387,3.400000000000002,1.690407348140487,3.400000000000002,2.343982020414372,3.400000000000002,3.001482325238511,3.400000000000002,3.603077197991177,3.400000000000002,4.062655707650158,3.400000000000002,4.346022088965969
3.500000000000002,0.5413529174399956,3.500000000000002,1.024289339024543,3.500000000000002,1.608795665614,3.500000000000002,2.248058630500265,3.500000000000002,2.897387487679988,3.500000000000002,3.501272859662497,3.500000000000002,3.979208143414593,3.500000000000002,4.285993110682028
3.600000000000002,0.504499024117442,3.600000000000002,0.9660746368390579,3.600000000000002,1.531334562337885,3.600000000000002,2.155890563932909,3.600000000000002,2.796254636674893,3.600000000000002,3.400497059576939,3.600000000000002,3.893762463511694,3.600000000000002,4.223111084894941
3.700000000000002,0.4705631382026982,3.700000000000002,0.9116770117681119,3.700000000000002,1.457900389468594,3.700000000000002,2.06744608038883,3.700000000000002,2.698155156723421,3.700000000000002,3.301112520303942,3.700000000000002,3.806870782244783,3.700000000000002,4.157561436926653
3.800000000000002,0.4392858536137821,3.800000000000002,0.860852886500344,3.800000000000002,1.38835337038846,3.800000000000002,1.982678147262787,3.800000000000002,2.603136284115873,3.800000000000002,3.203408346949459,3.800000000000002,3.719058362079846,3.800000000000002,4.089576359933285
3.900000000000002,0.4104312839819441,3.900000000000002,0.8133637170609039,3.900000000000002,1.322540805526058,3.900000000000002,1.901525082334918,3.900000000000002,2.511224529684108,3.900000000000002,3.107613004279097,3.900000000000002,3.630808353651381,3.900000000000002,4.019428185015181
4.000000000000002,0.3837855794114479,4.000000000000002,0.7689793796436522,4.000000000000002,1.260300466464191,4.000000000000002,1.823911532260722,4.000000000000002,2.422428220512169,4.000000000000002,3.013905160620082,4.000000000000002,3.5425533114896,4.000000000000002,3.947420046720917
4.100000000000001,0.3591552169087942,4.100000000000001,0.72748051921016,4.100000000000001,1.201463950949114,4.100000000000001,1.749749769136742,4.100000000000001,2.336739486926378,4.100000000000001,2.922422483208759,4.100000000000001,3.454672152633569,4.100000000000001,3.873874949113856
4.200000000000001,0.3363652271749011,4.200000000000001,0.6886600127449967,4.200000000000001,1.145859814889894,4.200000000000001,1.678941252276717,4.200000000000001,2.254135920402289,4.200000000000001,2.833268662295181,4.200000000000001,3.367490953810154,4.200000000000001,3.799124472303182
4.300000000000001,0.3152574578621317,4.300000000000001,0.6523237212232177,4.300000000000001,1.093316352240854,4.300000000000001,1.611378379381903,4.300000000000001,2.174582053338881,4.300000000000001,2.746518991759833,4.300000000000001,3.281286125833614,4.300000000000001,3.723498234811422
4.4,0.2956889302357635,4.4,0.6182906995272203,4.4,1.043663948720893,4.4,1.546946340549527,4.4,2.098030755716719,4.4,2.66222481670749,4.4,3.196288828343261,4.4,3.647314921656192
4.5,0.2775303177944686,4.5,0.5863930139962679,4.5,0.9967369834459731,4.5,1.485524988768181,4.5,2.024424601882234,4.5,2.580417114152815,4.5,3.112689837283081,4.5,3.570875313883573
4.6,0.2606645575608116,4.6,0.5564752914987907,4.6,0.9523752898630298,4.6,1.42699064936864,4.6,1.953697230159322,4.6,2.501109421971761,4.6,3.030644373819781,4.6,3.494457411767805
4.699999999999999,0.2449855940768194,4.699999999999999,0.5283940974425421,4.699999999999999,0.9104252128822298,4.699999999999999,1.371217805431839,4.699999999999999,1.885774696686271,4.699999999999999,2.424300283141283,4.699999999999999,2.950276623033155,4.699999999999999,3.418313490198469
4.799999999999999,0.2303972501492186,4.799999999999999,0.5020172160982922,4.799999999999999,0.8707403138201095,4.799999999999999,1.318080613469567,4.799999999999999,1.820576811252141,4.799999999999999,2.349975330613146,4.799999999999999,2.871683818379246,4.799999999999999,3.342668777324873
4.899999999999999,0.2168122153541424,4.899999999999999,0.4772228863871744,4.899999999999999,0.8331817807740309,4.899999999999999,1.267454221256693,4.899999999999999,1.758018435562475,4.899999999999999,2.278109103909485,4.899999999999999,2.794939858950051,4.899999999999999,3.267721392605051
5,0.2041511420748826,5,0.4538990301572255,5,0.7976186017625642,5,1.219215875634707,5,1.698010721944157,5,2.208666661408903,5,2.720098477460239,5,3.19364319066959
