/Z (Vbias=5) X,/Z (Vbias=5) Y,/Z (Vbias=6) X,/Z (Vbias=6) Y,/Z (Vbias=7) X,/Z (Vbias=7) Y,/Z (Vbias=8) X,/Z (Vbias=8) Y,/Z (Vbias=9) X,/Z (Vbias=9) Y,/Z (Vbias=10) X,/Z (Vbias=10) Y,/Z (Vbias=11) X,/Z (Vbias=11) Y,/Z (Vbias=12) X,/Z (Vbias=12) Y,/w_B (Vbias=5) X,/w_B (Vbias=5) Y,/w_B (Vbias=6) X,/w_B (Vbias=6) Y,/w_B (Vbias=7) X,/w_B (Vbias=7) Y,/w_B (Vbias=8) X,/w_B (Vbias=8) Y,/w_B (Vbias=9) X,/w_B (Vbias=9) Y,/w_B (Vbias=10) X,/w_B (Vbias=10) Y,/w_B (Vbias=11) X,/w_B (Vbias=11) Y,/w_B (Vbias=12) X,/w_B (Vbias=12) Y,/w_A (Vbias=5) X,/w_A (Vbias=5) Y,/w_A (Vbias=6) X,/w_A (Vbias=6) Y,/w_A (Vbias=7) X,/w_A (Vbias=7) Y,/w_A (Vbias=8) X,/w_A (Vbias=8) Y,/w_A (Vbias=9) X,/w_A (Vbias=9) Y,/w_A (Vbias=10) X,/w_A (Vbias=10) Y,/w_A (Vbias=11) X,/w_A (Vbias=11) Y,/w_A (Vbias=12) X,/w_A (Vbias=12) Y
4.14656026614921e-09,2.486741003982587,5.384345079231648e-09,0.7597201204018657,5.789182769532186e-09,0.8988579192005233,5.921080820303661e-09,1.28555502920841,6.762576312486422e-09,1.627984830376289,6.716087671153647e-09,2.167063412491365,6.836669500763605e-09,2.695919377251336,6.821311921407545e-09,3.185817710284383,4.14656026614921e-09,5,5.384345079231648e-09,5,5.789182769532186e-09,5,5.921080820303661e-09,5,6.762576312486422e-09,5,6.716087671153647e-09,5,6.836669500763605e-09,5,6.821311921407545e-09,5,4.14656026614921e-09,4.146560266149209,5.384345079231648e-09,5,5.789182769532186e-09,5,5.921080820303661e-09,5,6.762576312486422e-09,5,6.716087671153647e-09,5,6.836669500763605e-09,5,6.821311921407545e-09,5
4.446327378599815e-09,1.818000289187118,5.647057452656243e-09,0.6120772295960349,6.119247543763796e-09,0.803457195929328,6.29060187438945e-09,1.193050055493142,7.254048972982647e-09,1.605984777797195,7.179790924009233e-09,2.14119889544429,7.337515297702481e-09,2.675961554705386,7.327718931178591e-09,3.169962815827213,4.446327378599815e-09,5,5.647057452656243e-09,5,6.119247543763796e-09,5,6.29060187438945e-09,5,7.254048972982647e-09,5,7.179790924009233e-09,5,7.337515297702481e-09,5,7.327718931178591e-09,5,4.446327378599815e-09,4.446327378599815,5.647057452656243e-09,5,6.119247543763796e-09,5,6.29060187438945e-09,5,7.254048972982647e-09,5,7.179790924009233e-09,5,7.337515297702481e-09,5,7.327718931178591e-09,5
4.741421056183141e-09,1.307358387305977,5.939220406277333e-09,0.5123644588182915,6.559853817233525e-09,0.741517869571324,6.728714609894303e-09,1.143130016927137,7.867470238797158e-09,1.597837857800089,7.752846426790745e-09,2.130150183057581,7.946920219728017e-09,2.668092992189119,7.939319929218433e-09,3.163283812195814,4.741421056183141e-09,5,5.939220406277333e-09,5,6.559853817233525e-09,5,6.728714609894303e-09,5,7.867470238797158e-09,5,7.752846426790745e-09,5,7.946920219728017e-09,5,7.939319929218433e-09,5,4.741421056183141e-09,4.741421056183141,5.939220406277333e-09,5,6.559853817233525e-09,5,6.728714609894303e-09,5,7.867470238797158e-09,5,7.752846426790745e-09,5,7.946920219728017e-09,5,7.939319929218433e-09,5
5e-09,0.9745202556173811,6.366190162731406e-09,0.4367781084464637,7.025398831723974e-09,0.7153883823403686,7.217691624976053e-09,1.121728049985165,8.698122806640479e-09,1.596073904489429,8.481392734653024e-09,2.127226155042955,8.74827354187332e-09,2.665919911258154,8.721750552477372e-09,3.161153253267428,5e-09,5,6.366190162731406e-09,5,7.025398831723974e-09,5,7.217691624976053e-09,5,8.698122806640479e-09,5,8.481392734653024e-09,5,8.74827354187332e-09,5,8.721750552477372e-09,5,5e-09,5,6.366190162731406e-09,5,7.025398831723974e-09,5,7.217691624976053e-09,5,8.698122806640479e-09,5,8.481392734653024e-09,5,8.74827354187332e-09,5,8.721750552477372e-09,5
5.129851491558843e-09,0.840059690549407,6.820366846845705e-09,0.4030724169230442,7.607316469584527e-09,0.7039750184250495,7.835470122546745e-09,1.113437884086856,9.962385068699845e-09,1.596195111304126,9.589104088215359e-09,2.12691169537084,9.921476725385925e-09,2.665737350576237,9.83703788541927e-09,3.160782421245532,5.129851491558843e-09,5,6.820366846845705e-09,5,7.607316469584527e-09,5,7.835470122546745e-09,5,9.962385068699845e-09,5,9.589104088215359e-09,5,9.921476725385925e-09,5,9.83703788541927e-09,5,5.129851491558843e-09,5,6.820366846845705e-09,5,7.607316469584527e-09,5,7.835470122546745e-09,5,9.962385068699845e-09,5,9.589104088215359e-09,5,9.921476725385925e-09,5,9.83703788541927e-09,5
5.295854432418641e-09,0.68057586796068,7.369463358688388e-09,0.3877595757970911,8.351838592665812e-09,0.7005446062545906,8.667391413265803e-09,1.111507827891644,1.207388680035725e-08,1.596262688734546,1.134655488901997e-08,2.127081149054717,1.183450820647231e-08,2.665796360365811,1.156268293006712e-08,3.160809225031242,5.295854432418641e-09,5,7.369463358688388e-09,5,8.351838592665812e-09,5,8.667391413265803e-09,5,1.207388680035725e-08,5,1.134655488901997e-08,5,1.183450820647231e-08,5,1.156268293006712e-08,5,5.295854432418641e-09,5,7.369463358688388e-09,5,8.351838592665812e-09,5,8.667391413265803e-09,5,1.207388680035725e-08,5,1.134655488901997e-08,5,1.183450820647231e-08,5,1.156268293006712e-08,5
5.450669879314652e-09,0.5584881704243515,8.052315366695708e-09,0.3823092997992288,9.454723554481128e-09,0.7000306013338861,9.930195726775001e-09,1.111548490490883,1.629689026367207e-08,1.596229072261738,1.486145649062919e-08,2.127011180567805,1.566057116864507e-08,2.665777747564273,1.473503863664047e-08,3.160804711826963,5.450669879314652e-09,5,8.052315366695708e-09,5,9.454723554481128e-09,5,9.930195726775001e-09,5,1.629689026367207e-08,5,1.486145649062919e-08,5,1.566057116864507e-08,5,1.473503863664047e-08,5,5.450669879314652e-09,5,8.052315366695708e-09,5,9.454723554481128e-09,5,9.930195726775001e-09,5,1.629689026367207e-08,5,1.486145649062919e-08,5,1.566057116864507e-08,5,1.473503863664047e-08,5
5.751994908838474e-09,0.3934417480713701,9.028402214703085e-09,0.3809371759455121,1.116433030971498e-08,0.7001597860519241,1.198520837299905e-08,1.111630483236362,2.47428971903017e-08,1.596252910586615,2.189125969384764e-08,2.127064256812036,2.33126970929906e-08,2.665790138185881,2.107975004978717e-08,3.160808406007675,5.751994908838474e-09,5,9.028402214703085e-09,5,1.116433030971498e-08,5,1.198520837299905e-08,5,2.47428971903017e-08,5,2.189125969384764e-08,5,2.33126970929906e-08,5,2.107975004978717e-08,5,5.751994908838474e-09,5,9.028402214703085e-09,5,1.116433030971498e-08,5,1.198520837299905e-08,5,2.47428971903017e-08,5,2.189125969384764e-08,5,2.33126970929906e-08,5,2.107975004978717e-08,5
6.064117771711046e-09,0.2942325694060932,1.047561603540966e-08,0.3809384961503083,1.435185963626805e-08,0.7001283813873325,1.609523366544715e-08,1.111596121340266,4.163491104356096e-08,1.596232266773633,3.595086610028454e-08,2.127017845980324,3.861694894168165e-08,2.6657798742616,3.376917287608057e-08,3.160805076292227,6.064117771711046e-09,5,1.047561603540966e-08,5,1.435185963626805e-08,5,1.609523366544715e-08,5,4.163491104356096e-08,5,3.595086610028454e-08,5,3.861694894168165e-08,5,3.376917287608057e-08,5,6.064117771711046e-09,5,1.047561603540966e-08,5,1.435185963626805e-08,5,1.609523366544715e-08,5,4.163491104356096e-08,5,3.595086610028454e-08,5,3.861694894168165e-08,5,3.376917287608057e-08,5
6.506098267698718e-09,0.2214236936993685,1.296180244799839e-08,0.380951225538929,2.072691828937421e-08,0.7001509211864305,2.431528425034334e-08,1.111620601850437,7.541893875007947e-08,1.596251493711079,6.407007891315833e-08,2.127061314605308,6.922545263906376e-08,2.665789229383325,5.914801852866738e-08,3.160808236935555,6.506098267698718e-09,5,1.296180244799839e-08,5,2.072691828937421e-08,5,2.431528425034334e-08,5,7.541893875007947e-08,5,6.407007891315833e-08,5,6.922545263906376e-08,5,5.914801852866738e-08,5,6.506098267698718e-09,5,1.296180244799839e-08,5,2.072691828937421e-08,5,2.431528425034334e-08,5,7.541893875007947e-08,5,6.407007891315833e-08,5,6.922545263906376e-08,5,5.914801852866738e-08,5
