/Z (Vbias=5) X,/Z (Vbias=5) Y,/Z (Vbias=6) X,/Z (Vbias=6) Y,/Z (Vbias=7) X,/Z (Vbias=7) Y,/Z (Vbias=8) X,/Z (Vbias=8) Y,/Z (Vbias=9) X,/Z (Vbias=9) Y,/Z (Vbias=10) X,/Z (Vbias=10) Y,/Z (Vbias=11) X,/Z (Vbias=11) Y,/Z (Vbias=12) X,/Z (Vbias=12) Y,/w_B (Vbias=5) X,/w_B (Vbias=5) Y,/w_B (Vbias=6) X,/w_B (Vbias=6) Y,/w_B (Vbias=7) X,/w_B (Vbias=7) Y,/w_B (Vbias=8) X,/w_B (Vbias=8) Y,/w_B (Vbias=9) X,/w_B (Vbias=9) Y,/w_B (Vbias=10) X,/w_B (Vbias=10) Y,/w_B (Vbias=11) X,/w_B (Vbias=11) Y,/w_B (Vbias=12) X,/w_B (Vbias=12) Y,/w_A (Vbias=5) X,/w_A (Vbias=5) Y,/w_A (Vbias=6) X,/w_A (Vbias=6) Y,/w_A (Vbias=7) X,/w_A (Vbias=7) Y,/w_A (Vbias=8) X,/w_A (Vbias=8) Y,/w_A (Vbias=9) X,/w_A (Vbias=9) Y,/w_A (Vbias=10) X,/w_A (Vbias=10) Y,/w_A (Vbias=11) X,/w_A (Vbias=11) Y,/w_A (Vbias=12) X,/w_A (Vbias=12) Y
5.025e-07,2.042614484748399,5.047042271888048e-07,0.4052395252872446,5.062555339767969e-07,0.6649615117645887,5.063025707804647e-07,1.126872497877585,5.099999999999999e-07,3.843595834649103,5.078125802159211e-07,2.971770293100543,5.082589626443721e-07,3.883472919882407,5.099999999999999e-07,4.859399372726975,5.025e-07,4.999999999999952,5.047042271888048e-07,5,5.062555339767969e-07,5,5.063025707804647e-07,5,5.099999999999999e-07,5,5.078125802159211e-07,5,5.082589626443721e-07,5,5.099999999999999e-07,5,5.025e-07,5,5.047042271888048e-07,5,5.062555339767969e-07,3.74446602320304,5.063025707804647e-07,3.697429219535269,5.099999999999999e-07,0,5.078125802159211e-07,2.18741978407881,5.082589626443721e-07,1.741037355627801,5.099999999999999e-07,0
5.025804641254725e-07,1.804363992307355,5.049999999999999e-07,0.3942363454095978,5.06941506914157e-07,0.7607018898411255,5.070119629685264e-07,1.2917719347015,5.102234810205352e-07,3.980335894780811,5.09079427518567e-07,3.880078900787355,5.09129481322186e-07,4.422802680022062,5.102395537717536e-07,4.888967422740837,5.025804641254725e-07,5,5.049999999999999e-07,5,5.06941506914157e-07,5,5.070119629685264e-07,5,5.102234810205352e-07,5,5.09079427518567e-07,5,5.09129481322186e-07,5,5.102395537717536e-07,5,5.025804641254725e-07,5,5.049999999999999e-07,5,5.06941506914157e-07,3.058493085842934,5.070119629685264e-07,2.988037031473491,5.102234810205352e-07,0,5.09079427518567e-07,0.9205724814329761,5.09129481322186e-07,0.8705186778139771,5.102395537717536e-07,0
5.027036036418201e-07,1.476093959733896,5.051456664740253e-07,0.3760201918615194,5.078186218401077e-07,0.9839546111955914,5.078992544302834e-07,1.64147156862017,5.105764761128891e-07,4.188235246127783,5.099999999999999e-07,4.442921288842546,5.095647406610929e-07,4.619580084517076,5.106194199959847e-07,4.931292234186349,5.027036036418201e-07,5,5.051456664740253e-07,5,5.078186218401077e-07,5,5.078992544302834e-07,5,5.105764761128891e-07,5,5.099999999999999e-07,5,5.095647406610929e-07,5,5.106194199959847e-07,5,5.027036036418201e-07,5,5.051456664740253e-07,4.854333525974674,5.078186218401077e-07,2.181378159892187,5.078992544302834e-07,2.100745569716527,5.105764761128891e-07,0,5.099999999999999e-07,0,5.095647406610929e-07,0.4352593389070654,5.106194199959847e-07,0
5.028206990179541e-07,1.225810693409659,5.053216209807273e-07,0.3507700887619952,5.089093109200538e-07,1.469118293159409,5.090482443672285e-07,2.339471170389677,5.108975635441456e-07,4.356327219877107,5.102432349912909e-07,4.545586211124551,5.099999999999999e-07,4.747097543046157,5.109571630423037e-07,4.957917569641548,5.028206990179541e-07,5,5.053216209807273e-07,5,5.089093109200538e-07,5,5.090482443672285e-07,5,5.108975635441456e-07,5,5.102432349912909e-07,5,5.099999999999999e-07,5,5.109571630423037e-07,5,5.028206990179541e-07,5,5.053216209807273e-07,4.678379019272651,5.089093109200538e-07,1.09068907994617,5.090482443672285e-07,0.9517556327714374,5.108975635441456e-07,0,5.102432349912909e-07,0,5.099999999999999e-07,0,5.109571630423037e-07,0
5.030152747140765e-07,0.9109157126197923,5.05487474107434e-07,0.3280908073706296,5.094546554600269e-07,1.795992709253398,5.099999999999999e-07,2.991856648446228,5.115397384066587e-07,4.614215024197668,5.106512536305323e-07,4.697853103405942,5.102086871357043e-07,4.792104802150468,5.116326491349416e-07,4.985553369003019,5.030152747140765e-07,5,5.05487474107434e-07,5,5.094546554600269e-07,5,5.099999999999999e-07,5,5.115397384066587e-07,5,5.106512536305323e-07,5,5.102086871357043e-07,5,5.116326491349416e-07,5,5.030152747140765e-07,5,5.05487474107434e-07,4.512525892565919,5.094546554600269e-07,0.5453445399730565,5.099999999999999e-07,0,5.115397384066587e-07,0,5.106512536305323e-07,0,5.102086871357043e-07,0,5.116326491349416e-07,0
5.032564387861389e-07,0.6476948365668469,5.058191803608475e-07,0.305264822407894,5.099999999999999e-07,2.123806720197433,5.102292427592874e-07,3.141975394977428,5.123404975779774e-07,4.805946184577827,5.110040903232968e-07,4.793777255755114,5.104642296780156e-07,4.843613329277432,5.124976940259657e-07,4.997377188154547,5.032564387861389e-07,5,5.058191803608475e-07,5,5.099999999999999e-07,5,5.102292427592874e-07,5,5.123404975779774e-07,5,5.110040903232968e-07,5,5.104642296780156e-07,5,5.124976940259657e-07,5,5.032564387861389e-07,5,5.058191803608475e-07,4.180819639152457,5.099999999999999e-07,0,5.102292427592874e-07,0,5.123404975779774e-07,0,5.110040903232968e-07,0,5.104642296780156e-07,0,5.124976940259657e-07,0
5.03531803695703e-07,0.4586318396943008,5.06172570472067e-07,0.3046045953622023,5.101767546508024e-07,2.23038326785796,5.106152580719318e-07,3.389566884631947,5.133714145092349e-07,4.91902506446132,5.117097637088257e-07,4.90735582998094,5.107047178608095e-07,4.883409527371861,5.136569215474356e-07,5.002048876911491,5.03531803695703e-07,5,5.06172570472067e-07,5,5.101767546508024e-07,5,5.106152580719318e-07,5,5.133714145092349e-07,5,5.117097637088257e-07,5,5.107047178608095e-07,5,5.136569215474356e-07,5,5.03531803695703e-07,5,5.06172570472067e-07,3.827429527932966,5.101767546508024e-07,0,5.106152580719318e-07,0,5.133714145092349e-07,0,5.117097637088257e-07,0,5.107047178608095e-07,0,5.136569215474356e-07,0
5.038383332061622e-07,0.3336727325315333,5.067969248930345e-07,0.3386748523426749,5.104342657322447e-07,2.386570658189852,5.109534611447673e-07,3.592573552454705,5.144847959834667e-07,4.963667873050327,5.125450204345202e-07,4.962267390099303,5.111856942263973e-07,4.937405268602145,5.15090619248359e-07,5.002766296528779,5.038383332061622e-07,5,5.067969248930345e-07,5,5.104342657322447e-07,5,5.109534611447673e-07,5,5.144847959834667e-07,5,5.125450204345202e-07,5,5.111856942263973e-07,5,5.15090619248359e-07,5,5.038383332061622e-07,5,5.067969248930345e-07,3.203075106965446,5.104342657322447e-07,0,5.109534611447673e-07,0,5.144847959834667e-07,0,5.125450204345202e-07,0,5.111856942263973e-07,0,5.15090619248359e-07,0
5.041981273568433e-07,0.2525064145252092,5.076152748778852e-07,0.4394401100683902,5.106705877233226e-07,2.527835459725893,5.116298672904381e-07,3.943020284418961,5.156962911380971e-07,4.983029953721087,5.135638599567761e-07,4.986453918643697,5.119644013326565e-07,4.978397270633277,5.17003378471064e-07,5.002096687924143,5.041981273568433e-07,5,5.076152748778852e-07,5,5.106705877233226e-07,5,5.116298672904381e-07,5,5.156962911380971e-07,5,5.135638599567761e-07,5,5.119644013326565e-07,5,5.17003378471064e-07,5,5.041981273568433e-07,5,5.076152748778852e-07,2.384725122114709,5.106705877233226e-07,0,5.116298672904381e-07,0,5.156962911380971e-07,0,5.135638599567761e-07,0,5.119644013326565e-07,0,5.17003378471064e-07,0
5.046267030564695e-07,0.2044439433814177,5.088996069195305e-07,0.7779590486675821,5.111432317054783e-07,2.787590216797027,5.124481149531749e-07,4.274062648278469,5.172177337820367e-07,4.992867071612783,5.147262905457155e-07,4.996414011909716,5.129536085400331e-07,4.995022543442648,5.195432873773441e-07,5.001429262141889,5.046267030564695e-07,5,5.088996069195305e-07,5,5.111432317054783e-07,5,5.124481149531749e-07,5,5.172177337820367e-07,5,5.147262905457155e-07,5,5.129536085400331e-07,5,5.195432873773441e-07,5,5.046267030564695e-07,5,5.088996069195305e-07,1.100393080469475,5.111432317054783e-07,0,5.124481149531749e-07,0,5.172177337820367e-07,0,5.147262905457155e-07,0,5.129536085400331e-07,0,5.195432873773441e-07,0
5.049999999999999e-07,0.184653924489394,5.094498034597651e-07,1.009704111093092,5.117967767523802e-07,3.096375494503298,5.13544134513533e-07,4.585202148769177,5.195652138073249e-07,4.997618894478698,5.163910716936946e-07,5.000524457728953,5.141830154919268e-07,5.001060808803299,5.227612691432459e-07,5.000850674631381,5.049999999999999e-07,5,5.094498034597651e-07,5,5.117967767523802e-07,5,5.13544134513533e-07,5,5.195652138073249e-07,5,5.163910716936946e-07,5,5.141830154919268e-07,5,5.227612691432459e-07,5,5.049999999999999e-07,5,5.094498034597651e-07,0.5501965402348139,5.117967767523802e-07,0,5.13544134513533e-07,0,5.195652138073249e-07,0,5.163910716936946e-07,0,5.141830154919268e-07,0,5.227612691432459e-07,0
5.05159347997646e-07,0.1622599626606458,5.099999999999999e-07,1.272183519663241,5.126985104621515e-07,3.445018060458902,5.148175227398567e-07,4.794991064023286,5.22707377517415e-07,4.999037591494642,5.186699751226424e-07,5.000964930194065,5.157497715088724e-07,5.002478977248755,5.269215819187629e-07,5.000674089691512,5.05159347997646e-07,5,5.099999999999999e-07,5,5.126985104621515e-07,5,5.148175227398567e-07,5,5.22707377517415e-07,5,5.186699751226424e-07,5,5.157497715088724e-07,5,5.269215819187629e-07,5,5.05159347997646e-07,4.840652002353971,5.099999999999999e-07,0,5.126985104621515e-07,0,5.148175227398567e-07,0,5.22707377517415e-07,0,5.186699751226424e-07,0,5.157497715088724e-07,0,5.269215819187629e-07,0
5.053659718160279e-07,0.1292441447271563,5.101691205554667e-07,1.36159026439715,5.137712978024316e-07,3.772692490007571,5.163022415434045e-07,4.906859831225191,5.268124808288313e-07,5.000051318424294,5.217094330763829e-07,5.000853339810403,5.178493978100244e-07,5.001847704661731,5.324106819626907e-07,5.000561293533972,5.053659718160279e-07,5,5.101691205554667e-07,5,5.137712978024316e-07,5,5.163022415434045e-07,5,5.268124808288313e-07,5,5.217094330763829e-07,5,5.178493978100244e-07,5,5.324106819626907e-07,5,5.053659718160279e-07,4.634028183972013,5.101691205554667e-07,0,5.137712978024316e-07,0,5.163022415434045e-07,0,5.268124808288313e-07,0,5.217094330763829e-07,0,5.178493978100244e-07,0,5.324106819626907e-07,0
5.055552817794652e-07,0.1006290059866989,5.104172996341723e-07,1.495260195219597,5.151191221738471e-07,4.090611448889434,5.179543617941209e-07,4.954764344007724,5.323679034931449e-07,5.000714075521524,5.255341628526105e-07,5.000658908740793,5.206705418923236e-07,5.001299197430669,5.398984677793772e-07,5.000577603758583,5.055552817794652e-07,5,5.104172996341723e-07,5,5.151191221738471e-07,5,5.179543617941209e-07,5,5.323679034931449e-07,5,5.255341628526105e-07,5,5.206705418923236e-07,5,5.398984677793772e-07,5,5.055552817794652e-07,4.444718220534731,5.104172996341723e-07,0,5.151191221738471e-07,0,5.179543617941209e-07,0,5.323679034931449e-07,0,5.255341628526105e-07,0,5.206705418923236e-07,0,5.398984677793772e-07,0
5.059339017063398e-07,0.06821200764383843,5.106439914268281e-07,1.61715270670726,5.168175614955896e-07,4.387811285958732,5.196897976259717e-07,4.974469436955691,5.403824484541018e-07,5.0011522083454,5.307384910021832e-07,5.000825217859444,5.242099580498954e-07,5.000789066048334,5.498905799989461e-07,5.000431307205255,5.059339017063398e-07,5,5.106439914268281e-07,5,5.168175614955896e-07,5,5.196897976259717e-07,5,5.403824484541018e-07,5,5.307384910021832e-07,5,5.242099580498954e-07,5,5.498905799989461e-07,5,5.059339017063398e-07,4.066098293660167,5.106439914268281e-07,0,5.168175614955896e-07,0,5.196897976259717e-07,0,5.403824484541018e-07,0,5.307384910021832e-07,0,5.242099580498954e-07,0,5.498905799989461e-07,0
5.063221951930634e-07,0.0555566641439038,5.110973750121398e-07,1.842132596303125,5.187748590442585e-07,4.625160905526629,5.218894974455434e-07,4.985762678562375,5.510021223634293e-07,5.000993302755127,5.375584191550732e-07,5.000875559743371,5.287945092423381e-07,5.000752062628473,5.630001642917784e-07,5.000355341621407,5.063221951930634e-07,5,5.110973750121398e-07,5,5.187748590442585e-07,5,5.218894974455434e-07,5,5.510021223634293e-07,5,5.375584191550732e-07,5,5.287945092423381e-07,5,5.630001642917784e-07,5,5.063221951930634e-07,3.677804806936486,5.110973750121398e-07,0,5.187748590442585e-07,0,5.218894974455434e-07,0,5.510021223634293e-07,0,5.375584191550732e-07,0,5.287945092423381e-07,0,5.630001642917784e-07,0
5.070310711957014e-07,0.06016170606822647,5.117100986165223e-07,2.106921740873305,5.21053870587897e-07,4.793021226490052,5.250709480515838e-07,4.992765597643143,5.649319755825635e-07,5.000778006362641,5.468904021948812e-07,5.000852284174909,5.348074118202063e-07,5.00068957489297,5.802945073699762e-07,5.000225347063204,5.070310711957014e-07,5,5.117100986165223e-07,5,5.21053870587897e-07,5,5.250709480515838e-07,5,5.649319755825635e-07,5,5.468904021948812e-07,5,5.348074118202063e-07,5,5.802945073699762e-07,5,5.070310711957014e-07,2.96892880429855,5.117100986165223e-07,0,5.21053870587897e-07,0,5.250709480515838e-07,0,5.649319755825635e-07,0,5.468904021948812e-07,0,5.348074118202063e-07,0,5.802945073699762e-07,0
5.079431163575692e-07,0.106700012480046,5.125902560697465e-07,2.424112320148001,5.237831547388775e-07,4.894706697743931,5.295845247179402e-07,4.997075364111248,5.825179920594496e-07,5.00053024204681,5.590036762722259e-07,5.000566216295154,5.430280084667407e-07,5.000704999682141,6.042860779949149e-07,5.000176554704669,5.079431163575692e-07,5,5.125902560697465e-07,5,5.237831547388775e-07,5,5.295845247179402e-07,5,5.825179920594496e-07,5,5.590036762722259e-07,5,5.430280084667407e-07,5,6.042860779949149e-07,5,5.079431163575692e-07,2.056883642430733,5.125902560697465e-07,0,5.237831547388775e-07,0,5.295845247179402e-07,0,5.825179920594496e-07,0,5.590036762722259e-07,0,5.430280084667407e-07,0,6.042860779949149e-07,0
5.089715581787846e-07,0.2321024714163346,5.13656495065759e-07,2.732641132511483,5.26981893047793e-07,4.944996637936478,5.357376896304078e-07,5.000143553891848,6.064431305909393e-07,5.000369817277545,5.749067468907804e-07,5.000486725033142,5.538841954295105e-07,5.000481942948291,6.397569234998207e-07,5.000065921306021,5.089715581787846e-07,5,5.13656495065759e-07,5,5.26981893047793e-07,5,5.357376896304078e-07,5,6.064431305909393e-07,5,5.749067468907804e-07,5,5.538841954295105e-07,5,6.397569234998207e-07,5,5.089715581787846e-07,1.028441821215337,5.13656495065759e-07,0,5.26981893047793e-07,0,5.357376896304078e-07,0,6.064431305909393e-07,0,5.749067468907804e-07,0,5.538841954295105e-07,0,6.397569234998207e-07,0
5.099999999999999e-07,0.4865645252297129,5.149868688787305e-07,3.035243983356281,5.304614818484368e-07,4.968354784420947,5.459569991182203e-07,5.001379883219014,6.411267876940035e-07,5.000174049243581,5.956867234796816e-07,5.000267682535052,5.68108144372669e-07,5.000417705429454,6.91939374679131e-07,5.000056706796763,5.099999999999999e-07,5,5.149868688787305e-07,5,5.304614818484368e-07,5,5.459569991182203e-07,5,6.411267876940035e-07,5,5.956867234796816e-07,5,5.68108144372669e-07,5,6.91939374679131e-07,5,5.099999999999999e-07,0,5.149868688787305e-07,0,5.304614818484368e-07,0,5.459569991182203e-07,0,6.411267876940035e-07,0,5.956867234796816e-07,0,5.68108144372669e-07,0,6.91939374679131e-07,0
5.102156205558931e-07,0.5804754544729259,5.166076966511898e-07,3.319149864479382,5.347131453498988e-07,4.983090807149138,5.603049918311202e-07,5.001283444381334,6.919191343841169e-07,5.000104782215108,6.258249336974426e-07,5.00021365109158,5.866764493937436e-07,5.000240811357875,7.222196873395655e-07,5.000010823429128,5.102156205558931e-07,5,5.166076966511898e-07,5,5.347131453498988e-07,5,5.603049918311202e-07,5,6.919191343841169e-07,5,6.258249336974426e-07,5,5.866764493937436e-07,5,7.222196873395655e-07,5,5.102156205558931e-07,0,5.166076966511898e-07,0,5.347131453498988e-07,0,5.603049918311202e-07,0,6.919191343841169e-07,0,6.258249336974426e-07,0,5.866764493937436e-07,0,7.222196873395655e-07,0
5.105808303100245e-07,0.7479353059692171,5.18617188972072e-07,3.584980393153582,5.407455329628427e-07,4.993776597428651,5.766994827441889e-07,5.00095011179101,7.222095671920585e-07,5.000049816691425,6.702042257220556e-07,5.000049403835739,6.129777221591454e-07,5.000201403819077,7.525e-07,5.000038183545602,5.105808303100245e-07,5,5.18617188972072e-07,5,5.407455329628427e-07,5,5.766994827441889e-07,5,7.222095671920585e-07,5,6.702042257220556e-07,5,6.129777221591454e-07,5,7.525e-07,5,5.105808303100245e-07,0,5.18617188972072e-07,0,5.407455329628427e-07,0,5.766994827441889e-07,0,7.222095671920585e-07,0,6.702042257220556e-07,0,6.129777221591454e-07,0,7.525e-07,0
5.109063550247719e-07,0.8972142970466962,5.210005677860229e-07,3.819127884243959,5.507663245094085e-07,5.000325551593814,5.978904716897751e-07,5.000650520140084,7.525e-07,5.000062059066597,7.113521128610278e-07,5.000087380363707,6.518502023384308e-07,5.000055050467043,7.5265625e-07,4.922924441426167,5.109063550247719e-07,5,5.210005677860229e-07,5,5.507663245094085e-07,5,5.978904716897751e-07,5,7.525e-07,5,7.113521128610278e-07,5,6.518502023384308e-07,5,7.5265625e-07,4.687499999999845,5.109063550247719e-07,0,5.210005677860229e-07,0,5.507663245094085e-07,0,5.978904716897751e-07,0,7.525e-07,0,7.113521128610278e-07,0,6.518502023384308e-07,0,7.5265625e-07,0
5.115574044542668e-07,1.161090065790217,5.238813732785015e-07,4.02756657772672,5.661503490069093e-07,5.001782125671045,6.272736095046708e-07,5.000376998054843,7.5265625e-07,4.888520697032112,7.525e-07,5.000000076905025,7.077773760411289e-07,5.000071297807126,7.529645795964959e-07,4.858226136812958,5.115574044542668e-07,5,5.238813732785015e-07,5,5.661503490069093e-07,5,6.272736095046708e-07,5,7.5265625e-07,4.687499999999845,7.525e-07,5,7.077773760411289e-07,5,7.529645795964959e-07,4.070840807008027,5.115574044542668e-07,0,5.238813732785015e-07,0,5.661503490069093e-07,0,6.272736095046708e-07,0,7.5265625e-07,0,7.525e-07,0,7.077773760411289e-07,0,7.529645795964959e-07,0
5.122930185609616e-07,1.414146887923942,5.273620306917878e-07,4.211332625483868,5.839865871057772e-07,5.001500537045574,6.721234530833787e-07,5.000184299568121,7.52960948656514e-07,4.754456522944987,7.5265625e-07,4.902324494894767,7.525e-07,4.999996025497708,7.533682434248642e-07,4.866652194290412,5.122930185609616e-07,5,5.273620306917878e-07,5,5.839865871057772e-07,5,6.721234530833787e-07,5,7.52960948656514e-07,4.078102686971897,7.5265625e-07,4.687499999999845,7.525e-07,5,7.533682434248642e-07,3.263513150271557,5.122930185609616e-07,0,5.273620306917878e-07,0,5.839865871057772e-07,0,6.721234530833787e-07,0,7.52960948656514e-07,0,7.5265625e-07,0,7.525e-07,0,7.533682434248642e-07,0
5.134428335321221e-07,1.737257457262964,5.316476883247231e-07,4.372591824429684,6.056662422294013e-07,5.001025503204294,7.123117265416893e-07,5.000110834318044,7.535703459695419e-07,4.688832783129877,7.529645795964959e-07,4.798716107437079,7.5265625e-07,4.913600912304574,7.537856833779473e-07,4.861841846387354,5.134428335321221e-07,5,5.316476883247231e-07,5,6.056662422294013e-07,5,7.123117265416893e-07,5,7.535703459695419e-07,2.859308060916002,7.529645795964959e-07,4.070840807008027,7.5265625e-07,4.687499999999845,7.537856833779473e-07,2.428633244105276,5.134428335321221e-07,0,5.316476883247231e-07,0,6.056662422294013e-07,0,7.123117265416893e-07,0,7.535703459695419e-07,0,7.529645795964959e-07,0,7.5265625e-07,0,7.537856833779473e-07,0
5.148231500230662e-07,2.036990486746617,5.37059178965063e-07,4.515095265753917,6.361030617341309e-07,5.000614732876972,7.525e-07,5.000074983785224,7.540459079757203e-07,4.674408029513527,7.535812387894877e-07,4.776392266189148,7.529645795964959e-07,4.832482911930338,7.542066703409278e-07,4.858435536449278,5.148231500230662e-07,5,5.37059178965063e-07,5,6.361030617341309e-07,5,7.525e-07,5,7.540459079757203e-07,1.908184048559254,7.535812387894877e-07,2.837522421024393,7.529645795964959e-07,4.070840807008027,7.542066703409278e-07,1.586659318144359,5.148231500230662e-07,0,5.37059178965063e-07,0,6.361030617341309e-07,0,7.525e-07,0,7.540459079757203e-07,0,7.535812387894877e-07,0,7.529645795964959e-07,0,7.542066703409278e-07,0
5.165315454902472e-07,2.318139085941685,5.43423510679121e-07,4.640377860529738,6.877077719264096e-07,5.00027359974391,7.5265625e-07,4.871502494317512,7.545253385765309e-07,4.658246805675282,7.540244944071339e-07,4.769694048031453,7.533837670035468e-07,4.832674048856649,7.55e-07,4.85388407307717,5.165315454902472e-07,5,5.43423510679121e-07,5,6.877077719264096e-07,5,7.5265625e-07,4.687499999999845,7.545253385765309e-07,0.9493228469380686,7.540244944071339e-07,1.951011185732035,7.533837670035468e-07,3.232465992906314,7.55e-07,0,5.165315454902472e-07,0,5.43423510679121e-07,0,6.877077719264096e-07,0,7.5265625e-07,0,7.545253385765309e-07,0,7.540244944071339e-07,0,7.533837670035468e-07,0,7.55e-07,0
5.185752760307046e-07,2.569129545176955,5.506202729895706e-07,4.75645292852727,7.201038859632048e-07,5.000197307812634,7.529506516237281e-07,4.697559384824031,7.55e-07,4.642830806105127,7.545006962635991e-07,4.762361815696254,7.538166447283208e-07,4.828025552860349,7.551306611179422e-07,4.925007986667311,5.185752760307046e-07,5,5.506202729895706e-07,5,7.201038859632048e-07,5,7.529506516237281e-07,4.098696752543636,7.55e-07,0,7.545006962635991e-07,0.9986074728016616,7.538166447283208e-07,2.36671054335836,7.551306611179422e-07,0,5.185752760307046e-07,0,5.506202729895706e-07,0,7.201038859632048e-07,0,7.529506516237281e-07,0,7.55e-07,0,7.545006962635991e-07,0,7.538166447283208e-07,0,7.551306611179422e-07,0
5.210217033260522e-07,2.791964079675842,5.600329142479836e-07,4.872674513615565,7.525e-07,5.000140593030792,7.535394548711843e-07,4.542151951705585,7.551019723173516e-07,4.723868281263249,7.55e-07,4.754631337450516,7.54236906074461e-07,4.822658012889216,7.553768467907613e-07,4.997825611240424,5.210217033260522e-07,5,5.600329142479836e-07,5,7.525e-07,5,7.535394548711843e-07,2.921090257631219,7.551019723173516e-07,0,7.55e-07,0,7.54236906074461e-07,1.526187851077816,7.553768467907613e-07,0,5.210217033260522e-07,0,5.600329142479836e-07,0,7.525e-07,0,7.535394548711843e-07,0,7.551019723173516e-07,0,7.55e-07,0,7.54236906074461e-07,0,7.553768467907613e-07,0
5.239542370515298e-07,2.989488627773352,5.765508126447642e-07,4.974114674977295,7.5265625e-07,4.850391831400167,7.540709159064972e-07,4.475869889019243,7.552937747002951e-07,4.843741309524845,7.551063630711262e-07,4.830986761898137,7.55e-07,4.815742514359465,7.556118686154798e-07,5.003406217225041,5.239542370515298e-07,5,5.765508126447642e-07,5,7.5265625e-07,4.687499999999845,7.540709159064972e-07,1.858168187005563,7.552937747002951e-07,0,7.551063630711262e-07,0,7.55e-07,0,7.556118686154798e-07,0,5.239542370515298e-07,0,5.765508126447642e-07,0,7.5265625e-07,0,7.540709159064972e-07,0,7.552937747002951e-07,0,7.551063630711262e-07,0,7.55e-07,0,7.556118686154798e-07,0
5.27548016973319e-07,3.16761053703593,5.817133836633133e-07,4.982303134201062,7.52939709332147e-07,4.6232604224723,7.545645405209397e-07,4.42710724888102,7.554662895416542e-07,4.907235740196302,7.553052492645508e-07,4.932817571233604,7.551280929697906e-07,4.89358551955009,7.560819122649168e-07,5.003924429623965,5.27548016973319e-07,5,5.817133836633133e-07,5,7.52939709332147e-07,4.120581335705889,7.545645405209397e-07,0.8709189581204422,7.554662895416542e-07,0,7.553052492645508e-07,0,7.551280929697906e-07,0,7.560819122649168e-07,0,5.27548016973319e-07,0,5.817133836633133e-07,0,7.52939709332147e-07,0,7.545645405209397e-07,0,7.554662895416542e-07,0,7.553052492645508e-07,0,7.551280929697906e-07,0,7.560819122649168e-07,0
5.319865863232579e-07,3.327953671921925,5.920385257004115e-07,4.991049152218434,7.53506627996441e-07,4.29625653862453,7.55e-07,4.386526301530546,7.558113192243723e-07,4.97242473869094,7.554854395367959e-07,4.972186118799937,7.553692917901683e-07,4.982215001675132,7.564318124063099e-07,5.003780946046678,5.319865863232579e-07,5,5.920385257004115e-07,5,7.53506627996441e-07,2.98674400711798,7.55e-07,0,7.558113192243723e-07,0,7.554854395367959e-07,0,7.553692917901683e-07,0,7.564318124063099e-07,0,5.319865863232579e-07,0,5.920385257004115e-07,0,7.53506627996441e-07,0,7.55e-07,0,7.558113192243723e-07,0,7.554854395367959e-07,0,7.553692917901683e-07,0,7.564318124063099e-07,0
5.375348437549818e-07,3.472174418900432,6.069255544943272e-07,4.995718669622502,7.540427037185783e-07,4.06231256106706,7.550987553788244e-07,4.469856896311971,7.561690262912361e-07,4.996439879415771,7.558458200812862e-07,5.000174130068797,7.555989716539498e-07,4.999754374874244,7.571316126890961e-07,5.00353882525522,5.375348437549818e-07,5,6.069255544943272e-07,5,7.540427037185783e-07,1.914592562843306,7.550987553788244e-07,0,7.561690262912361e-07,0,7.558458200812862e-07,0,7.555989716539498e-07,0,7.571316126890961e-07,0,5.375348437549818e-07,0,6.069255544943272e-07,0,7.540427037185783e-07,0,7.550987553788244e-07,0,7.561690262912361e-07,0,7.558458200812862e-07,0,7.555989716539498e-07,0,7.571316126890961e-07,0
5.445088988074572e-07,3.601093012816631,6.336756596449004e-07,4.998635881786165,7.546168571621206e-07,3.861023885517397,7.552777914759067e-07,4.602485751062768,7.566586875504749e-07,5.006356901238398,7.561715443491679e-07,5.005105503541789,7.560583313815126e-07,5.005447375023163,7.585312132546684e-07,5.003103213968338,5.445088988074572e-07,5,6.336756596449004e-07,5,7.546168571621206e-07,0.7662856757586418,7.552777914759067e-07,0,7.566586875504749e-07,0,7.561715443491679e-07,0,7.560583313815126e-07,0,7.585312132546684e-07,0,5.445088988074572e-07,0,6.336756596449004e-07,0,7.546168571621206e-07,0,7.552777914759067e-07,0,7.566586875504749e-07,0,7.561715443491679e-07,0,7.560583313815126e-07,0,7.585312132546684e-07,0
5.532916474752855e-07,3.71711514685184,6.713686158054939e-07,4.999773039667762,7.55e-07,3.747027870438481,7.554362976895509e-07,4.692715756930151,7.572750731698856e-07,5.008474834040766,7.566686122493373e-07,5.006242813374521,7.564073610351462e-07,5.004789120039553,7.613304143858129e-07,5.002456570461669,5.532916474752855e-07,5,6.713686158054939e-07,5,7.55e-07,0,7.554362976895509e-07,0,7.572750731698856e-07,0,7.566686122493373e-07,0,7.564073610351462e-07,0,7.613304143858129e-07,0,5.532916474752855e-07,0,6.713686158054939e-07,0,7.55e-07,0,7.554362976895509e-07,0,7.572750731698856e-07,0,7.566686122493373e-07,0,7.564073610351462e-07,0,7.613304143858129e-07,0
