/Z (w23=1e-05) X,/Z (w23=1e-05) Y,/Z (w23=2e-05) X,/Z (w23=2e-05) Y,/Z (w23=3e-05) X,/Z (w23=3e-05) Y,/w_A (w23=1e-05) X,/w_A (w23=1e-05) Y,/w_A (w23=2e-05) X,/w_A (w23=2e-05) Y,/w_A (w23=3e-05) X,/w_A (w23=3e-05) Y,/w_B (w23=1e-05) X,/w_B (w23=1e-05) Y,/w_B (w23=2e-05) X,/w_B (w23=2e-05) Y,/w_B (w23=3e-05) X,/w_B (w23=3e-05) Y
1.381254172574818e-08,0.3182265864283104,1.30586027775458e-08,0.1823713799082797,1.310389580831356e-08,0.1116827007929833,1.381254172574818e-08,3,1.30586027775458e-08,3,1.310389580831356e-08,3,1.381254172574818e-08,3,1.30586027775458e-08,3,1.310389580831356e-08,3
1.632111528877635e-08,0.3180143420115574,1.530086019364607e-08,0.1814506187072355,1.529771834965013e-08,0.1106955392437221,1.632111528877635e-08,3,1.530086019364607e-08,3,1.529771834965013e-08,3,1.632111528877635e-08,3,1.530086019364607e-08,3,1.529771834965013e-08,3
2.041718067701608e-08,0.3180852053343352,1.871111115271672e-08,0.1815442402806154,1.87904941700685e-08,0.1107236850136545,2.041718067701608e-08,3,1.871111115271672e-08,3,1.87904941700685e-08,3,2.041718067701608e-08,3,1.871111115271672e-08,3,1.87904941700685e-08,3
2.798548574890842e-08,0.3180747031962258,2.467684220609297e-08,0.1815281398812224,2.475689889167005e-08,0.1107349407383096,2.798548574890842e-08,3,2.467684220609297e-08,3,2.475689889167005e-08,3,2.798548574890842e-08,3,2.467684220609297e-08,3,2.475689889167005e-08,3
4.312209589269309e-08,0.3180789573238851,3.660830431284547e-08,0.1815437839076889,3.668970833487314e-08,0.1107298426239953,4.312209589269309e-08,3,3.660830431284547e-08,3,3.668970833487314e-08,3,4.312209589269309e-08,3,3.660830431284547e-08,3,3.668970833487314e-08,3
7.339531618026244e-08,0.3180771401276448,6.047122852635047e-08,0.1815303416129796,6.055532722127933e-08,0.1107345899240485,7.339531618026244e-08,3,6.047122852635047e-08,3,6.055532722127933e-08,3,7.339531618026244e-08,3,6.047122852635047e-08,3,6.055532722127933e-08,3
1.246688521763729e-07,0.318077886358571,9.99844426430096e-08,0.1815428102645937,1.025489139727988e-07,0.1107300073506056,1.246688521763729e-07,3,9.99844426430096e-08,3,1.025489139727988e-07,3,1.246688521763729e-07,3,9.99844426430096e-08,3,1.025489139727988e-07,3
1.846688521763729e-07,0.3180777910486592,1.599844426430096e-07,0.181530884583261,1.625489139727988e-07,0.1107344907598374,1.846688521763729e-07,3,1.599844426430096e-07,3,1.625489139727988e-07,3,1.846688521763729e-07,3,1.599844426430096e-07,3,1.625489139727988e-07,3
2.185844260881865e-07,0.3180771510297342,2.062422213215048e-07,0.1815423562244367,2.075244569863994e-07,0.110730100668166,2.185844260881865e-07,3,2.062422213215048e-07,3,2.075244569863994e-07,3,2.185844260881865e-07,3,2.062422213215048e-07,3,2.075244569863994e-07,3
2.525e-07,0.3180786271828513,2.525e-07,0.1815313631205013,2.525e-07,0.1107343861082968,2.525e-07,3,2.525e-07,3,2.525e-07,3,2.525e-07,3,2.525e-07,3,2.525e-07,3
2.53125e-07,-0.05575991512078717,2.53125e-07,-0.2120692145154306,2.53125e-07,-0.2972638339804261,2.53125e-07,3,2.53125e-07,3,2.53125e-07,3,2.53125e-07,2.250000000000007,2.53125e-07,2.250000000000007,2.53125e-07,2.250000000000007
2.539443400869149e-07,-0.3777113623953959,2.53957791708101e-07,-0.5716992934173887,2.539663120779645e-07,-0.6858639338431863,2.539443400869149e-07,3,2.53957791708101e-07,3,2.539663120779645e-07,3,2.539443400869149e-07,1.266791895702045,2.53957791708101e-07,1.250649950278788,2.539663120779645e-07,1.240425506442599
2.542082550651862e-07,-0.4182332556012736,2.542183437810757e-07,-0.6264615979907175,2.549999999999999e-07,-0.9394481596597878,2.542082550651862e-07,3,2.542183437810757e-07,3,2.549999999999999e-07,3,2.542082550651862e-07,0.9500939217765247,2.542183437810757e-07,0.9379874627090663,2.549999999999999e-07,0
2.54604127532593e-07,-0.458083134737474,2.546091718905378e-07,-0.6931334915707517,2.552037844935159e-07,-0.7737530141157556,2.54604127532593e-07,3,2.546091718905378e-07,3,2.552037844935159e-07,3,2.54604127532593e-07,0.4750469608883088,2.546091718905378e-07,0.4689937313545793,2.552037844935159e-07,0
2.547030956494448e-07,-0.4706252175769476,2.549999999999999e-07,-0.7836042023845285,2.555435287399247e-07,-0.4495226683786271,2.547030956494448e-07,3,2.549999999999999e-07,3,2.555435287399247e-07,3,2.547030956494448e-07,0.3562852206662543,2.549999999999999e-07,0,2.555435287399247e-07,0
2.548515478247223e-07,-0.5105340631764045,2.551021656692882e-07,-0.7030156595145823,2.558533986503432e-07,-0.007747141103560774,2.548515478247223e-07,3,2.551021656692882e-07,3,2.558533986503432e-07,3,2.548515478247223e-07,0.1781426103331416,2.551021656692882e-07,0,2.558533986503432e-07,0
2.549999999999999e-07,-0.5360034314612193,2.552882394197871e-07,-0.5444062676818876,2.561758351563783e-07,0.4229757699957047,2.549999999999999e-07,3,2.552882394197871e-07,3,2.561758351563783e-07,3,2.549999999999999e-07,0,2.552882394197871e-07,0,2.561758351563783e-07,0
2.550487531369013e-07,-0.4685689128524003,2.55458664895613e-07,-0.3226876203034494,2.564494944339971e-07,0.7234552894559387,2.550487531369013e-07,3,2.55458664895613e-07,3,2.564494944339971e-07,3,2.550487531369013e-07,0,2.55458664895613e-07,0,2.564494944339971e-07,0
2.55140526511426e-07,-0.295737494004833,2.556573486021149e-07,0.02892082503830878,2.568505605316043e-07,1.086422730546832,2.55140526511426e-07,3,2.556573486021149e-07,3,2.568505605316043e-07,3,2.55140526511426e-07,0,2.556573486021149e-07,0,2.568505605316043e-07,0
2.552334528872028e-07,-0.1022423507254741,2.558212517071294e-07,0.2834844254038168,2.573951490176301e-07,1.472028086492676,2.552334528872028e-07,3,2.558212517071294e-07,3,2.573951490176301e-07,3,2.552334528872028e-07,0,2.558212517071294e-07,0,2.573951490176301e-07,0
2.553501678574162e-07,0.1211045001018407,2.559929894411724e-07,0.5186488836206319,2.580545835141527e-07,1.824412177417712,2.553501678574162e-07,3,2.559929894411724e-07,3,2.580545835141527e-07,3,2.553501678574162e-07,0,2.559929894411724e-07,0,2.580545835141527e-07,0
2.55489526639836e-07,0.3595599265213629,2.563364649092584e-07,0.9138798209105345,2.5882586763379e-07,2.129372205433394,2.55489526639836e-07,3,2.563364649092584e-07,3,2.5882586763379e-07,3,2.55489526639836e-07,0,2.563364649092584e-07,0,2.5882586763379e-07,0
2.557682442046756e-07,0.7631427414662953,2.567971129559411e-07,1.32627356231695,2.597411820957838e-07,2.390536246270424,2.557682442046756e-07,3,2.567971129559411e-07,3,2.597411820957838e-07,3,2.557682442046756e-07,0,2.567971129559411e-07,0,2.597411820957838e-07,0
2.561506657004844e-07,1.196555792373659,2.573425334196286e-07,1.694508837944309,2.60845334753062e-07,2.607582412552948,2.561506657004844e-07,3,2.573425334196286e-07,3,2.60845334753062e-07,3,2.561506657004844e-07,0,2.573425334196286e-07,0,2.60845334753062e-07,0
2.565958039765501e-07,1.578533190202196,2.57965847913855e-07,2.008190786927622,2.62183411527281e-07,2.775473200703101,2.565958039765501e-07,3,2.57965847913855e-07,3,2.62183411527281e-07,3,2.565958039765501e-07,0,2.57965847913855e-07,0,2.62183411527281e-07,0
2.571028943075027e-07,1.904893607789112,2.58704608377517e-07,2.280529325476225,2.637891036296756e-07,2.890763371431596,2.571028943075027e-07,3,2.58704608377517e-07,3,2.637891036296756e-07,3,2.571028943075027e-07,0,2.58704608377517e-07,0,2.637891036296756e-07,0
2.576974480549931e-07,2.187547995581468,2.595931178600722e-07,2.51160382140751,2.656841383588936e-07,2.958581359086933,2.576974480549931e-07,3,2.595931178600722e-07,3,2.656841383588936e-07,3,2.576974480549931e-07,0,2.595931178600722e-07,0,2.656841383588936e-07,0
2.584088065660318e-07,2.429465564451392,2.60668572919973e-07,2.697372275617695,2.679176486570066e-07,2.992127613699272,2.584088065660318e-07,3,2.60668572919973e-07,3,2.679176486570066e-07,3,2.584088065660318e-07,0,2.60668572919973e-07,0,2.679176486570066e-07,0
2.592636319711598e-07,2.627118681732589,2.61960250815904e-07,2.833361962804279,2.706299443304206e-07,3.005397370012982,2.592636319711598e-07,3,2.61960250815904e-07,3,2.706299443304206e-07,3,2.592636319711598e-07,0,2.61960250815904e-07,0,2.706299443304206e-07,0
2.602864411626262e-07,2.777041708314016,2.634951992203833e-07,2.921656401025922,2.741047691309311e-07,3.007837231922639,2.602864411626262e-07,3,2.634951992203833e-07,3,2.741047691309311e-07,3,2.602864411626262e-07,0,2.634951992203833e-07,0,2.741047691309311e-07,0
2.615008359436991e-07,2.880427965729838,2.653091502800641e-07,2.971607074458161,2.789309327603212e-07,3.006221445084461,2.615008359436991e-07,3,2.653091502800641e-07,3,2.789309327603212e-07,3,2.615008359436991e-07,0,2.653091502800641e-07,0,2.789309327603212e-07,0
2.629376741184145e-07,2.94452612430428,2.674896503354351e-07,2.9957394532591,2.860759068277123e-07,3.004097647197712,2.629376741184145e-07,3,2.674896503354351e-07,3,2.860759068277123e-07,3,2.629376741184145e-07,0,2.674896503354351e-07,0,2.860759068277123e-07,0
2.646586013314216e-07,2.979995293251072,2.702179758481545e-07,3.00469404191985,2.977214919500185e-07,3.002486287139428,2.646586013314216e-07,3,2.702179758481545e-07,3,2.977214919500185e-07,3,2.646586013314216e-07,0,2.702179758481545e-07,0,2.977214919500185e-07,0
2.667849431532648e-07,2.996887493829003,2.7382718046039e-07,3.006014939004783,3.129493665960559e-07,3.001657846338467,2.667849431532648e-07,3,2.7382718046039e-07,3,3.129493665960559e-07,3,2.667849431532648e-07,0,2.7382718046039e-07,0,3.129493665960559e-07,0
2.695317902994077e-07,3.002969311254835,2.789475015897019e-07,3.004644789059054,3.338352768826237e-07,3.001034141229003,2.695317902994077e-07,3,2.789475015897019e-07,3,3.338352768826237e-07,3,2.695317902994077e-07,0,2.789475015897019e-07,0,3.338352768826237e-07,0
2.732797048590176e-07,3.003852387793532,2.870124262390965e-07,3.003097287289053,3.630677546727443e-07,3.000604107771678,2.732797048590176e-07,3,2.870124262390965e-07,3,3.630677546727443e-07,3,2.732797048590176e-07,0,2.870124262390965e-07,0,3.630677546727443e-07,0
2.78788828097606e-07,3.003127518271113,2.998566315773552e-07,3.002030222059049,4.049855545218698e-07,3.000322982731798,2.78788828097606e-07,3,2.998566315773552e-07,3,4.049855545218698e-07,3,2.78788828097606e-07,0,2.998566315773552e-07,0,4.049855545218698e-07,0
2.879366412304229e-07,3.00228745873792,3.175034997190098e-07,3.001292431215257,4.597662127716521e-07,3.000192365879324,2.879366412304229e-07,3,3.175034997190098e-07,3,4.597662127716521e-07,3,2.879366412304229e-07,0,3.175034997190098e-07,0,4.597662127716521e-07,0
3.047809076115631e-07,3.001395059351886,3.426722705325065e-07,3.000734310215326,5e-07,3.000136605266133,3.047809076115631e-07,3,3.426722705325065e-07,3,5e-07,3,3.047809076115631e-07,0,3.426722705325065e-07,0,5e-07,0
3.294911342561509e-07,3.000742480875891,3.777781342230826e-07,3.000398876895085,5.00625e-07,3.467305943902096,3.294911342561509e-07,3,3.777781342230826e-07,3,5.00625e-07,3,3.294911342561509e-07,0,3.777781342230826e-07,0,5.00625e-07,0.7499999999999928
3.629557080521584e-07,3.000387686288545,4.237110133160106e-07,3.000229828419796,5.014663120779645e-07,3.65944418775832,3.629557080521584e-07,3,4.237110133160106e-07,3,5.014663120779645e-07,3,3.629557080521584e-07,0,4.237110133160106e-07,0,5.014663120779645e-07,1.759574493557401
4.038011899539844e-07,3.000238156311503,4.618555066580053e-07,3.000162674865532,5.017247340584734e-07,3.536509300701809,4.038011899539844e-07,3,4.618555066580053e-07,3,5.017247340584734e-07,3,4.038011899539844e-07,0,4.618555066580053e-07,0,5.017247340584734e-07,2.069680870168075
4.57670553313144e-07,3.000142736334112,5e-07,3.000129425373435,5.021123670292367e-07,3.182265993914403,4.57670553313144e-07,3,5e-07,3,5.021123670292367e-07,3,4.57670553313144e-07,0,5e-07,0,5.021123670292367e-07,2.534840435084087
5e-07,3.000113162148027,5.00625e-07,3.461589004340014,5.025e-07,2.715927863912503,5e-07,3,5.00625e-07,3,5.025e-07,3,5e-07,0,5.00625e-07,0.7499999999999928,5.025e-07,2.999999999999971
5.00625e-07,3.452974382344626,5.01457791708101e-07,3.660501297244259,5.026306114850328e-07,2.430962321296686,5.00625e-07,3,5.01457791708101e-07,3,5.026306114850328e-07,3,5.00625e-07,0.7499999999999928,5.01457791708101e-07,1.749350049721212,5.026306114850328e-07,3
5.01444340086915e-07,3.662382817379835,5.017183437810757e-07,3.543756280345681,5.028233218821216e-07,2.050096750725046,5.01444340086915e-07,3,5.017183437810757e-07,3,5.028233218821216e-07,3,5.01444340086915e-07,1.733208104298019,5.017183437810757e-07,2.06201253729087,5.028233218821216e-07,3
5.017082550651863e-07,3.555609459891647,5.021091718905378e-07,3.196042515158811,5.029960463991602e-07,1.75938867465437,5.017082550651863e-07,3,5.021091718905378e-07,3,5.029960463991602e-07,3,5.017082550651863e-07,2.049906078223539,5.021091718905378e-07,2.531006268645357,5.029960463991602e-07,3
5.021745454697565e-07,3.142215253350408,5.025e-07,2.732501808232099,5.033023928308999e-07,1.344989693398117,5.021745454697565e-07,3,5.025e-07,3,5.033023928308999e-07,3,5.021745454697565e-07,2.609454563707768,5.025e-07,2.999999999999971,5.033023928308999e-07,3
5.022559091023173e-07,3.047649311091484,5.025322202139726e-07,2.658629548378455,5.037581453960026e-07,0.9155104467327071,5.022559091023173e-07,3,5.025322202139726e-07,3,5.037581453960026e-07,3,5.022559091023173e-07,2.707090922780819,5.025322202139726e-07,3,5.037581453960026e-07,3
5.023779545511586e-07,2.900665934402579,5.02596660641918e-07,2.51654785128844,5.042418326978496e-07,0.6295862796594492,5.023779545511586e-07,3,5.02596660641918e-07,3,5.042418326978496e-07,3,5.023779545511586e-07,2.853545461390395,5.02596660641918e-07,3,5.042418326978496e-07,3
5.025e-07,2.752188387356252,5.027255414978088e-07,2.254240112346814,5.046209163489247e-07,0.4803304509271026,5.025e-07,3,5.027255414978088e-07,3,5.046209163489247e-07,3,5.025e-07,2.999999999999971,5.027255414978088e-07,3,5.046209163489247e-07,3
5.025610227244206e-07,2.61872392275426,5.028942380575646e-07,1.951967819096694,5.049999999999999e-07,0.3742780033644973,5.025610227244206e-07,3,5.028942380575646e-07,3,5.049999999999999e-07,3,5.025610227244206e-07,3,5.028942380575646e-07,3,5.049999999999999e-07,3
5.026533299449102e-07,2.428540484268683,5.032001338742112e-07,1.510144855980493,5.052030984451466e-07,0.319976037203678,5.026533299449102e-07,3,5.032001338742112e-07,3,5.052030984451466e-07,2.878140932912007,5.026533299449102e-07,3,5.032001338742112e-07,3,5.052030984451466e-07,3
5.027425351477511e-07,2.258807865449772,5.035319177615687e-07,1.155826072907747,5.054605415206592e-07,0.2504534043579132,5.027425351477511e-07,3,5.035319177615687e-07,3,5.054605415206592e-07,2.723675087604458,5.027425351477511e-07,3,5.035319177615687e-07,3,5.054605415206592e-07,3
5.029124597166938e-07,1.97058104526749,5.039974817747317e-07,0.8171939891753737,5.057066322250001e-07,0.1889203952603938,5.029124597166938e-07,3,5.039974817747317e-07,3,5.057066322250001e-07,2.576020664999886,5.029124597166938e-07,3,5.039974817747317e-07,3,5.057066322250001e-07,3
5.032523088545792e-07,1.51685414222803,5.044906431672791e-07,0.5896709265678822,5.06198813633682e-07,0.09620894787337649,5.032523088545792e-07,3,5.044906431672791e-07,3,5.06198813633682e-07,2.280711819790742,5.032523088545792e-07,3,5.044906431672791e-07,3,5.06198813633682e-07,3
5.035951839047852e-07,1.189238657939099,5.049999999999999e-07,0.4386653967763672,5.067925286445806e-07,0.02442287665443763,5.035951839047852e-07,3,5.049999999999999e-07,3,5.067925286445806e-07,1.924482813251599,5.035951839047852e-07,3,5.049999999999999e-07,3,5.067925286445806e-07,3
5.040507258706293e-07,0.8940769421003332,5.052177073189722e-07,0.3817147908592807,5.077073584035993e-07,-0.03992463940575718,5.040507258706293e-07,3,5.052177073189722e-07,2.869375608616645,5.077073584035993e-07,1.375584957840395,5.040507258706293e-07,3,5.052177073189722e-07,3,5.077073584035993e-07,3
5.045336458198234e-07,0.6925554108425711,5.055148492860999e-07,0.3040236192309817,5.087097469803087e-07,-0.08067399071256588,5.045336458198234e-07,3,5.055148492860999e-07,2.691090428340001,5.087097469803087e-07,0.7741518118147397,5.045336458198234e-07,3,5.055148492860999e-07,3,5.087097469803087e-07,3
5.049999999999999e-07,0.5642877900859806,5.057951428197423e-07,0.2385346561012358,5.093548734901543e-07,-0.1127344400651111,5.049999999999999e-07,3,5.057951428197423e-07,2.522914308154556,5.093548734901543e-07,0.3870759059073841,5.049999999999999e-07,3,5.057951428197423e-07,3,5.093548734901543e-07,3
5.052098137300497e-07,0.5115563113125777,5.063557298870272e-07,0.1467041302415366,5.095161551176157e-07,-0.1235819627122138,5.052098137300497e-07,2.874111761970124,5.063557298870272e-07,2.186562067783667,5.095161551176157e-07,0.2903069294305296,5.052098137300497e-07,3,5.063557298870272e-07,3,5.095161551176157e-07,3
5.0549032124125e-07,0.4408123733870176,5.069777996517374e-07,0.08904343339516467,5.097580775588078e-07,-0.1323814429486409,5.0549032124125e-07,2.705807255249942,5.069777996517374e-07,1.813320208957491,5.097580775588078e-07,0.1451534647152792,5.0549032124125e-07,3,5.069777996517374e-07,3,5.097580775588078e-07,3
5.057534453131975e-07,0.380963284505795,5.079693045279899e-07,0.04774990786348009,5.099999999999999e-07,-0.1219814420492173,5.057534453131975e-07,2.547932812081449,5.079693045279899e-07,1.218417283206006,5.099999999999999e-07,0,5.057534453131975e-07,3,5.079693045279899e-07,3,5.099999999999999e-07,3
5.062796934570925e-07,0.2977268880347002,5.089731439831843e-07,0.02743615167204601,5.101777953308276e-07,-0.09227083095078256,5.062796934570925e-07,2.232183925744462,5.089731439831843e-07,0.6161136100893865,5.101777953308276e-07,0,5.062796934570925e-07,3,5.089731439831843e-07,3,5.101777953308276e-07,3
5.068690571575936e-07,0.2485736301012332,5.099999999999999e-07,0.06193561968593432,5.103816122321644e-07,-0.05252737798057151,5.068690571575936e-07,1.878565705443792,5.099999999999999e-07,0,5.103816122321644e-07,0,5.068690571575936e-07,3,5.099999999999999e-07,3,5.103816122321644e-07,3
5.077763917586224e-07,0.2272188769828484,5.102934693094066e-07,0.1217666759600434,5.105814387405351e-07,-0.006431810139105021,5.077763917586224e-07,1.334164944826488,5.102934693094066e-07,0,5.105814387405351e-07,0,5.077763917586224e-07,3,5.102934693094066e-07,3,5.105814387405351e-07,3
